UTC time,coal,nat_gas,hydro,solar,wind
2023-10-23 00:00:00,2825.0,247.0,811.0,55.0,205.0
2023-10-23 01:00:00,2961.0,257.0,815.0,0.0,350.0
2023-10-23 02:00:00,2935.0,261.0,850.0,0.0,431.0
2023-10-23 03:00:00,2931.0,249.0,821.0,0.0,405.0
2023-10-23 04:00:00,2967.0,218.0,756.0,0.0,351.0
2023-10-23 05:00:00,2831.0,203.0,634.0,0.0,297.0
2023-10-23 06:00:00,2704.0,175.0,514.0,0.0,222.0
2023-10-23 07:00:00,2687.0,171.0,473.0,0.0,196.0
2023-10-23 08:00:00,2673.0,152.0,483.0,0.0,163.0
2023-10-23 09:00:00,2639.0,151.0,468.0,0.0,181.0
2023-10-23 10:00:00,2591.0,152.0,467.0,0.0,160.0
2023-10-23 11:00:00,2713.0,186.0,453.0,0.0,149.0
2023-10-23 12:00:00,2797.0,191.0,489.0,0.0,146.0
2023-10-23 13:00:00,2962.0,219.0,600.0,0.0,170.0
2023-10-23 14:00:00,3044.0,201.0,621.0,13.0,199.0
2023-10-23 15:00:00,2854.0,105.0,637.0,149.0,182.0
2023-10-23 16:00:00,2737.0,117.0,583.0,223.0,113.0
2023-10-23 17:00:00,2441.0,113.0,575.0,237.0,77.0
2023-10-23 18:00:00,2418.0,111.0,551.0,245.0,102.0
2023-10-23 19:00:00,2469.0,117.0,557.0,237.0,96.0
2023-10-23 20:00:00,2415.0,110.0,569.0,216.0,114.0
2023-10-23 21:00:00,2356.0,105.0,593.0,228.0,214.0
2023-10-23 22:00:00,2329.0,105.0,596.0,253.0,383.0
2023-10-23 23:00:00,2293.0,179.0,659.0,176.0,507.0
