UTC time,coal,nat_gas,hydro,solar,wind
2023-01-17 00:00:00,3480.0,330.0,639.0,20.0,217.0
2023-01-17 01:00:00,3505.0,351.0,738.0,0.0,272.0
2023-01-17 02:00:00,3440.0,388.0,731.0,0.0,167.0
2023-01-17 03:00:00,3404.0,372.0,730.0,0.0,140.0
2023-01-17 04:00:00,3379.0,325.0,706.0,0.0,91.0
2023-01-17 05:00:00,3373.0,365.0,614.0,0.0,70.0
2023-01-17 06:00:00,3377.0,312.0,495.0,0.0,85.0
2023-01-17 07:00:00,3315.0,249.0,384.0,0.0,105.0
2023-01-17 08:00:00,3145.0,243.0,346.0,0.0,112.0
2023-01-17 09:00:00,3078.0,244.0,354.0,0.0,150.0
2023-01-17 10:00:00,3024.0,245.0,355.0,0.0,181.0
2023-01-17 11:00:00,3084.0,246.0,353.0,0.0,199.0
2023-01-17 12:00:00,3089.0,250.0,381.0,0.0,186.0
2023-01-17 13:00:00,3342.0,370.0,453.0,0.0,134.0
2023-01-17 14:00:00,3430.0,394.0,588.0,0.0,96.0
2023-01-17 15:00:00,3430.0,287.0,630.0,5.0,170.0
2023-01-17 16:00:00,3307.0,230.0,619.0,67.0,203.0
2023-01-17 17:00:00,3331.0,252.0,586.0,88.0,233.0
2023-01-17 18:00:00,3280.0,226.0,602.0,75.0,225.0
2023-01-17 19:00:00,3287.0,230.0,558.0,92.0,225.0
2023-01-17 20:00:00,3223.0,313.0,490.0,76.0,188.0
2023-01-17 21:00:00,3100.0,356.0,464.0,57.0,225.0
2023-01-17 22:00:00,2993.0,356.0,457.0,39.0,273.0
2023-01-17 23:00:00,2976.0,376.0,480.0,19.0,263.0
