UTC time,coal,nat_gas,hydro,solar,wind
2023-12-02 00:00:00,3668.0,473.0,741.0,5.0,228.0
2023-12-02 01:00:00,3523.0,357.0,818.0,0.0,434.0
2023-12-02 02:00:00,3165.0,316.0,867.0,0.0,568.0
2023-12-02 03:00:00,3201.0,334.0,846.0,0.0,581.0
2023-12-02 04:00:00,3210.0,363.0,769.0,0.0,477.0
2023-12-02 05:00:00,3277.0,374.0,698.0,0.0,470.0
2023-12-02 06:00:00,3270.0,395.0,563.0,0.0,481.0
2023-12-02 07:00:00,3192.0,361.0,453.0,0.0,444.0
2023-12-02 08:00:00,3023.0,337.0,396.0,0.0,479.0
2023-12-02 09:00:00,3036.0,320.0,357.0,0.0,520.0
2023-12-02 10:00:00,3149.0,297.0,362.0,0.0,567.0
2023-12-02 11:00:00,3149.0,294.0,364.0,0.0,592.0
2023-12-02 12:00:00,3135.0,294.0,411.0,0.0,584.0
2023-12-02 13:00:00,3134.0,295.0,564.0,0.0,598.0
2023-12-02 14:00:00,3044.0,298.0,674.0,0.0,645.0
2023-12-02 15:00:00,3049.0,306.0,671.0,25.0,724.0
2023-12-02 16:00:00,2877.0,274.0,643.0,159.0,728.0
2023-12-02 17:00:00,2719.0,272.0,578.0,241.0,770.0
2023-12-02 18:00:00,2509.0,272.0,559.0,217.0,850.0
2023-12-02 19:00:00,2354.0,271.0,536.0,234.0,885.0
2023-12-02 20:00:00,2256.0,272.0,515.0,265.0,959.0
2023-12-02 21:00:00,2205.0,272.0,504.0,294.0,978.0
2023-12-02 22:00:00,2185.0,272.0,498.0,298.0,1041.0
2023-12-02 23:00:00,2180.0,273.0,556.0,151.0,1011.0
