UTC time,creation_time (UTC),version,avg_solar_production_forecast,avg_wind_production_forecast
2023-08-04T00:00:00-00:00,2023-08-13 18:54:59,3.0,10413.87,4013.9
2023-08-04T01:00:00-00:00,2023-08-13 18:54:59,3.0,5341.29,4126.94
2023-08-04T02:00:00-00:00,2023-08-13 18:54:59,3.0,747.1999999999999,4166.79
2023-08-04T03:00:00-00:00,2023-08-13 18:54:59,3.0,2.7699999999999996,4206.7
2023-08-04T04:00:00-00:00,2023-08-13 18:54:59,3.0,0.0,4227.91
2023-08-04T05:00:00-00:00,2023-08-13 18:54:59,3.0,0.0,4200.139999999999
2023-08-04T06:00:00-00:00,2023-08-13 18:54:59,3.0,0.0,4136.68
2023-08-04T07:00:00-00:00,2023-08-13 18:54:59,3.0,0.0,4051.1000000000004
2023-08-04T08:00:00-00:00,2023-08-13 18:54:59,3.0,0.0,3922.4700000000003
2023-08-04T09:00:00-00:00,2023-08-13 18:54:59,3.0,0.0,3827.75
2023-08-04T10:00:00-00:00,2023-08-13 18:54:59,3.0,0.0,3689.62
2023-08-04T11:00:00-00:00,2023-08-13 18:54:59,3.0,0.0,3424.5699999999997
2023-08-04T12:00:00-00:00,2023-08-13 18:54:59,3.0,0.31,3040.44
2023-08-04T13:00:00-00:00,2023-08-13 18:54:59,3.0,1059.81,2571.42
2023-08-04T14:00:00-00:00,2023-08-13 18:54:59,3.0,6673.099999999999,1973.48
2023-08-04T15:00:00-00:00,2023-08-13 18:54:59,3.0,11118.119999999999,1335.92
2023-08-04T16:00:00-00:00,2023-08-13 18:54:59,3.0,12692.96,843.52
2023-08-04T17:00:00-00:00,2023-08-13 18:54:59,3.0,13444.32,529.48
2023-08-04T18:00:00-00:00,2023-08-13 18:54:59,3.0,13834.79,391.29999999999995
2023-08-04T19:00:00-00:00,2023-08-13 18:54:59,3.0,14034.99,412.83
2023-08-04T20:00:00-00:00,2023-08-13 18:54:59,3.0,14049.17,580.13
2023-08-04T21:00:00-00:00,2023-08-13 18:54:59,3.0,13838.36,960.1099999999999
2023-08-04T22:00:00-00:00,2023-08-13 18:54:59,3.0,13353.18,1601.5900000000001
2023-08-04T23:00:00-00:00,2023-08-13 18:54:59,3.0,12459.93,2387.61
