UTC time,creation_time (UTC),version,avg_solar_production_forecast,avg_wind_production_forecast
2023-08-18T00:00:00-00:00,2023-08-18 22:28:40,3.0,8865.220000000001,2145.7
2023-08-18T01:00:00-00:00,2023-08-18 22:28:40,3.0,3992.96,2212.78
2023-08-18T02:00:00-00:00,2023-08-18 22:28:40,3.0,479.75,2141.72
2023-08-18T03:00:00-00:00,2023-08-18 22:28:40,3.0,0.07,2070.41
2023-08-18T04:00:00-00:00,2023-08-18 22:28:40,3.0,0.0,2043.89
2023-08-18T05:00:00-00:00,2023-08-18 22:28:40,3.0,0.0,2004.35
2023-08-18T06:00:00-00:00,2023-08-18 22:28:40,3.0,0.0,1927.2
2023-08-18T07:00:00-00:00,2023-08-18 22:28:40,3.0,0.0,1886.8200000000002
2023-08-18T08:00:00-00:00,2023-08-18 22:28:40,3.0,0.0,1853.72
2023-08-18T09:00:00-00:00,2023-08-18 22:28:40,3.0,0.0,1835.23
2023-08-18T10:00:00-00:00,2023-08-18 22:28:40,3.0,0.0,1795.54
2023-08-18T11:00:00-00:00,2023-08-18 22:28:40,3.0,0.0,1716.79
2023-08-18T12:00:00-00:00,2023-08-18 22:28:40,3.0,0.0,1586.35
2023-08-18T13:00:00-00:00,2023-08-18 22:28:40,3.0,890.34,1434.7
2023-08-18T14:00:00-00:00,2023-08-18 22:28:40,3.0,5154.91,1313.77
2023-08-18T15:00:00-00:00,2023-08-18 22:28:40,3.0,9899.650000000001,1182.75
2023-08-18T16:00:00-00:00,2023-08-18 22:28:40,3.0,11968.800000000001,1047.75
2023-08-18T17:00:00-00:00,2023-08-18 22:28:40,3.0,12680.42,944.12
2023-08-18T18:00:00-00:00,2023-08-18 22:28:40,3.0,12965.560000000001,932.79
2023-08-18T19:00:00-00:00,2023-08-18 22:28:40,3.0,12967.789999999999,1026.94
2023-08-18T20:00:00-00:00,2023-08-18 22:28:40,3.0,12801.55,1201.99
2023-08-18T21:00:00-00:00,2023-08-18 22:28:40,3.0,12469.25,1445.06
2023-08-18T22:00:00-00:00,2023-08-18 22:28:40,3.0,11912.72,1632.47
2023-08-18T23:00:00-00:00,2023-08-18 22:28:40,3.0,10979.85,1734.29
