UTC time,creation_time (UTC),version,avg_solar_production_forecast,avg_wind_production_forecast
2023-09-06T00:00:00-00:00,2023-09-08 17:38:55,3.0,8204.49,552.24
2023-09-06T01:00:00-00:00,2023-09-08 17:38:55,3.0,2550.27,803.24
2023-09-06T02:00:00-00:00,2023-09-08 17:38:55,3.0,30.89,1032.17
2023-09-06T03:00:00-00:00,2023-09-08 17:38:55,3.0,0.0,1161.97
2023-09-06T04:00:00-00:00,2023-09-08 17:38:55,3.0,0.0,1187.26
2023-09-06T05:00:00-00:00,2023-09-08 17:38:55,3.0,0.0,1140.34
2023-09-06T06:00:00-00:00,2023-09-08 17:38:55,3.0,0.0,1067.01
2023-09-06T07:00:00-00:00,2023-09-08 17:38:55,3.0,0.0,1043.08
2023-09-06T08:00:00-00:00,2023-09-08 17:38:55,3.0,0.0,987.89
2023-09-06T09:00:00-00:00,2023-09-08 17:38:55,3.0,0.0,962.0899999999999
2023-09-06T10:00:00-00:00,2023-09-08 17:38:55,3.0,0.0,962.31
2023-09-06T11:00:00-00:00,2023-09-08 17:38:55,3.0,0.0,971.21
2023-09-06T12:00:00-00:00,2023-09-08 17:38:55,3.0,0.0,962.04
2023-09-06T13:00:00-00:00,2023-09-08 17:38:55,3.0,508.24,928.44
2023-09-06T14:00:00-00:00,2023-09-08 17:38:55,3.0,4543.14,866.31
2023-09-06T15:00:00-00:00,2023-09-08 17:38:55,3.0,10059.28,779.72
2023-09-06T16:00:00-00:00,2023-09-08 17:38:55,3.0,12605.07,697.38
2023-09-06T17:00:00-00:00,2023-09-08 17:38:55,3.0,13366.06,622.5799999999999
2023-09-06T18:00:00-00:00,2023-09-08 17:38:55,3.0,13648.78,556.79
2023-09-06T19:00:00-00:00,2023-09-08 17:38:55,3.0,13691.439999999999,516.61
2023-09-06T20:00:00-00:00,2023-09-08 17:38:55,3.0,13652.11,526.25
2023-09-06T21:00:00-00:00,2023-09-08 17:38:55,3.0,13523.670000000002,577.77
2023-09-06T22:00:00-00:00,2023-09-08 17:38:55,3.0,13088.55,654.0799999999999
2023-09-06T23:00:00-00:00,2023-09-08 17:38:55,3.0,11912.980000000001,780.28
