UTC time,creation_time (UTC),version,avg_solar_production_forecast,avg_wind_production_forecast
2023-08-07T00:00:00-00:00,2023-08-07 21:51:59,3.0,10373.880000000001,2683.29
2023-08-07T01:00:00-00:00,2023-08-07 21:51:59,3.0,5468.960000000001,2780.92
2023-08-07T02:00:00-00:00,2023-08-07 21:51:59,3.0,1010.1300000000001,2764.31
2023-08-07T03:00:00-00:00,2023-08-07 21:51:59,3.0,0.01,2757.99
2023-08-07T04:00:00-00:00,2023-08-07 21:51:59,3.0,0.0,2778.99
2023-08-07T05:00:00-00:00,2023-08-07 21:51:59,3.0,0.0,2781.79
2023-08-07T06:00:00-00:00,2023-08-07 21:51:59,3.0,0.0,2761.88
2023-08-07T07:00:00-00:00,2023-08-07 21:51:59,3.0,0.0,2807.2599999999998
2023-08-07T08:00:00-00:00,2023-08-07 21:51:59,3.0,0.0,2654.08
2023-08-07T09:00:00-00:00,2023-08-07 21:51:59,3.0,0.0,2403.58
2023-08-07T10:00:00-00:00,2023-08-07 21:51:59,3.0,0.0,2188.37
2023-08-07T11:00:00-00:00,2023-08-07 21:51:59,3.0,0.0,1960.22
2023-08-07T12:00:00-00:00,2023-08-07 21:51:59,3.0,0.1,1726.38
2023-08-07T13:00:00-00:00,2023-08-07 21:51:59,3.0,1315.6899999999998,1522.6799999999998
2023-08-07T14:00:00-00:00,2023-08-07 21:51:59,3.0,6246.9,1267.27
2023-08-07T15:00:00-00:00,2023-08-07 21:51:59,3.0,10991.480000000001,1034.53
2023-08-07T16:00:00-00:00,2023-08-07 21:51:59,3.0,12738.460000000001,918.08
2023-08-07T17:00:00-00:00,2023-08-07 21:51:59,3.0,13376.48,938.3399999999999
2023-08-07T18:00:00-00:00,2023-08-07 21:51:59,3.0,13683.17,1099.8
2023-08-07T19:00:00-00:00,2023-08-07 21:51:59,3.0,13765.309999999998,1375.4199999999998
2023-08-07T20:00:00-00:00,2023-08-07 21:51:59,3.0,13726.43,1699.5700000000002
2023-08-07T21:00:00-00:00,2023-08-07 21:51:59,3.0,13556.1,2042.83
2023-08-07T22:00:00-00:00,2023-08-07 21:51:59,3.0,13152.92,2378.84
2023-08-07T23:00:00-00:00,2023-08-07 21:51:59,3.0,12405.24,2657.07
