UTC time,creation_time (UTC),version,avg_solar_production_forecast,avg_wind_production_forecast
2023-08-20T00:00:00-00:00,2023-08-20 22:01:18,3.0,4642.72,1239.79
2023-08-20T01:00:00-00:00,2023-08-20 22:01:18,3.0,2016.4399999999998,1228.2
2023-08-20T02:00:00-00:00,2023-08-20 22:01:18,3.0,240.93,1226.21
2023-08-20T03:00:00-00:00,2023-08-20 22:01:18,3.0,36.79,1265.78
2023-08-20T04:00:00-00:00,2023-08-20 22:01:18,3.0,34.92,1258.59
2023-08-20T05:00:00-00:00,2023-08-20 22:01:18,3.0,32.58,1210.5
2023-08-20T06:00:00-00:00,2023-08-20 22:01:18,3.0,27.93,1191.7
2023-08-20T07:00:00-00:00,2023-08-20 22:01:18,3.0,32.73,998.75
2023-08-20T08:00:00-00:00,2023-08-20 22:01:18,3.0,35.55,864.37
2023-08-20T09:00:00-00:00,2023-08-20 22:01:18,3.0,30.51,827.52
2023-08-20T10:00:00-00:00,2023-08-20 22:01:18,3.0,29.31,794.39
2023-08-20T11:00:00-00:00,2023-08-20 22:01:18,3.0,28.83,737.26
2023-08-20T12:00:00-00:00,2023-08-20 22:01:18,3.0,29.58,784.0799999999999
2023-08-20T13:00:00-00:00,2023-08-20 22:01:18,3.0,175.61,889.96
2023-08-20T14:00:00-00:00,2023-08-20 22:01:18,3.0,1835.36,970.22
2023-08-20T15:00:00-00:00,2023-08-20 22:01:18,3.0,3371.63,1002.5899999999999
2023-08-20T16:00:00-00:00,2023-08-20 22:01:18,3.0,3899.17,995.7
2023-08-20T17:00:00-00:00,2023-08-20 22:01:18,3.0,4183.17,973.48
2023-08-20T18:00:00-00:00,2023-08-20 22:01:18,3.0,4325.59,994.11
2023-08-20T19:00:00-00:00,2023-08-20 22:01:18,3.0,4275.85,1052.78
2023-08-20T20:00:00-00:00,2023-08-20 22:01:18,3.0,4222.63,1151.89
2023-08-20T21:00:00-00:00,2023-08-20 22:01:18,3.0,4080.6800000000003,1303.32
2023-08-20T22:00:00-00:00,2023-08-20 22:01:18,3.0,3761.3,1464.27
2023-08-20T23:00:00-00:00,2023-08-20 22:01:18,3.0,3465.9799999999996,1573.62
