UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
2023-08-19 00:00:00,2023-08-20 22:01:18,3.0,2.0,13937.0,2216.0,86.0,3712.0,10844.0,1579.0,664.0
2023-08-19 01:00:00,2023-08-20 22:01:18,3.0,2.0,15277.0,2214.0,87.0,4120.0,8026.0,2049.0,1082.0
2023-08-19 02:00:00,2023-08-20 22:01:18,3.0,2.0,16332.0,2213.0,87.0,4526.0,3625.0,1843.0,2785.0
2023-08-19 03:00:00,2023-08-20 22:01:18,3.0,1.0,17098.0,2216.0,88.0,4733.0,371.0,1764.0,2844.0
2023-08-19 04:00:00,2023-08-20 22:01:18,3.0,2.0,16300.0,2218.0,88.0,4862.0,0.0,1712.0,2393.0
2023-08-19 05:00:00,2023-08-20 22:01:18,3.0,2.0,15513.0,2220.0,88.0,4617.0,0.0,1723.0,1127.0
2023-08-19 06:00:00,2023-08-20 22:01:18,3.0,2.0,14562.0,2223.0,88.0,4436.0,0.0,1495.0,687.0
2023-08-19 07:00:00,2023-08-20 22:01:18,3.0,2.0,13445.0,2221.0,89.0,4122.0,0.0,1460.0,0.0
2023-08-19 08:00:00,2023-08-20 22:01:18,3.0,2.0,14457.0,2220.0,89.0,3418.0,0.0,1240.0,0.0
2023-08-19 09:00:00,2023-08-20 22:01:18,3.0,2.0,12908.0,2218.0,89.0,3219.0,0.0,1225.0,0.0
2023-08-19 10:00:00,2023-08-20 22:01:18,3.0,3.0,11430.0,2216.0,89.0,3224.0,0.0,1331.0,0.0
2023-08-19 11:00:00,2023-08-20 22:01:18,3.0,2.0,11182.0,2218.0,88.0,3113.0,0.0,1321.0,0.0
2023-08-19 12:00:00,2023-08-20 22:01:18,3.0,3.0,11269.0,2215.0,88.0,3164.0,0.0,1289.0,0.0
2023-08-19 13:00:00,2023-08-20 22:01:18,3.0,3.0,11301.0,2217.0,89.0,2867.0,0.0,1639.0,0.0
2023-08-19 14:00:00,2023-08-20 22:01:18,3.0,2.0,11050.0,2218.0,87.0,2874.0,234.0,1363.0,0.0
2023-08-19 15:00:00,2023-08-20 22:01:18,3.0,2.0,11335.0,2219.0,88.0,2853.0,2798.0,1293.0,0.0
2023-08-19 16:00:00,2023-08-20 22:01:18,3.0,2.0,11410.0,2221.0,87.0,2727.0,5167.0,1101.0,0.0
2023-08-19 17:00:00,2023-08-20 22:01:18,3.0,1.0,10091.0,2222.0,87.0,2657.0,6158.0,1174.0,0.0
2023-08-19 18:00:00,2023-08-20 22:01:18,3.0,1.0,9879.0,2225.0,86.0,2471.0,7057.0,1394.0,0.0
2023-08-19 19:00:00,2023-08-20 22:01:18,3.0,2.0,9421.0,2225.0,86.0,2296.0,7802.0,1358.0,0.0
2023-08-19 20:00:00,2023-08-20 22:01:18,3.0,2.0,9581.0,2219.0,87.0,2609.0,8130.0,1122.0,0.0
2023-08-19 21:00:00,2023-08-20 22:01:18,3.0,2.0,10060.0,2221.0,87.0,2844.0,8010.0,1094.0,0.0
2023-08-19 22:00:00,2023-08-20 22:01:18,3.0,2.0,10860.0,2218.0,87.0,3046.0,7360.0,1209.0,0.0
2023-08-19 23:00:00,2023-08-20 22:01:18,3.0,2.0,11767.0,2214.0,86.0,3366.0,5692.0,1518.0,166.0
