UTC time,creation_time (UTC),version,avg_solar_production_forecast,avg_wind_production_forecast
2023-08-17T00:00:00-00:00,2023-08-18 21:54:43,3.0,7228.25,1110.9
2023-08-17T01:00:00-00:00,2023-08-18 21:54:43,3.0,3203.4599999999996,1450.1
2023-08-17T02:00:00-00:00,2023-08-18 21:54:43,3.0,397.15999999999997,1639.38
2023-08-17T03:00:00-00:00,2023-08-18 21:54:43,3.0,0.0,1703.42
2023-08-17T04:00:00-00:00,2023-08-18 21:54:43,3.0,0.0,1775.16
2023-08-17T05:00:00-00:00,2023-08-18 21:54:43,3.0,0.0,1823.32
2023-08-17T06:00:00-00:00,2023-08-18 21:54:43,3.0,0.0,1867.0300000000002
2023-08-17T07:00:00-00:00,2023-08-18 21:54:43,3.0,0.0,1533.75
2023-08-17T08:00:00-00:00,2023-08-18 21:54:43,3.0,0.0,1475.04
2023-08-17T09:00:00-00:00,2023-08-18 21:54:43,3.0,0.0,1427.77
2023-08-17T10:00:00-00:00,2023-08-18 21:54:43,3.0,0.0,1358.33
2023-08-17T11:00:00-00:00,2023-08-18 21:54:43,3.0,0.0,1284.22
2023-08-17T12:00:00-00:00,2023-08-18 21:54:43,3.0,0.01,1224.45
2023-08-17T13:00:00-00:00,2023-08-18 21:54:43,3.0,909.11,1158.42
2023-08-17T14:00:00-00:00,2023-08-18 21:54:43,3.0,5178.38,1045.41
2023-08-17T15:00:00-00:00,2023-08-18 21:54:43,3.0,9989.6,912.64
2023-08-17T16:00:00-00:00,2023-08-18 21:54:43,3.0,12150.57,733.3100000000001
2023-08-17T17:00:00-00:00,2023-08-18 21:54:43,3.0,12878.2,586.8399999999999
2023-08-17T18:00:00-00:00,2023-08-18 21:54:43,3.0,13159.84,568.73
2023-08-17T19:00:00-00:00,2023-08-18 21:54:43,3.0,13144.47,712.06
2023-08-17T20:00:00-00:00,2023-08-18 21:54:43,3.0,13004.55,1002.27
2023-08-17T21:00:00-00:00,2023-08-18 21:54:43,3.0,12732.890000000001,1317.0700000000002
2023-08-17T22:00:00-00:00,2023-08-18 21:54:43,3.0,12243.44,1634.62
2023-08-17T23:00:00-00:00,2023-08-18 21:54:43,3.0,11366.17,1928.38
