UTC time,creation_time (UTC),version,avg_solar_production_forecast,avg_wind_production_forecast
2023-08-11T00:00:00-00:00,2023-08-13 18:15:09,3.0,7789.849999999999,2744.6400000000003
2023-08-11T01:00:00-00:00,2023-08-13 18:15:09,3.0,3599.9799999999996,3003.1800000000003
2023-08-11T02:00:00-00:00,2023-08-13 18:15:09,3.0,496.3399999999999,3078.69
2023-08-11T03:00:00-00:00,2023-08-13 18:15:09,3.0,0.0,3074.1299999999997
2023-08-11T04:00:00-00:00,2023-08-13 18:15:09,3.0,0.0,3079.4300000000003
2023-08-11T05:00:00-00:00,2023-08-13 18:15:09,3.0,0.0,3020.21
2023-08-11T06:00:00-00:00,2023-08-13 18:15:09,3.0,0.0,2923.58
2023-08-11T07:00:00-00:00,2023-08-13 18:15:09,3.0,0.0,2673.71
2023-08-11T08:00:00-00:00,2023-08-13 18:15:09,3.0,0.0,2630.41
2023-08-11T09:00:00-00:00,2023-08-13 18:15:09,3.0,0.0,2600.27
2023-08-11T10:00:00-00:00,2023-08-13 18:15:09,3.0,0.0,2571.04
2023-08-11T11:00:00-00:00,2023-08-13 18:15:09,3.0,0.0,2487.77
2023-08-11T12:00:00-00:00,2023-08-13 18:15:09,3.0,0.07,2340.67
2023-08-11T13:00:00-00:00,2023-08-13 18:15:09,3.0,948.08,2174.41
2023-08-11T14:00:00-00:00,2023-08-13 18:15:09,3.0,4990.6,1913.0
2023-08-11T15:00:00-00:00,2023-08-13 18:15:09,3.0,9571.38,1578.8899999999999
2023-08-11T16:00:00-00:00,2023-08-13 18:15:09,3.0,11860.160000000002,1234.8600000000001
2023-08-11T17:00:00-00:00,2023-08-13 18:15:09,3.0,12781.93,980.75
2023-08-11T18:00:00-00:00,2023-08-13 18:15:09,3.0,13189.11,893.3399999999999
2023-08-11T19:00:00-00:00,2023-08-13 18:15:09,3.0,13253.89,937.99
2023-08-11T20:00:00-00:00,2023-08-13 18:15:09,3.0,13155.380000000001,1160.49
2023-08-11T21:00:00-00:00,2023-08-13 18:15:09,3.0,12933.560000000001,1551.41
2023-08-11T22:00:00-00:00,2023-08-13 18:15:09,3.0,12493.98,2028.98
2023-08-11T23:00:00-00:00,2023-08-13 18:15:09,3.0,11735.66,2515.31
