UTC time,creation_time (UTC),version,avg_solar_production_forecast,avg_wind_production_forecast
2023-08-12T00:00:00-00:00,2023-08-13 18:27:37,3.0,9430.2,2994.91
2023-08-12T01:00:00-00:00,2023-08-13 18:27:37,3.0,4533.13,3374.52
2023-08-12T02:00:00-00:00,2023-08-13 18:27:37,3.0,673.1000000000001,3524.4900000000002
2023-08-12T03:00:00-00:00,2023-08-13 18:27:37,3.0,0.0,3552.4700000000003
2023-08-12T04:00:00-00:00,2023-08-13 18:27:37,3.0,0.0,3534.54
2023-08-12T05:00:00-00:00,2023-08-13 18:27:37,3.0,0.0,3439.85
2023-08-12T06:00:00-00:00,2023-08-13 18:27:37,3.0,0.0,3230.9700000000003
2023-08-12T07:00:00-00:00,2023-08-13 18:27:37,3.0,0.0,2883.1400000000003
2023-08-12T08:00:00-00:00,2023-08-13 18:27:37,3.0,0.0,2657.74
2023-08-12T09:00:00-00:00,2023-08-13 18:27:37,3.0,0.0,2441.04
2023-08-12T10:00:00-00:00,2023-08-13 18:27:37,3.0,0.0,2238.64
2023-08-12T11:00:00-00:00,2023-08-13 18:27:37,3.0,0.0,2058.95
2023-08-12T12:00:00-00:00,2023-08-13 18:27:37,3.0,0.04,1854.06
2023-08-12T13:00:00-00:00,2023-08-13 18:27:37,3.0,1056.99,1599.4
2023-08-12T14:00:00-00:00,2023-08-13 18:27:37,3.0,5478.4800000000005,1257.77
2023-08-12T15:00:00-00:00,2023-08-13 18:27:37,3.0,10203.19,887.28
2023-08-12T16:00:00-00:00,2023-08-13 18:27:37,3.0,12252.01,572.81
2023-08-12T17:00:00-00:00,2023-08-13 18:27:37,3.0,12993.39,342.21
2023-08-12T18:00:00-00:00,2023-08-13 18:27:37,3.0,13312.88,238.95000000000002
2023-08-12T19:00:00-00:00,2023-08-13 18:27:37,3.0,13345.84,238.4
2023-08-12T20:00:00-00:00,2023-08-13 18:27:37,3.0,13219.539999999999,317.65
2023-08-12T21:00:00-00:00,2023-08-13 18:27:37,3.0,12935.560000000001,487.24
2023-08-12T22:00:00-00:00,2023-08-13 18:27:37,3.0,12393.04,756.1
2023-08-12T23:00:00-00:00,2023-08-13 18:27:37,3.0,11518.1,1107.97
