,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
0,2023-08-01 00:00:00,292.58,4889.0,4367.0,7211.0,1690.0,75.0,10.0
1,2023-08-01 01:00:00,295.3,4870.0,3743.0,7208.0,1410.0,3.0,11.0
2,2023-08-01 02:00:00,287.32,4552.0,3362.0,7198.0,1268.0,0.0,10.0
3,2023-08-01 03:00:00,293.59,4228.0,2945.0,7203.0,291.0,0.0,11.0
4,2023-08-01 04:00:00,261.68,3218.0,2710.0,7204.0,59.0,0.0,11.0
5,2023-08-01 05:00:00,236.83,2576.0,2663.0,7202.0,0.0,0.0,10.0
6,2023-08-01 06:00:00,229.66,2427.0,2599.0,7209.0,0.0,0.0,11.0
7,2023-08-01 07:00:00,225.43,2325.0,2616.0,7208.0,0.0,0.0,11.0
8,2023-08-01 08:00:00,223.92,2310.0,2544.0,7207.0,0.0,0.0,11.0
9,2023-08-01 09:00:00,223.78,2309.0,2534.0,7204.0,0.0,0.0,10.0
10,2023-08-01 10:00:00,225.15,2318.0,2617.0,7207.0,0.0,0.0,11.0
11,2023-08-01 11:00:00,224.03,2284.0,2641.0,7202.0,0.0,0.0,11.0
12,2023-08-01 12:00:00,226.63,2350.0,2737.0,7211.0,0.0,68.0,11.0
13,2023-08-01 13:00:00,223.68,2325.0,2913.0,7206.0,0.0,293.0,12.0
14,2023-08-01 14:00:00,229.05,2376.0,3623.0,7201.0,0.0,556.0,13.0
15,2023-08-01 15:00:00,235.75,2495.0,4144.0,7203.0,0.0,724.0,13.0
16,2023-08-01 16:00:00,241.98,2671.0,4391.0,7201.0,0.0,858.0,13.0
17,2023-08-01 17:00:00,257.43,3156.0,4491.0,7197.0,96.0,847.0,12.0
18,2023-08-01 18:00:00,259.76,3394.0,4672.0,7200.0,514.0,817.0,10.0
19,2023-08-01 19:00:00,262.25,3617.0,4757.0,7195.0,829.0,810.0,12.0
20,2023-08-01 20:00:00,264.5,3835.0,4848.0,7195.0,1124.0,813.0,12.0
21,2023-08-01 21:00:00,270.28,4112.0,4852.0,7193.0,1328.0,730.0,9.0
22,2023-08-01 22:00:00,265.81,4263.0,4469.0,7204.0,1918.0,567.0,10.0
23,2023-08-01 23:00:00,266.43,4429.0,3973.0,7200.0,2244.0,318.0,11.0
