datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2023-08-06 00:00:00,1.7366758957922446,296.72950787924657,291.75328024653606,1.662522084257713,0.0639347746473788,3346.73609,4448.22084,7187.19693,2275.44184,10526.19015,346.87065
2023-08-06 01:00:00,1.7366758957922446,296.72950787924657,291.75328024653606,1.662522084257713,0.0639347746473788,3283.03429,4274.06234,7193.07408,1970.01941,5663.27004,186.62233
2023-08-06 02:00:00,1.7366758957922446,296.72950787924657,291.75328024653606,1.662522084257713,0.0639347746473788,3196.59844,4043.5601,7195.49473,1626.12239,1082.93998,35.68624
2023-08-06 03:00:00,1.7366758957922446,296.72950787924657,291.75328024653606,1.662522084257713,0.0639347746473788,3053.48581,3820.94837,7197.61962,1088.32258,0.01,0.00033
2023-08-06 04:00:00,1.7330610877055703,295.3864643696906,292.0146148080446,1.662522084257713,0.0639347746473788,2950.73816,3503.5201,7198.05218,500.71597,0.0,0.0
2023-08-06 05:00:00,1.7330610877055703,295.3864643696906,292.0146148080446,1.662522084257713,0.0639347746473788,2725.62217,3169.88595,7197.33151,161.28286,0.0,0.0
2023-08-06 06:00:00,1.7330610877055703,295.3864643696906,292.0146148080446,1.662522084257713,0.0639347746473788,2501.16266,2822.4041,7197.06013,0.0,0.0,0.0
2023-08-06 07:00:00,1.365584894155346,294.57857615254613,292.1804636214107,0.8311360463243934,0.337354972587444,2301.86089,2725.02694,7199.70438,0.0,0.0,0.0
2023-08-06 08:00:00,1.365584894155346,294.57857615254613,292.1804636214107,0.8311360463243934,0.337354972587444,2076.86187,2587.40891,7206.43614,0.0,0.0,0.0
2023-08-06 09:00:00,1.365584894155346,294.57857615254613,292.1804636214107,0.8311360463243934,0.337354972587444,1903.02487,2519.47304,7211.9422,0.0,0.0,0.0
2023-08-06 10:00:00,1.1439412445658856,296.0618363542366,292.9094367933705,0.0,0.7879317357248654,1821.66003,2550.94646,7216.3589,0.0,0.0,0.0
