,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
0,2023-08-15 00:00:00,2023-08-18 21:41:24,3.0,340.64,4490.0,5564.0,7181.0,1948.0,39.0,14.0
1,2023-08-15 01:00:00,2023-08-18 21:41:24,3.0,339.14,4324.0,5543.0,7173.0,1818.0,0.0,11.0
2,2023-08-15 02:00:00,2023-08-18 21:41:24,3.0,329.01,3874.0,5442.0,7174.0,1667.0,0.0,12.0
3,2023-08-15 03:00:00,2023-08-18 21:41:24,3.0,320.32,3689.0,4346.0,7176.0,1258.0,0.0,12.0
4,2023-08-15 04:00:00,2023-08-18 21:41:24,3.0,320.26,3520.0,3951.0,7181.0,746.0,0.0,13.0
5,2023-08-15 05:00:00,2023-08-18 21:41:24,3.0,308.2,3280.0,3391.0,7182.0,610.0,0.0,14.0
6,2023-08-15 06:00:00,2023-08-18 21:41:24,3.0,312.18,3218.0,3222.0,7183.0,193.0,0.0,12.0
7,2023-08-15 07:00:00,2023-08-18 21:41:24,3.0,309.35,3148.0,2896.0,7180.0,0.0,0.0,11.0
8,2023-08-15 08:00:00,2023-08-18 21:41:24,3.0,311.88,3292.0,2684.0,7185.0,0.0,0.0,10.0
9,2023-08-15 09:00:00,2023-08-18 21:41:24,3.0,310.78,3255.0,2711.0,7188.0,0.0,0.0,11.0
10,2023-08-15 10:00:00,2023-08-18 21:41:24,3.0,318.68,3439.0,2776.0,7185.0,0.0,0.0,10.0
11,2023-08-15 11:00:00,2023-08-18 21:41:24,3.0,331.99,3759.0,2919.0,7187.0,0.0,0.0,11.0
12,2023-08-15 12:00:00,2023-08-18 21:41:24,3.0,332.31,3785.0,2949.0,7185.0,0.0,46.0,10.0
13,2023-08-15 13:00:00,2023-08-18 21:41:24,3.0,326.54,3767.0,2839.0,7178.0,0.0,246.0,11.0
14,2023-08-15 14:00:00,2023-08-18 21:41:24,3.0,323.87,3873.0,3021.0,7186.0,105.0,561.0,15.0
15,2023-08-15 15:00:00,2023-08-18 21:41:24,3.0,343.1,4438.0,3402.0,7182.0,107.0,704.0,16.0
16,2023-08-15 16:00:00,2023-08-18 21:41:24,3.0,363.96,5161.0,3880.0,7182.0,172.0,821.0,16.0
17,2023-08-15 17:00:00,2023-08-18 21:41:24,3.0,360.89,5423.0,4211.0,7173.0,835.0,806.0,15.0
18,2023-08-15 18:00:00,2023-08-18 21:41:24,3.0,358.39,5466.0,4945.0,7175.0,1379.0,742.0,15.0
19,2023-08-15 19:00:00,2023-08-18 21:41:24,3.0,357.16,5453.0,5536.0,7170.0,1732.0,681.0,15.0
20,2023-08-15 20:00:00,2023-08-18 21:41:24,3.0,365.17,5515.0,5712.0,7177.0,1574.0,480.0,12.0
21,2023-08-15 21:00:00,2023-08-18 21:41:24,3.0,367.8,5417.0,5573.0,7188.0,1412.0,283.0,11.0
22,2023-08-15 22:00:00,2023-08-18 21:41:24,3.0,360.76,4860.0,5625.0,7196.0,1153.0,208.0,14.0
23,2023-08-15 23:00:00,2023-08-18 21:41:24,3.0,355.09,4503.0,5696.0,7200.0,1040.0,168.0,14.0
