datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_other_production_forecast
2023-08-05 00:00:00,1.813774471531593,295.08326986964755,292.5200533460724,1.7985555179527275,0.3459852281018334,3837.68086,3101.53441,7186.13847,2058.01683,10521.05017,346.70127
2023-08-05 01:00:00,1.813774471531593,295.08326986964755,292.5200533460724,1.7985555179527275,0.3459852281018334,3715.11124,2991.40274,7192.0145,1822.05726,5290.67007,174.34401
2023-08-05 02:00:00,1.813774471531593,295.08326986964755,292.5200533460724,1.7985555179527275,0.3459852281018334,3586.42369,2882.16501,7194.43722,1527.63367,712.92999,23.49326
2023-08-05 03:00:00,1.813774471531593,295.08326986964755,292.5200533460724,1.7985555179527275,0.3459852281018334,3415.36438,2799.42808,7196.56466,1053.84863,2.59,0.08535
2023-08-05 04:00:00,1.718285312447009,293.93596200564343,291.9619029782398,1.7985555179527275,0.3459852281018334,3330.24294,2672.26639,7197.00025,509.96926,0.0,0.0
2023-08-05 05:00:00,1.718285312447009,293.93596200564343,291.9619029782398,1.7985555179527275,0.3459852281018334,3149.48029,2527.31994,7196.2834,185.45974,0.0,0.0
2023-08-05 06:00:00,1.718285312447009,293.93596200564343,291.9619029782398,1.7985555179527275,0.3459852281018334,2964.83862,2356.28956,7196.01552,0.0,0.0,0.0
2023-08-05 07:00:00,1.9341567507751336,293.1329757401761,291.4272951777127,0.899437731834422,0.4726823003378534,2823.34941,2330.75533,7198.6628,0.0,0.0,0.0
2023-08-05 08:00:00,1.9341567507751336,293.1329757401761,291.4272951777127,0.899437731834422,0.4726823003378534,2663.24528,2257.0895,7205.39583,0.0,0.0,0.0
2023-08-05 09:00:00,1.9341567507751336,293.1329757401761,291.4272951777127,0.899437731834422,0.4726823003378534,2546.53952,2224.72273,7210.90348,0.0,0.0,0.0
2023-08-05 10:00:00,2.0362551296161024,294.5399710527132,291.7814446080729,0.0,0.5174620160170946,2493.50038,2265.32327,7215.32113,0.0,0.0,0.0
2023-08-05 11:00:00,2.0362551296161024,294.5399710527132,291.7814446080729,0.0,0.5174620160170946,2540.16063,2280.38457,7217.30683,0.0,0.0,0.0
2023-08-05 12:00:00,2.0362551296161024,294.5399710527132,291.7814446080729,0.0,0.5174620160170946,2619.85707,2380.79863,7222.48083,30.4343,0.23,0.00758
2023-08-05 13:00:00,2.119636017862719,301.1877388643539,291.56916219154147,16.942645491028745,0.5582405911013951,2719.55937,2456.60201,7225.95915,0.0,1477.59,48.69118
2023-08-05 14:00:00,2.119636017862719,301.1877388643539,291.56916219154147,16.942645491028745,0.5582405911013951,2930.66412,2617.91177,7231.45645,0.0,6563.43987,216.28572
2023-08-05 15:00:00,2.119636017862719,301.1877388643539,291.56916219154147,16.942645491028745,0.5582405911013951,3151.97653,2713.67206,7232.70731,0.0,11149.29997,367.40405
2023-08-05 16:00:00,1.8760754407301905,305.1581121208048,290.3980375969553,481.9726423023504,0.5639428448223806,3406.68474,2790.84066,7237.00201,0.0,12730.73038,419.5171
2023-08-05 17:00:00,1.8760754407301905,305.1581121208048,290.3980375969553,481.9726423023504,0.5639428448223806,3631.15549,2935.1474,7240.01193,240.58219,13317.87991,438.8655
2023-08-05 18:00:00,1.8760754407301905,305.1581121208048,290.3980375969553,481.9726423023504,0.5639428448223806,3825.99195,3118.72826,7235.48439,677.339,13619.69925,448.81138
2023-08-05 19:00:00,1.9768035878956136,305.3989079825388,289.54802965534066,684.2735498464945,0.5670066128855286,3968.17971,3240.79531,7227.27737,1053.33485,13699.88925,451.45389
2023-08-05 20:00:00,1.9768035878956136,305.3989079825388,289.54802965534066,684.2735498464945,0.5670066128855286,4151.33233,3334.54007,7223.06262,1341.94525,13682.81017,450.89108
2023-08-05 21:00:00,1.9768035878956136,305.3989079825388,289.54802965534066,684.2735498464945,0.5670066128855286,4200.54958,3325.77601,7218.80391,1606.07953,13573.19038,447.27877
2023-08-05 22:00:00,1.8181699029529788,300.04598572238416,291.8221309125136,777.7705303043931,0.5751957907701906,4169.27917,3240.55447,7219.92688,1778.31527,13206.05996,435.18068
