UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,hydro,solar,other
2023-08-11 00:00:00,2023-08-13 18:27:37,3.0,4417.0,4238.0,7199.0,2315.0,65.0,14.0
2023-08-11 01:00:00,2023-08-13 18:27:37,3.0,4402.0,3973.0,7198.0,1803.0,0.0,14.0
2023-08-11 02:00:00,2023-08-13 18:27:37,3.0,4400.0,3459.0,7194.0,1163.0,0.0,14.0
2023-08-11 03:00:00,2023-08-13 18:27:37,3.0,4297.0,2999.0,7193.0,485.0,0.0,14.0
2023-08-11 04:00:00,2023-08-13 18:27:37,3.0,3776.0,2744.0,7197.0,6.0,0.0,14.0
2023-08-11 05:00:00,2023-08-13 18:27:37,3.0,3776.0,2744.0,7197.0,6.0,0.0,14.0
2023-08-11 06:00:00,2023-08-13 18:27:37,3.0,3776.0,2744.0,7197.0,6.0,0.0,14.0
2023-08-11 07:00:00,2023-08-13 18:27:37,3.0,3776.0,2744.0,7197.0,6.0,0.0,14.0
2023-08-11 08:00:00,2023-08-13 18:27:37,3.0,3776.0,2744.0,7197.0,6.0,0.0,14.0
2023-08-11 09:00:00,2023-08-13 18:27:37,3.0,3776.0,2744.0,7197.0,6.0,0.0,14.0
2023-08-11 10:00:00,2023-08-13 18:27:37,3.0,3776.0,2744.0,7197.0,6.0,0.0,14.0
2023-08-11 11:00:00,2023-08-13 18:27:37,3.0,3776.0,2744.0,7197.0,6.0,0.0,14.0
2023-08-11 12:00:00,2023-08-13 18:27:37,3.0,3776.0,2744.0,7197.0,6.0,0.0,14.0
2023-08-11 13:00:00,2023-08-13 18:27:37,3.0,3776.0,2744.0,7197.0,6.0,0.0,14.0
2023-08-11 14:00:00,2023-08-13 18:27:37,3.0,3776.0,2744.0,7197.0,6.0,0.0,14.0
2023-08-11 15:00:00,2023-08-13 18:27:37,3.0,3776.0,2744.0,7197.0,6.0,0.0,14.0
2023-08-11 16:00:00,2023-08-13 18:27:37,3.0,3776.0,2744.0,7197.0,6.0,0.0,14.0
2023-08-11 17:00:00,2023-08-13 18:27:37,3.0,3776.0,2744.0,7197.0,6.0,0.0,14.0
2023-08-11 18:00:00,2023-08-13 18:27:37,3.0,3776.0,2744.0,7197.0,6.0,0.0,14.0
2023-08-11 19:00:00,2023-08-13 18:27:37,3.0,3776.0,2744.0,7197.0,6.0,0.0,14.0
2023-08-11 20:00:00,2023-08-13 18:27:37,3.0,3776.0,2744.0,7197.0,6.0,0.0,14.0
2023-08-11 21:00:00,2023-08-13 18:27:37,3.0,3776.0,2744.0,7197.0,6.0,0.0,14.0
2023-08-11 22:00:00,2023-08-13 18:27:37,3.0,3776.0,2744.0,7197.0,6.0,0.0,14.0
2023-08-11 23:00:00,2023-08-13 18:27:37,3.0,3776.0,2744.0,7197.0,6.0,0.0,14.0
