,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
0,2023-08-17 00:00:00,2023-08-18 22:28:40,3.0,282.63,4316.0,4949.0,7215.0,1563.0,57.0,15.0
1,2023-08-17 01:00:00,2023-08-18 22:28:40,3.0,279.33,4085.0,4861.0,7218.0,1404.0,0.0,14.0
2,2023-08-17 02:00:00,2023-08-18 22:28:40,3.0,278.4,4053.0,3863.0,7213.0,1085.0,0.0,15.0
3,2023-08-17 03:00:00,2023-08-18 22:28:40,3.0,283.33,4042.0,2741.0,7214.0,440.0,0.0,15.0
4,2023-08-17 04:00:00,2023-08-18 22:28:40,3.0,282.86,3791.0,2596.0,7210.0,0.0,0.0,15.0
5,2023-08-17 05:00:00,2023-08-18 22:28:40,3.0,267.15,3373.0,2536.0,7215.0,0.0,0.0,14.0
6,2023-08-17 06:00:00,2023-08-18 22:28:40,3.0,250.75,2966.0,2463.0,7213.0,0.0,0.0,14.0
7,2023-08-17 07:00:00,2023-08-18 22:28:40,3.0,241.27,2783.0,2264.0,7212.0,0.0,0.0,15.0
8,2023-08-17 08:00:00,2023-08-18 22:28:40,3.0,237.26,2698.0,2224.0,7210.0,0.0,0.0,15.0
9,2023-08-17 09:00:00,2023-08-18 22:28:40,3.0,234.25,2631.0,2206.0,7205.0,0.0,0.0,15.0
10,2023-08-17 10:00:00,2023-08-18 22:28:40,3.0,233.5,2605.0,2253.0,7213.0,0.0,0.0,15.0
11,2023-08-17 11:00:00,2023-08-18 22:28:40,3.0,242.26,2749.0,2497.0,7212.0,0.0,0.0,15.0
12,2023-08-17 12:00:00,2023-08-18 22:28:40,3.0,237.18,2642.0,2532.0,7210.0,0.0,53.0,15.0
13,2023-08-17 13:00:00,2023-08-18 22:28:40,3.0,230.71,2587.0,2518.0,7210.0,0.0,269.0,16.0
14,2023-08-17 14:00:00,2023-08-18 22:28:40,3.0,231.69,2706.0,2544.0,7207.0,0.0,500.0,12.0
15,2023-08-17 15:00:00,2023-08-18 22:28:40,3.0,248.34,3181.0,2684.0,7209.0,43.0,635.0,14.0
16,2023-08-17 16:00:00,2023-08-18 22:28:40,3.0,261.07,3548.0,3040.0,7208.0,111.0,749.0,16.0
17,2023-08-17 17:00:00,2023-08-18 22:28:40,3.0,263.91,3973.0,3052.0,7202.0,725.0,788.0,17.0
18,2023-08-17 18:00:00,2023-08-18 22:28:40,3.0,261.31,3913.0,3805.0,7207.0,1122.0,738.0,14.0
19,2023-08-17 19:00:00,2023-08-18 22:28:40,3.0,262.35,3927.0,4478.0,7206.0,1331.0,765.0,13.0
20,2023-08-17 20:00:00,2023-08-18 22:28:40,3.0,266.55,4052.0,4839.0,7203.0,1475.0,719.0,15.0
21,2023-08-17 21:00:00,2023-08-18 22:28:40,3.0,270.9,4060.0,5198.0,7207.0,1370.0,673.0,16.0
22,2023-08-17 22:00:00,2023-08-18 22:28:40,3.0,268.47,4048.0,5349.0,7210.0,1674.0,567.0,15.0
23,2023-08-17 23:00:00,2023-08-18 22:28:40,3.0,269.49,4019.0,5566.0,7212.0,1889.0,307.0,15.0
