,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
0,2023-08-29 00:00:00,2023-09-02 20:46:35,3.0,317.96,3823.0,5000.0,7098.0,2065.0,21.0,13.0
1,2023-08-29 01:00:00,2023-09-02 20:46:35,3.0,319.03,3894.0,4738.0,7099.0,1987.0,0.0,13.0
2,2023-08-29 02:00:00,2023-09-02 20:46:35,3.0,327.35,3970.0,4260.0,7102.0,1366.0,0.0,14.0
3,2023-08-29 03:00:00,2023-09-02 20:46:35,3.0,330.93,3917.0,3603.0,7101.0,747.0,0.0,14.0
4,2023-08-29 04:00:00,2023-09-02 20:46:35,3.0,325.64,3663.0,2978.0,7092.0,269.0,0.0,14.0
5,2023-08-29 05:00:00,2023-09-02 20:46:35,3.0,305.66,3095.0,2641.0,7096.0,0.0,0.0,13.0
6,2023-08-29 06:00:00,2023-09-02 20:46:35,3.0,284.64,2591.0,2636.0,7093.0,0.0,0.0,13.0
7,2023-08-29 07:00:00,2023-09-02 20:46:35,3.0,282.33,2543.0,2633.0,7102.0,0.0,0.0,14.0
8,2023-08-29 08:00:00,2023-09-02 20:46:35,3.0,283.37,2567.0,2638.0,7105.0,0.0,0.0,13.0
9,2023-08-29 09:00:00,2023-09-02 20:46:35,3.0,280.52,2517.0,2592.0,7101.0,0.0,0.0,14.0
10,2023-08-29 10:00:00,2023-09-02 20:46:35,3.0,291.09,2731.0,2673.0,7101.0,0.0,0.0,14.0
11,2023-08-29 11:00:00,2023-09-02 20:46:35,3.0,320.55,3397.0,2895.0,7106.0,0.0,0.0,14.0
12,2023-08-29 12:00:00,2023-09-02 20:46:35,3.0,335.75,3802.0,2958.0,7102.0,0.0,11.0,14.0
13,2023-08-29 13:00:00,2023-09-02 20:46:35,3.0,336.28,3884.0,2878.0,7100.0,0.0,82.0,14.0
14,2023-08-29 14:00:00,2023-09-02 20:46:35,3.0,339.86,3979.0,3023.0,7088.0,0.0,157.0,16.0
15,2023-08-29 15:00:00,2023-09-02 20:46:35,3.0,345.83,4004.0,3370.0,6980.0,0.0,198.0,15.0
16,2023-08-29 16:00:00,2023-09-02 20:46:35,3.0,345.21,3931.0,3408.0,6890.0,0.0,231.0,15.0
17,2023-08-29 17:00:00,2023-09-02 20:46:35,3.0,344.21,3934.0,3671.0,6776.0,223.0,300.0,15.0
18,2023-08-29 18:00:00,2023-09-02 20:46:35,3.0,345.33,3906.0,4208.0,6742.0,268.0,450.0,16.0
19,2023-08-29 19:00:00,2023-09-02 20:46:35,3.0,345.25,3952.0,4634.0,6733.0,438.0,559.0,15.0
20,2023-08-29 20:00:00,2023-09-02 20:46:35,3.0,340.08,3953.0,5128.0,6736.0,942.0,556.0,16.0
21,2023-08-29 21:00:00,2023-09-02 20:46:35,3.0,330.78,3954.0,5234.0,6735.0,1574.0,502.0,15.0
22,2023-08-29 22:00:00,2023-09-02 20:46:35,3.0,327.93,3948.0,5366.0,6735.0,1896.0,401.0,14.0
23,2023-08-29 23:00:00,2023-09-02 20:46:35,3.0,333.48,3959.0,5619.0,6746.0,1912.0,176.0,15.0
