,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,other
0,2023-08-18 00:00:00,2023-08-20 14:50:47,3.0,274.15,4012.0,5430.0,7213.0,1758.0,54.0,15.0
1,2023-08-18 01:00:00,2023-08-20 14:50:47,3.0,274.32,3978.0,4701.0,7212.0,1487.0,0.0,15.0
2,2023-08-18 02:00:00,2023-08-20 14:50:47,3.0,269.97,3970.0,3811.0,7204.0,1431.0,0.0,15.0
3,2023-08-18 03:00:00,2023-08-20 14:50:47,3.0,263.29,3962.0,2795.0,7212.0,1413.0,0.0,15.0
4,2023-08-18 04:00:00,2023-08-20 14:50:47,3.0,270.73,3704.0,2630.0,7212.0,463.0,0.0,15.0
5,2023-08-18 05:00:00,2023-08-20 14:50:47,3.0,247.36,2900.0,2396.0,7218.0,0.0,0.0,15.0
6,2023-08-18 06:00:00,2023-08-20 14:50:47,3.0,231.03,2560.0,2220.0,7219.0,0.0,0.0,15.0
7,2023-08-18 07:00:00,2023-08-20 14:50:47,3.0,224.15,2385.0,2279.0,7208.0,0.0,0.0,15.0
8,2023-08-18 08:00:00,2023-08-20 14:50:47,3.0,222.07,2316.0,2354.0,7202.0,0.0,0.0,15.0
9,2023-08-18 09:00:00,2023-08-20 14:50:47,3.0,221.66,2314.0,2327.0,7201.0,0.0,0.0,15.0
10,2023-08-18 10:00:00,2023-08-20 14:50:47,3.0,223.49,2346.0,2362.0,7204.0,0.0,0.0,15.0
11,2023-08-18 11:00:00,2023-08-20 14:50:47,3.0,232.01,2525.0,2412.0,7203.0,0.0,0.0,15.0
12,2023-08-18 12:00:00,2023-08-20 14:50:47,3.0,249.0,2951.0,2447.0,7200.0,0.0,66.0,16.0
13,2023-08-18 13:00:00,2023-08-20 14:50:47,3.0,251.3,3121.0,2542.0,7202.0,0.0,336.0,15.0
14,2023-08-18 14:00:00,2023-08-20 14:50:47,3.0,249.17,3147.0,2747.0,7195.0,0.0,610.0,16.0
15,2023-08-18 15:00:00,2023-08-20 14:50:47,3.0,248.79,3169.0,2933.0,7198.0,0.0,765.0,17.0
16,2023-08-18 16:00:00,2023-08-20 14:50:47,3.0,251.83,3290.0,2965.0,7203.0,0.0,848.0,16.0
17,2023-08-18 17:00:00,2023-08-20 14:50:47,3.0,263.95,3665.0,3231.0,7202.0,143.0,860.0,16.0
18,2023-08-18 18:00:00,2023-08-20 14:50:47,3.0,273.17,3903.0,3907.0,7209.0,389.0,759.0,15.0
19,2023-08-18 19:00:00,2023-08-20 14:50:47,3.0,275.92,4019.0,4415.0,7212.0,551.0,811.0,16.0
20,2023-08-18 20:00:00,2023-08-20 14:50:47,3.0,272.71,4023.0,4600.0,7216.0,812.0,819.0,16.0
21,2023-08-18 21:00:00,2023-08-20 14:50:47,3.0,270.45,4025.0,4882.0,7213.0,1169.0,718.0,15.0
22,2023-08-18 22:00:00,2023-08-20 14:50:47,3.0,272.15,4034.0,5167.0,7216.0,1310.0,580.0,15.0
23,2023-08-18 23:00:00,2023-08-20 14:50:47,3.0,273.96,4048.0,5225.0,7215.0,1519.0,296.0,15.0
