UTC time,biomass,hydro,coal,nat_gas,nuclear,unknown,wind,solar
2019-02-23 11:00:00+00:00,2119,400,0,8708,6429,71,6882,5510
2019-02-23 11:30:00+00:00,2041,399,0,7763,6438,71,6908,5910
2019-02-23 12:00:00+00:00,2028,392,0,7259,6436,71,6788,5960
2019-02-23 12:30:00+00:00,2075,395,0,6962,6426,70,6729,5850
2019-02-23 13:00:00+00:00,1994,331,0,6853,6438,69,6623,5390
2019-02-23 13:30:00+00:00,1995,317,0,6919,6433,67,6372,4890
2019-02-23 14:00:00+00:00,2045,317,0,7112,6440,67,6490,4220
2019-02-23 14:30:00+00:00,2149,317,0,7206,6430,67,6436,3370
2019-02-23 15:00:00+00:00,2184,347,0,8292,6435,68,6232,2460
2019-02-23 15:30:00+00:00,2183,348,0,9715,6439,71,6406,1670
2019-02-23 16:00:00+00:00,2159,393,125,11993,6443,71,6186,960
2019-02-23 16:30:00+00:00,2167,518,296,13905,6445,71,6032,373
2019-02-23 17:00:00+00:00,2182,712,446,15190,6442,73,5893,44
2019-02-23 17:30:00+00:00,2184,774,511,16269,6438,75,5556,4
2019-02-23 18:00:00+00:00,2165,787,506,17879,6432,73,5218,1
2019-02-23 18:30:00+00:00,2185,814,505,17867,6435,73,4823,1
2019-02-23 19:00:00+00:00,2181,806,508,18125,6430,71,4755,0
2019-02-23 19:30:00+00:00,2180,800,509,17602,6439,70,4457,0
2019-02-23 20:00:00+00:00,2188,755,507,16960,6431,68,4297,0
2019-02-23 20:30:00+00:00,2183,586,489,16107,6433,67,3839,0
2019-02-23 21:00:00+00:00,2177,591,9,15874,6424,68,3335,0
2019-02-23 21:30:00+00:00,2183,527,0,15009,6429,72,3192,0
2019-02-23 22:00:00+00:00,2188,391,0,14333,6429,72,2795,0
2019-02-23 22:30:00+00:00,2184,408,0,13820,6437,72,2358,0
2019-02-23 23:00:00+00:00,2158,406,0,13176,6432,72,1823,0
2019-02-23 23:30:00+00:00,2070,408,0,12666,6427,72,1813,0
2019-02-24 00:00:00+00:00,2011,390,0,12366,6442,72,1488,0
2019-02-24 00:30:00+00:00,2007,390,0,12698,6442,70,1441,0
2019-02-24 01:00:00+00:00,2038,274,0,12803,6433,71,1321,0
2019-02-24 01:30:00+00:00,1997,266,0,12489,6433,69,964,0
2019-02-24 02:00:00+00:00,2057,249,0,12217,6429,67,892,0
2019-02-24 02:30:00+00:00,2042,247,0,12247,6435,67,891,0
2019-02-24 03:00:00+00:00,2049,246,0,11912,6444,69,864,0
2019-02-24 03:30:00+00:00,2020,244,0,11592,6435,69,764,0
2019-02-24 04:00:00+00:00,2063,259,0,11377,6436,71,634,0
2019-02-24 04:30:00+00:00,2008,262,0,11761,6440,71,488,0
2019-02-24 05:00:00+00:00,1999,389,0,11828,6435,72,485,15
2019-02-24 05:30:00+00:00,1891,454,0,11834,6441,72,592,0
2019-02-24 06:00:00+00:00,1990,514,0,12261,6434,72,770,0
2019-02-24 06:30:00+00:00,1957,563,0,12850,6439,73,1040,0
2019-02-24 07:00:00+00:00,1546,576,0,13239,6454,73,1297,33
2019-02-24 07:30:00+00:00,1564,583,0,13684,6437,68,1334,426
2019-02-24 08:00:00+00:00,1554,649,0,13505,6440,67,1523,1160
2019-02-24 08:30:00+00:00,1563,753,0,13595,6440,68,1600,2000
2019-02-24 09:00:00+00:00,1561,767,0,14068,6431,69,1645,2850
2019-02-24 09:30:00+00:00,1538,767,0,14327,6436,69,1775,3680
2019-02-24 10:00:00+00:00,1549,569,0,14238,6439,71,1771,4450
2019-02-24 10:30:00+00:00,1564,549,0,13899,6440,72,1930,5230
2019-02-24 11:00:00+00:00,1567,471,0,13584,6434,72,2330,5820
2019-02-24 11:30:00+00:00,1550,467,0,12786,6441,72,2722,6230
2019-02-24 12:00:00+00:00,1562,423,0,12366,6435,72,2865,6370
2019-02-24 12:30:00+00:00,1553,352,0,12199,6433,71,3149,6360
2019-02-24 13:00:00+00:00,1554,343,0,11531,6441,71,3247,6120
2019-02-24 13:30:00+00:00,1561,339,0,11359,6422,69,3354,5550
2019-02-24 14:00:00+00:00,1555,365,0,11279,6435,67,3300,4990
2019-02-24 14:30:00+00:00,1554,369,0,11408,6430,67,3247,4300
2019-02-24 15:00:00+00:00,1564,381,0,12141,6423,69,3214,3430
2019-02-24 15:30:00+00:00,1562,381,35,13277,6422,69,3334,2490
2019-02-24 16:00:00+00:00,1562,386,156,14660,6426,69,3279,1570
2019-02-24 16:30:00+00:00,1563,478,255,16774,6444,71,3323,716
2019-02-24 17:00:00+00:00,1558,577,469,18242,6443,75,3684,118
2019-02-24 17:30:00+00:00,1536,575,507,18816,6432,77,3796,8
2019-02-24 18:00:00+00:00,1607,644,504,19151,6437,76,3612,8
2019-02-24 18:30:00+00:00,1759,575,503,19097,6445,77,3848,5
2019-02-24 19:00:00+00:00,1974,574,503,18982,6436,75,3911,5
2019-02-24 19:30:00+00:00,1980,518,504,18720,6440,73,3792,0
2019-02-24 20:00:00+00:00,1979,492,480,18182,6442,68,3703,0
2019-02-24 20:30:00+00:00,1976,481,8,17732,6441,67,3725,0
2019-02-24 21:00:00+00:00,1965,408,0,16614,6435,67,3805,0
2019-02-24 21:30:00+00:00,1986,365,0,14986,6432,68,3709,0
2019-02-24 22:00:00+00:00,1986,231,0,13799,6434,71,3439,0
2019-02-24 22:30:00+00:00,1982,272,0,12683,6433,70,3276,0
2019-02-24 23:00:00+00:00,1960,268,0,11555,6429,72,3266,0
2019-02-24 23:30:00+00:00,1877,268,0,11245,6437,72,3010,0
2019-02-25 00:00:00+00:00,1903,263,0,11056,6431,72,2970,0
2019-02-25 00:30:00+00:00,1911,260,0,11630,6432,72,2929,0
2019-02-25 01:00:00+00:00,1903,254,0,11619,6436,71,2611,0
2019-02-25 01:30:00+00:00,1864,219,0,11441,6429,70,2516,0
2019-02-25 02:00:00+00:00,1876,220,0,11406,6427,70,2205,0
2019-02-25 02:30:00+00:00,1907,217,0,11728,6425,67,2000,0
2019-02-25 03:00:00+00:00,1917,218,0,11560,6427,68,1915,0
2019-02-25 03:30:00+00:00,1981,216,0,11211,6431,67,1569,0
2019-02-25 04:00:00+00:00,1988,216,0,11423,6434,70,1600,0
2019-02-25 04:30:00+00:00,1988,217,0,11681,6426,71,1494,0
2019-02-25 05:00:00+00:00,1985,325,5,12044,6431,71,1309,15
2019-02-25 05:30:00+00:00,1981,342,95,13295,6435,71,1274,0
2019-02-25 06:00:00+00:00,1848,382,401,14651,6430,71,1272,0
2019-02-25 06:30:00+00:00,1807,429,701,17198,6426,71,1282,0
2019-02-25 07:00:00+00:00,1984,471,730,20323,6437,70,1511,103
2019-02-25 07:30:00+00:00,1948,575,856,21736,6432,69,1578,742
2019-02-25 08:00:00+00:00,1963,806,990,21784,6431,69,1703,1640
2019-02-25 08:30:00+00:00,1985,798,1032,21253,6430,70,1680,2510
2019-02-25 09:00:00+00:00,1980,632,1051,21313,6436,69,1750,2920
2019-02-25 09:30:00+00:00,1977,600,1079,20857,6429,71,1703,4200
2019-02-25 10:00:00+00:00,1981,548,1105,20142,6430,71,1546,5050
2019-02-25 10:30:00+00:00,2003,457,1105,19406,6430,68,1425,5660
2019-02-25 11:00:00+00:00,2056,431,1271,18364,6428,71,1335,6130
2019-02-25 11:30:00+00:00,2069,413,1497,17436,6426,74,1328,6590
2019-02-25 12:00:00+00:00,2068,387,1532,17144,6426,72,1282,6670
2019-02-25 12:30:00+00:00,2065,386,1551,16855,6434,71,1248,6630
2019-02-25 13:00:00+00:00,2066,385,1548,16432,6432,71,1172,6400
2019-02-25 13:30:00+00:00,2057,386,1552,16330,6434,71,1122,5990
2019-02-25 14:00:00+00:00,1974,388,1550,16428,6432,70,1183,5440
2019-02-25 14:30:00+00:00,1816,387,1550,16935,6377,69,1377,4750
2019-02-25 15:00:00+00:00,1837,393,1566,18252,6282,67,1507,3970
2019-02-25 15:30:00+00:00,1813,419,1552,19431,6278,67,1721,3000
2019-02-25 16:00:00+00:00,1822,482,1555,20599,6276,69,2011,2060
2019-02-25 16:30:00+00:00,1827,835,1553,21295,6277,72,2315,1100
2019-02-25 17:00:00+00:00,2038,926,1557,20896,6273,73,2689,248
2019-02-25 17:30:00+00:00,2030,926,1556,22115,6273,74,3047,8
2019-02-25 18:00:00+00:00,2044,922,1452,23085,6276,76,3096,5
2019-02-25 18:30:00+00:00,2064,919,1539,23152,6276,76,3300,2
2019-02-25 19:00:00+00:00,2068,917,1367,22338,6275,76,3398,1
2019-02-25 19:30:00+00:00,2051,714,1209,22151,6267,75,3262,0
2019-02-25 20:00:00+00:00,2060,648,446,22542,6277,74,3260,0
2019-02-25 20:30:00+00:00,2063,534,435,21519,6277,70,3084,0
2019-02-25 21:00:00+00:00,2067,416,444,19981,6276,69,2832,0
2019-02-25 21:30:00+00:00,2068,362,227,18462,6273,94,2927,0
2019-02-25 22:00:00+00:00,2049,295,0,16799,6287,67,3003,0
2019-02-25 22:30:00+00:00,2065,333,0,14938,6183,67,3190,0
2019-02-25 23:00:00+00:00,2014,298,0,13564,6189,67,3288,0
2019-02-25 23:30:00+00:00,1951,291,0,12582,6187,69,3166,0
2019-02-26 00:00:00+00:00,1968,285,0,12293,6180,71,3149,0
2019-02-26 00:30:00+00:00,1991,282,0,12859,6191,71,2689,0
2019-02-26 01:00:00+00:00,2014,250,0,13184,6188,71,2728,0
2019-02-26 01:30:00+00:00,2016,235,0,12769,6186,70,2487,0
2019-02-26 02:00:00+00:00,2057,221,0,12854,6181,71,2459,0
2019-02-26 02:30:00+00:00,2084,222,0,12803,6180,69,2521,0
2019-02-26 03:00:00+00:00,2084,221,0,12862,6184,68,2561,0
2019-02-26 03:30:00+00:00,2156,219,0,12394,6179,68,2435,0
2019-02-26 04:00:00+00:00,2373,219,0,12123,6180,67,2438,0
2019-02-26 04:30:00+00:00,2530,219,0,12031,6178,68,2248,0
2019-02-26 05:00:00+00:00,2475,310,7,11801,6174,67,1940,15
2019-02-26 05:30:00+00:00,2489,325,110,12792,6175,67,1815,0
2019-02-26 06:00:00+00:00,2523,408,407,14491,6176,70,1884,0
2019-02-26 06:30:00+00:00,2469,448,1167,17174,6184,68,1801,0
2019-02-26 07:00:00+00:00,2671,569,1503,19613,6172,69,1815,107
2019-02-26 07:30:00+00:00,2724,687,1641,21217,6175,69,1571,768
2019-02-26 08:00:00+00:00,2724,650,1654,21729,6179,69,1455,1700
2019-02-26 08:30:00+00:00,2679,570,1617,21403,6178,69,1428,2660
2019-02-26 09:00:00+00:00,2683,562,1582,20838,6178,72,1282,3550
2019-02-26 09:30:00+00:00,2732,610,1563,20273,6176,72,1149,4410
2019-02-26 10:00:00+00:00,2747,410,1563,19349,6173,71,1124,5230
2019-02-26 10:30:00+00:00,2757,392,1592,18442,6167,71,1146,5880
2019-02-26 11:00:00+00:00,2764,358,1589,17906,6178,71,987,6380
2019-02-26 11:30:00+00:00,2707,350,1567,17730,6138,68,950,6720
2019-02-26 12:00:00+00:00,2722,329,1518,17698,6004,68,859,6800
2019-02-26 12:30:00+00:00,2767,323,1549,17448,5982,71,792,6740
2019-02-26 13:00:00+00:00,2762,341,1539,17210,5964,71,798,6540
2019-02-26 13:30:00+00:00,2715,342,1516,17308,5984,70,783,6130
2019-02-26 14:00:00+00:00,2717,342,1532,17213,5981,70,804,5580
2019-02-26 14:30:00+00:00,2709,349,1526,17542,5983,68,866,4920
2019-02-26 15:00:00+00:00,2715,366,1592,18715,5977,72,898,4120
2019-02-26 15:30:00+00:00,2685,402,1572,19711,5988,68,862,3150
2019-02-26 16:00:00+00:00,2711,530,1523,20691,5979,72,923,2170
2019-02-26 16:30:00+00:00,2651,591,1763,21155,6067,72,986,1180
2019-02-26 17:00:00+00:00,2666,774,1781,22182,6202,71,1133,307
2019-02-26 17:30:00+00:00,2702,843,1816,22524,6216,73,1278,14
2019-02-26 18:00:00+00:00,2749,929,1898,23031,6209,74,1568,4
2019-02-26 18:30:00+00:00,2724,920,2123,23219,6213,75,1974,3
2019-02-26 19:00:00+00:00,2748,906,1881,23046,6218,73,2354,2
2019-02-26 19:30:00+00:00,2750,923,1810,22442,6217,73,2632,0
2019-02-26 20:00:00+00:00,2776,761,1580,22180,6218,86,2544,0
2019-02-26 20:30:00+00:00,2703,565,1010,21979,6219,70,2564,0
2019-02-26 21:00:00+00:00,2691,481,976,20390,6214,70,2476,0
2019-02-26 21:30:00+00:00,2712,441,594,18456,6222,71,2529,0
2019-02-26 22:00:00+00:00,2740,327,382,16978,6214,68,2503,0
2019-02-26 22:30:00+00:00,2672,302,332,15587,6219,67,2561,0
2019-02-26 23:00:00+00:00,2730,303,4,13851,6225,67,2385,0
2019-02-26 23:30:00+00:00,2734,304,0,12622,6216,87,2358,0
2019-02-27 00:00:00+00:00,2730,306,0,12533,6109,67,2217,0
2019-02-27 00:30:00+00:00,2709,295,0,13271,5990,68,2011,0
2019-02-27 01:00:00+00:00,2724,264,0,13898,5978,69,1896,0
2019-02-27 01:30:00+00:00,2662,248,0,13668,5992,69,1804,0
2019-02-27 02:00:00+00:00,2683,262,0,13136,5977,70,1507,0
2019-02-27 02:30:00+00:00,2709,254,0,13359,5969,69,1269,0
2019-02-27 03:00:00+00:00,2714,248,0,13453,5985,69,1290,0
2019-02-27 03:30:00+00:00,2709,245,0,12864,5985,69,1094,0
2019-02-27 04:00:00+00:00,2714,246,0,13076,6095,69,954,0
2019-02-27 04:30:00+00:00,2712,249,0,13331,6210,69,947,0
2019-02-27 05:00:00+00:00,2718,296,113,14421,6208,69,1024,17
2019-02-27 05:30:00+00:00,2684,314,313,14580,6219,67,1078,0
2019-02-27 06:00:00+00:00,2675,431,731,15565,6217,68,1084,0
2019-02-27 06:30:00+00:00,2708,459,1148,17494,6217,67,1021,1
2019-02-27 07:00:00+00:00,2674,640,1390,19217,6225,67,985,124
2019-02-27 07:30:00+00:00,2758,726,1510,20630,6220,81,936,766
2019-02-27 08:00:00+00:00,2762,661,1459,20828,6225,82,943,1650
2019-02-27 08:30:00+00:00,2828,622,1469,20444,6227,76,868,2610
2019-02-27 09:00:00+00:00,2765,589,1439,20906,6218,72,843,3440
2019-02-27 09:30:00+00:00,2769,512,1442,20782,6211,72,852,4360
2019-02-27 10:00:00+00:00,2775,431,1442,19744,6210,72,855,5150
2019-02-27 10:30:00+00:00,2760,413,1422,18993,6211,71,951,5830
2019-02-27 11:00:00+00:00,2749,425,1412,18196,6215,111,1026,6300
2019-02-27 11:30:00+00:00,2714,425,1410,17559,6214,67,1051,6680
2019-02-27 12:00:00+00:00,2728,389,1406,17136,6203,92,1084,6970
2019-02-27 12:30:00+00:00,2729,391,1416,16779,6214,68,1088,6650
2019-02-27 13:00:00+00:00,2736,384,1416,16693,6209,67,965,6420
2019-02-27 13:30:00+00:00,2763,375,1413,16484,6207,68,934,6050
2019-02-27 14:00:00+00:00,2769,375,1428,16514,6213,69,1052,5490
2019-02-27 14:30:00+00:00,2769,376,1518,16759,6207,69,1112,4770
2019-02-27 15:00:00+00:00,2767,438,1511,17562,6206,70,1205,3910
2019-02-27 15:30:00+00:00,2756,497,1514,18672,6200,109,1157,2980
2019-02-27 16:00:00+00:00,2739,542,1507,20386,6210,75,1224,2010
2019-02-27 16:30:00+00:00,2825,601,1515,21908,6201,73,1176,1070
2019-02-27 17:00:00+00:00,2826,887,1511,22625,6165,73,1087,286
2019-02-27 17:30:00+00:00,2800,928,1501,23765,6017,71,983,14
2019-02-27 18:00:00+00:00,2741,937,1411,24502,5988,71,876,6
2019-02-27 18:30:00+00:00,2754,935,1413,24996,5978,72,799,3
2019-02-27 19:00:00+00:00,2737,933,1412,24724,5989,76,772,3
2019-02-27 19:30:00+00:00,2726,926,1262,24798,5990,71,832,0
2019-02-27 20:00:00+00:00,2755,732,1279,24098,5988,70,802,0
2019-02-27 20:30:00+00:00,2763,636,1106,23513,5989,68,749,0
2019-02-27 21:00:00+00:00,2653,498,999,22877,5985,68,716,0
2019-02-27 21:30:00+00:00,2549,394,510,21408,5984,71,659,0
2019-02-27 22:00:00+00:00,2534,348,509,19993,5988,69,556,0
2019-02-27 22:30:00+00:00,2137,354,480,18549,5982,68,596,0
2019-02-27 23:00:00+00:00,1850,331,3,17422,5991,67,584,0
2019-02-27 23:30:00+00:00,1845,318,0,16172,5988,67,617,0
2019-02-28 00:00:00+00:00,1840,320,0,15905,6093,66,690,0
2019-02-28 00:30:00+00:00,1838,317,0,15581,6207,67,710,0
2019-02-28 01:00:00+00:00,1842,271,0,15357,6214,67,727,0
2019-02-28 01:30:00+00:00,1847,268,0,15790,6221,68,841,0
2019-02-28 02:00:00+00:00,1840,269,0,15222,6222,67,963,0
2019-02-28 02:30:00+00:00,1856,267,0,14629,6214,68,887,0
2019-02-28 03:00:00+00:00,1869,267,0,14046,6224,68,846,0
2019-02-28 03:30:00+00:00,1878,267,0,13925,6208,73,1143,0
2019-02-28 04:00:00+00:00,1875,267,0,13391,6222,71,1208,0
2019-02-28 04:30:00+00:00,1873,267,0,13500,6224,68,1189,0
2019-02-28 05:00:00+00:00,1887,298,122,14066,6216,68,1235,0
2019-02-28 05:30:00+00:00,2078,297,310,14182,6214,68,1481,0
2019-02-28 06:00:00+00:00,2072,387,739,14871,6218,67,1682,0
2019-02-28 06:30:00+00:00,2062,411,1066,16882,6216,67,1534,0
2019-02-28 07:00:00+00:00,2117,557,1311,19970,6222,67,1727,32
2019-02-28 07:30:00+00:00,2105,578,1408,21799,6209,67,2024,201
2019-02-28 08:00:00+00:00,2086,592,1427,22426,6216,67,2191,447
2019-02-28 08:30:00+00:00,2088,591,1421,22573,6218,64,2181,673
2019-02-28 09:00:00+00:00,2106,617,1347,22894,6216,73,2172,811
2019-02-28 09:30:00+00:00,2109,618,1500,22712,6220,72,2094,1080
2019-02-28 10:00:00+00:00,2102,475,1521,22833,6216,109,2135,1330
2019-02-28 10:30:00+00:00,2096,537,1516,22578,6218,75,2382,1490
2019-02-28 11:00:00+00:00,2015,488,1519,22583,6216,72,2369,1610
2019-02-28 11:30:00+00:00,2007,615,1512,22265,6217,68,2391,1770
2019-02-28 12:00:00+00:00,2012,562,1455,22690,6217,68,2304,1710
2019-02-28 12:30:00+00:00,2169,367,1459,22658,6214,70,2375,1830
2019-02-28 13:00:00+00:00,2166,369,1453,22441,6217,68,2637,1820
2019-02-28 13:30:00+00:00,2135,368,1490,21915,6235,67,2644,1880
2019-02-28 14:00:00+00:00,2125,371,1513,21839,6227,67,2511,1900
2019-02-28 14:30:00+00:00,2139,371,1524,21651,6223,67,2661,1740
2019-02-28 15:00:00+00:00,2128,421,1518,22131,6228,67,2571,1440
2019-02-28 15:30:00+00:00,2153,461,1535,22407,6220,68,2476,1020
2019-02-28 16:00:00+00:00,2149,540,1574,22998,6220,82,2278,617
2019-02-28 16:30:00+00:00,2142,683,1719,23542,6220,72,2219,288
2019-02-28 17:00:00+00:00,2159,733,1738,23830,6220,76,2185,64
2019-02-28 17:30:00+00:00,2150,849,1748,23966,6219,74,2300,4
2019-02-28 18:00:00+00:00,2141,937,1744,23970,6222,114,2366,0
2019-02-28 18:30:00+00:00,2136,942,1748,24158,6227,74,2278,0
2019-02-28 19:00:00+00:00,2130,854,1747,24138,6224,71,2186,0
2019-02-28 19:30:00+00:00,2124,841,1591,24405,6227,70,2120,0
2019-02-28 20:00:00+00:00,2123,801,1369,24337,6219,69,2310,0
2019-02-28 20:30:00+00:00,2092,597,1242,23333,6231,68,2305,0
2019-02-28 21:00:00+00:00,2113,487,1251,21672,6216,68,2120,0
2019-02-28 21:30:00+00:00,2113,453,1245,19766,6221,69,1736,0
2019-02-28 22:00:00+00:00,2113,347,733,18928,6219,72,1668,0
2019-02-28 22:30:00+00:00,2133,416,241,17406,6223,69,1913,0
2019-02-28 23:00:00+00:00,2132,409,0,15949,6217,72,2034,0
2019-02-28 23:30:00+00:00,2035,409,0,14259,6219,70,2007,0
2019-03-01 00:00:00+00:00,2037,404,0,13414,6224,68,1972,0
2019-03-01 00:30:00+00:00,2048,342,0,13551,6218,68,1943,0
2019-03-01 01:00:00+00:00,2129,330,0,13546,6229,68,1849,0
2019-03-01 01:30:00+00:00,2162,323,0,13579,6220,68,2020,0
2019-03-01 02:00:00+00:00,2071,306,0,12999,6226,68,1956,0
2019-03-01 02:30:00+00:00,2041,301,0,12945,6225,68,1941,0
2019-03-01 03:00:00+00:00,2073,300,0,12612,6227,69,1812,0
2019-03-01 03:30:00+00:00,2065,298,0,12800,6233,70,1841,0
2019-03-01 04:00:00+00:00,2079,299,0,12163,6227,71,1652,0
2019-03-01 04:30:00+00:00,2078,299,0,12721,6226,70,1600,0
2019-03-01 05:00:00+00:00,2126,335,86,12948,6224,71,1635,0
2019-03-01 05:30:00+00:00,2124,336,306,13549,6224,72,1395,0
2019-03-01 06:00:00+00:00,2101,414,601,14874,6226,68,1275,0
2019-03-01 06:30:00+00:00,2126,412,799,17293,6217,69,1247,0
2019-03-01 07:00:00+00:00,2061,516,1009,20236,6219,69,1094,19
2019-03-01 07:30:00+00:00,2166,510,1261,22296,6212,69,846,163
2019-03-01 08:00:00+00:00,2166,660,1313,23510,6217,68,828,361
2019-03-01 08:30:00+00:00,2107,768,1439,23373,6224,68,882,608
2019-03-01 09:00:00+00:00,2158,774,1510,23510,6203,73,882,888
2019-03-01 09:30:00+00:00,2150,795,1507,23529,6227,72,954,1200
2019-03-01 10:00:00+00:00,2152,728,1456,23492,6231,73,809,1350
2019-03-01 10:30:00+00:00,2134,824,1457,23531,6225,73,786,1500
2019-03-01 11:00:00+00:00,2125,890,1461,23361,6226,72,655,1630
2019-03-01 11:30:00+00:00,2121,835,1432,23014,6233,68,728,1710
2019-03-01 12:00:00+00:00,2139,660,1360,23363,6234,68,798,1780
2019-03-01 12:30:00+00:00,2128,637,1357,23188,6221,72,911,1930
2019-03-01 13:00:00+00:00,2136,615,1330,22957,6232,68,1035,1900
2019-03-01 13:30:00+00:00,2156,531,1265,22681,6218,71,1066,1420
2019-03-01 14:00:00+00:00,2133,436,1265,22951,6225,68,1171,1570
2019-03-01 14:30:00+00:00,2146,434,1245,22942,6140,69,1371,1550
2019-03-01 15:00:00+00:00,2143,447,1241,22834,6007,69,1652,1260
2019-03-01 15:30:00+00:00,2144,473,1248,22762,5995,67,1912,952
2019-03-01 16:00:00+00:00,2146,531,1248,22625,5994,68,2085,616
2019-03-01 16:30:00+00:00,2143,550,1252,22822,5991,69,2473,297
2019-03-01 17:00:00+00:00,2143,797,1348,23028,6003,72,2784,77
2019-03-01 17:30:00+00:00,2051,821,1280,23168,5996,77,2915,5
2019-03-01 18:00:00+00:00,2143,819,1014,23332,5993,74,2879,1
2019-03-01 18:30:00+00:00,2144,818,1015,23352,6002,73,3045,0
2019-03-01 19:00:00+00:00,2143,773,1009,23040,6070,72,3292,1
2019-03-01 19:30:00+00:00,2145,592,1008,21955,6191,71,3260,1
2019-03-01 20:00:00+00:00,2080,478,1009,21231,6218,71,3448,0
2019-03-01 20:30:00+00:00,1886,459,1006,20236,6212,68,3353,0
2019-03-01 21:00:00+00:00,1576,382,510,19444,6098,72,3493,0
2019-03-01 21:30:00+00:00,1594,344,507,17093,6035,70,3558,0
2019-03-01 22:00:00+00:00,1594,390,506,15668,5869,68,3859,0
2019-03-01 22:30:00+00:00,1358,397,477,14371,5852,68,4012,0
2019-03-01 23:00:00+00:00,838,310,4,14007,5850,71,4640,0
2019-03-01 23:30:00+00:00,835,308,0,12478,5855,68,4744,0
2019-03-02 00:00:00+00:00,849,272,0,12042,5871,68,5103,0
2019-03-02 00:30:00+00:00,834,270,0,11564,6012,68,4966,0
2019-03-02 01:00:00+00:00,846,250,0,11528,6003,71,4786,0
2019-03-02 01:30:00+00:00,856,248,0,10781,6006,68,4781,0
2019-03-02 02:00:00+00:00,844,247,0,10604,5906,69,4695,0
2019-03-02 02:30:00+00:00,846,242,0,10745,5876,68,4351,0
2019-03-02 03:00:00+00:00,841,224,0,10288,5872,69,4169,0
2019-03-02 03:30:00+00:00,838,223,0,10033,5873,68,4461,0
2019-03-02 04:00:00+00:00,847,223,0,9126,5914,69,4342,0
2019-03-02 04:30:00+00:00,834,224,0,9330,6037,74,4139,0
2019-03-02 05:00:00+00:00,831,288,0,9551,6070,70,4323,0
2019-03-02 05:30:00+00:00,853,288,0,9774,5926,70,3948,0
2019-03-02 06:00:00+00:00,846,301,0,10388,5860,70,3626,0
2019-03-02 06:30:00+00:00,832,328,0,11720,5849,71,3693,0
2019-03-02 07:00:00+00:00,820,520,0,12042,5860,69,3712,17
2019-03-02 07:30:00+00:00,951,653,0,12671,5849,69,3838,218
2019-03-02 08:00:00+00:00,907,811,0,12953,5847,69,3823,556
2019-03-02 08:30:00+00:00,934,868,0,13343,5856,67,3854,978
2019-03-02 09:00:00+00:00,1061,890,0,13568,5891,68,4497,1440
2019-03-02 09:30:00+00:00,782,864,0,13086,5866,48,5481,1870
2019-03-02 10:00:00+00:00,747,807,0,12063,5871,46,6150,2680
2019-03-02 10:30:00+00:00,432,794,0,12230,5882,46,6938,3120
2019-03-02 11:00:00+00:00,438,504,0,11905,5879,46,7932,3530
2019-03-02 11:30:00+00:00,430,483,0,10718,5888,46,8368,3980
2019-03-02 12:00:00+00:00,438,452,0,10087,5889,45,9147,3900
2019-03-02 12:30:00+00:00,435,424,0,9057,5886,62,9625,3470
2019-03-02 13:00:00+00:00,433,320,0,8421,5889,69,9868,3000
2019-03-02 13:30:00+00:00,435,298,0,8319,6001,69,9663,2560
2019-03-02 14:00:00+00:00,434,297,0,8722,6006,67,10060,2100
2019-03-02 14:30:00+00:00,431,298,0,8612,6008,67,10216,1550
2019-03-02 15:00:00+00:00,428,334,0,8542,6003,60,10385,997
2019-03-02 15:30:00+00:00,431,336,0,8699,5932,61,10684,645
2019-03-02 16:00:00+00:00,431,336,103,8665,5772,62,10905,338
2019-03-02 16:30:00+00:00,432,336,305,9311,5643,62,10841,200
2019-03-02 17:00:00+00:00,433,585,502,10032,5619,80,10811,51
2019-03-02 17:30:00+00:00,632,577,510,11074,5623,75,10637,5
2019-03-02 18:00:00+00:00,500,641,502,11871,5740,75,10875,2
2019-03-02 18:30:00+00:00,432,438,506,11423,5840,76,10920,2
2019-03-02 19:00:00+00:00,433,419,502,10826,5856,72,11118,0
2019-03-02 19:30:00+00:00,433,395,504,9966,5857,70,11098,1
2019-03-02 20:00:00+00:00,433,384,508,9174,6013,68,10933,2
2019-03-02 20:30:00+00:00,432,354,477,8070,6066,68,10844,0
2019-03-02 21:00:00+00:00,429,303,2,7600,6068,67,10649,0
2019-03-02 21:30:00+00:00,428,301,0,6521,6070,67,10456,0
2019-03-02 22:00:00+00:00,428,291,0,5959,6084,67,10332,0
2019-03-02 22:30:00+00:00,506,307,0,5038,6075,67,10097,0
2019-03-02 23:00:00+00:00,729,279,0,4317,5947,67,10175,0
2019-03-02 23:30:00+00:00,758,275,0,3869,5866,68,9819,0
2019-03-03 00:00:00+00:00,738,273,0,3785,5856,69,9745,0
2019-03-03 00:30:00+00:00,745,274,0,4060,5852,69,10022,0
2019-03-03 01:00:00+00:00,752,275,0,4170,5953,67,9966,0
2019-03-03 01:30:00+00:00,729,258,0,4067,5987,68,9906,0
2019-03-03 02:00:00+00:00,732,259,0,3997,5991,68,9854,0
2019-03-03 02:30:00+00:00,729,261,0,3903,6000,67,9799,0
2019-03-03 03:00:00+00:00,741,262,0,3845,5897,67,9705,0
2019-03-03 03:30:00+00:00,745,263,0,4043,5729,68,9680,0
2019-03-03 04:00:00+00:00,746,266,0,4042,5645,68,9494,0
2019-03-03 04:30:00+00:00,751,266,0,4226,5644,68,9323,0
2019-03-03 05:00:00+00:00,766,282,0,4154,5647,69,9367,0
