datetime,wind_actual,avg_wind_production_forecast
2020-01-01T00:00:00.000000000,9973.0,12329.193
2020-01-01T01:00:00.000000000,9960.0,11833.197
2020-01-01T02:00:00.000000000,9460.0,11218.421
2020-01-01T03:00:00.000000000,8922.0,12091.92
2020-01-01T04:00:00.000000000,9074.0,11925.432
2020-01-01T05:00:00.000000000,9872.0,11793.831
2020-01-01T06:00:00.000000000,9786.0,12302.996
2020-01-01T07:00:00.000000000,9233.0,12308.488
2020-01-01T08:00:00.000000000,8661.0,12752.959
2020-01-01T09:00:00.000000000,8124.0,12592.449
2020-01-01T10:00:00.000000000,8339.0,12797.539
2020-01-01T11:00:00.000000000,9568.0,13359.276
2020-01-01T12:00:00.000000000,9918.0,13751.892
2020-01-01T13:00:00.000000000,10168.0,14387.723
2020-01-01T14:00:00.000000000,11555.0,14285.741
2020-01-01T15:00:00.000000000,12425.0,14576.68
2020-01-01T16:00:00.000000000,13652.0,14477.992
2020-01-01T17:00:00.000000000,14190.0,15328.926
2020-01-01T18:00:00.000000000,14676.0,15900.043
2020-01-01T19:00:00.000000000,15789.0,16304.44
2020-01-01T20:00:00.000000000,15871.0,16621.955
2020-01-01T21:00:00.000000000,16183.0,16938.727
2020-01-01T22:00:00.000000000,15799.0,17596.357
2020-01-01T23:00:00.000000000,15941.0,18111.244
2020-01-02T00:00:00.000000000,15974.0,18247.586
2020-01-02T01:00:00.000000000,16211.0,18043.75
2020-01-02T02:00:00.000000000,16392.0,17346.719
2020-01-02T03:00:00.000000000,16828.0,18894.754
2020-01-02T04:00:00.000000000,17223.0,18882.146
2020-01-02T05:00:00.000000000,17646.0,19077.402
2020-01-02T06:00:00.000000000,18346.0,20264.71
2020-01-02T07:00:00.000000000,19670.0,20548.691
2020-01-02T08:00:00.000000000,20677.0,21184.75
2020-01-02T09:00:00.000000000,21835.0,21171.725
2020-01-02T10:00:00.000000000,23371.0,20772.014
2020-01-02T11:00:00.000000000,24306.0,21995.662
2020-01-02T12:00:00.000000000,25149.0,22266.342
2020-01-02T13:00:00.000000000,25512.0,22746.22
2020-01-02T14:00:00.000000000,25807.0,22743.188
2020-01-02T15:00:00.000000000,25787.0,22377.99
2020-01-02T16:00:00.000000000,25997.0,21879.182
2020-01-02T17:00:00.000000000,26372.0,22056.521
