,UTC time,carbon_intensity,biomass,hydro,coal,nat_gas,nuclear,unknown,wind,solar,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean
4970,2019-07-27 02:00:00,304.05,4433,408,0,22388,9960,198,3037,0,5.43002027751065,288.088482985727,286.385269985347,0,0.409409879856956
4971,2019-07-27 03:00:00,292.81,4410,388,0,21367,9994,203,3933,0,5.43002027751065,288.088482985727,286.385269985347,0,0.409409879856956
4972,2019-07-27 04:00:00,281.19,4448,405,0,20374,9966,200,4898,0,5.74235583958641,288.2127168421,286.445561385494,14.2600214319641,1.08505753758543
4973,2019-07-27 05:00:00,271.56,4480,441,0,19274,9966,198,5384,45,5.74235583958641,288.2127168421,286.445561385494,14.2600214319641,1.08505753758543
4974,2019-07-27 06:00:00,281.25,4494,542,0,21452,9955,201,5234,414,5.74235583958641,288.2127168421,286.445561385494,14.2600214319641,1.08505753758543
4975,2019-07-27 07:00:00,298.21,4459,653,0,25941,9910,209,4954,1251,5.8090084283701,289.185091493263,286.783652568687,275.449841297373,0.461937867130787
4976,2019-07-27 08:00:00,297.81,4478,844,0,27920,9529,205,5772,2116,5.8090084283701,289.185091493263,286.783652568687,275.449841297373,0.461937867130787
4977,2019-07-27 09:00:00,293.6,4255,966,0,28713,9480,235,5835,3560,5.8090084283701,289.185091493263,286.783652568687,275.449841297373,0.461937867130787
4978,2019-07-27 10:00:00,293.03,4210,1007,0,29742,9515,231,5343,4980,5.74002034283221,289.853867791921,286.968949596159,408.949596076472,0.869209326989155
4979,2019-07-27 11:00:00,287.12,4361,918,0,28936,9796,209,4722,6060,5.74002034283221,289.853867791921,286.968949596159,408.949596076472,0.869209326989155
4980,2019-07-27 12:00:00,286.97,4502,616,0,28481,9971,214,4403,6180,5.74002034283221,289.853867791921,286.968949596159,408.949596076472,0.869209326989155
4981,2019-07-27 13:00:00,289.88,3985,467,0,28462,9969,207,4401,5800,5.59924856594138,290.104065742668,287.0459894481,577.135489811501,0.464182234080233
4982,2019-07-27 14:00:00,278.09,4237,506,0,26422,9964,214,5261,5580,5.59924856594138,290.104065742668,287.0459894481,577.135489811501,0.464182234080233
4983,2019-07-27 15:00:00,271.26,4473,635,0,25658,9959,207,6395,4920,5.59924856594138,290.104065742668,287.0459894481,577.135489811501,0.464182234080233
4984,2019-07-27 16:00:00,277.54,4530,887,0,26980,9947,212,6765,4030,5.33176656584237,289.727335793142,287.022290966644,462.985316318636,0.990475344803703
4985,2019-07-27 17:00:00,281.28,4535,1088,0,27261,9926,242,7098,2910,5.33176656584237,289.727335793142,287.022290966644,462.985316318636,0.990475344803703
4986,2019-07-27 18:00:00,286.24,4574,1133,0,27028,9930,262,7087,1607,5.33176656584237,289.727335793142,287.022290966644,462.985316318636,0.990475344803703
4987,2019-07-27 19:00:00,288.19,4543,1073,0,27003,9931,198,7619,529,4.56317972187916,288.686305588788,286.616461976832,55.0415892594323,0.451693890781612
4988,2019-07-27 20:00:00,290.12,4273,997,0,26444,9846,196,7517,29,4.56317972187916,288.686305588788,286.616461976832,55.0415892594323,0.451693890781612
4989,2019-07-27 21:00:00,291.32,3880,809,0,26697,9487,197,8133,3,4.56317972187916,288.686305588788,286.616461976832,55.0415892594323,0.451693890781612
4990,2019-07-27 22:00:00,273.94,3566,657,0,22693,9495,209,8305,1,4.01620758838995,288.174666954081,286.307210926871,27.6150850093954,0.933112540636579
4991,2019-07-27 23:00:00,277.25,3374,561,0,17957,9509,201,4060,2,4.01620758838995,288.174666954081,286.307210926871,27.6150850093954,0.933112540636579
4992,2019-07-28 00:00:00,209.43,3353,523,0,13383,9285,198,10033,0,4.01620758838995,288.174666954081,286.307210926871,27.6150850093954,0.933112540636579
4993,2019-07-28 01:00:00,193.34,3370,504,0,12022,9809,197,10561,0,3.49167593395392,288.042836843959,286.271406222755,0,0.384770639058535
4994,2019-07-28 02:00:00,188.59,3383,491,0,11348,9941,196,10274,0,3.49167593395392,288.042836843959,286.271406222755,0,0.384770639058535
4995,2019-07-28 03:00:00,185.14,3389,504,0,11139,9963,196,10580,0,3.49167593395392,288.042836843959,286.271406222755,0,0.384770639058535
4996,2019-07-28 04:00:00,182.04,3362,504,0,11044,9964,198,11054,1,3.76186516875559,288.245386841727,286.443493378639,12.0568924568615,0.75372181716751
4997,2019-07-28 05:00:00,182.02,3317,502,0,10932,9962,201,10738,150,3.76186516875559,288.245386841727,286.443493378639,12.0568924568615,0.75372181716751
4998,2019-07-28 06:00:00,187.15,3327,530,0,11747,9998,202,10416,925,3.76186516875559,288.245386841727,286.443493378639,12.0568924568615,0.75372181716751
4999,2019-07-28 07:00:00,200.53,3308,568,0,13796,10155,256,9822,2203,4.32507477858163,289.455718742284,286.735493313816,252.011805329749,0.294459547592051
5000,2019-07-28 08:00:00,217.4,3258,644,0,17171,10196,148,9357,3730,4.32507477858163,289.455718742284,286.735493313816,252.011805329749,0.294459547592051
5001,2019-07-28 09:00:00,228.03,3247,792,0,19956,10289,183,8941,5440,4.32507477858163,289.455718742284,286.735493313816,252.011805329749,0.294459547592051
5002,2019-07-28 10:00:00,231.99,3201,848,0,21762,10318,154,9001,6660,4.64501197352506,290.272604080347,286.936971979898,381.362281330522,0.665814853652283
5003,2019-07-28 11:00:00,237.98,3267,809,0,23045,10336,154,8433,7410,4.64501197352506,290.272604080347,286.936971979898,381.362281330522,0.665814853652283
5004,2019-07-28 12:00:00,236.3,3288,723,0,23227,10350,157,8489,8140,4.64501197352506,290.272604080347,286.936971979898,381.362281330522,0.665814853652283
5005,2019-07-28 13:00:00,228.31,3269,554,0,21904,10342,153,9238,7920,4.8627066036408,290.641784296935,287.124100026365,550.022199648281,0.438092906105494
5006,2019-07-28 14:00:00,232.46,3219,532,0,21507,10345,152,8089,7570,4.8627066036408,290.641784296935,287.124100026365,550.022199648281,0.438092906105494
5007,2019-07-28 15:00:00,248.04,3336,663,0,23266,10356,152,7227,6560,4.8627066036408,290.641784296935,287.124100026365,550.022199648281,0.438092906105494
5008,2019-07-28 16:00:00,260.86,3769,909,0,24994,10357,247,6953,5510,4.68597217280983,290.308635087224,287.38992125912,447.708658993415,0.956129327164586
5009,2019-07-28 17:00:00,285.65,3302,1119,0,27908,10328,159,5544,3920,4.68597217280983,290.308635087224,287.38992125912,447.708658993415,0.956129327164586
5010,2019-07-28 18:00:00,302.44,3301,1228,0,28772,10337,165,4587,2105,4.68597217280983,290.308635087224,287.38992125912,447.708658993415,0.956129327164586
5011,2019-07-28 19:00:00,315.93,3736,1106,0,29463,10341,147,4019,637,4.86768451152688,289.026180326927,286.807829079344,59.2525672509454,0.460488875779927
5012,2019-07-28 20:00:00,321.3,4355,885,0,29995,10334,145,4026,32,4.86768451152688,289.026180326927,286.807829079344,59.2525672509454,0.460488875779927
5013,2019-07-28 21:00:00,314.2,4490,688,0,28516,10320,156,4538,4,4.86768451152688,289.026180326927,286.807829079344,59.2525672509454,0.460488875779927
5014,2019-07-28 22:00:00,299.72,4490,496,0,24921,10337,144,4763,2,5.14673073588835,288.655196032586,286.587295391269,29.6289231127877,0.838608115930168
5015,2019-07-28 23:00:00,289.45,4461,447,0,19299,10335,147,2438,2,5.14673073588835,288.655196032586,286.587295391269,29.6289231127877,0.838608115930168
5016,2019-07-29 00:00:00,264.85,4523,432,0,17461,10349,148,4401,0,5.14673073588835,288.655196032586,286.587295391269,29.6289231127877,0.838608115930168
5017,2019-07-29 01:00:00,272.27,4518,391,0,18129,10351,147,3934,0,5.1391624568945,288.378017678614,286.632870135903,0,0.469460313583281
5018,2019-07-29 02:00:00,267.43,4514,350,0,17730,10352,146,4331,1,5.1391624568945,288.378017678614,286.632870135903,0,0.469460313583281
5019,2019-07-29 03:00:00,259.41,4517,336,0,17163,10352,145,5024,1,5.1391624568945,288.378017678614,286.632870135903,0,0.469460313583281
5020,2019-07-29 04:00:00,253.12,4500,351,0,16641,10358,145,5470,2,5.45224705628273,288.572197591014,286.842957187566,12.8509873799852,0.955080704812177
5021,2019-07-29 05:00:00,258.07,4502,402,0,17736,10365,148,5522,205,5.45224705628273,288.572197591014,286.842957187566,12.8509873799852,0.955080704812177
5022,2019-07-29 06:00:00,284.66,4510,452,0,24427,10362,163,5608,1498,5.45224705628273,288.572197591014,286.842957187566,12.8509873799852,0.955080704812177
5023,2019-07-29 07:00:00,306.5,4515,695,0,32724,10374,154,4947,3850,5.97368845242464,289.544842452881,287.208593758129,241.693328484498,0.514966832826775
5024,2019-07-29 08:00:00,303.71,4562,871,0,34903,10351,204,4307,6660,5.97368845242464,289.544842452881,287.208593758129,241.693328484498,0.514966832826775
5025,2019-07-29 09:00:00,292.77,4552,814,0,34659,10360,164,4030,9500,5.97368845242464,289.544842452881,287.208593758129,241.693328484498,0.514966832826775
5026,2019-07-29 10:00:00,280.37,4485,639,0,33436,10404,157,4054,11900,6.56375307263759,290.109947287049,287.356085333409,356.705745628037,1.3710609476403
5027,2019-07-29 11:00:00,276.74,4562,677,0,33165,10433,158,3543,13170,6.56375307263759,290.109947287049,287.356085333409,356.705745628037,1.3710609476403
5028,2019-07-29 12:00:00,275.89,4612,619,0,33237,10445,166,3309,13800,6.56375307263759,290.109947287049,287.356085333409,356.705745628037,1.3710609476403
5029,2019-07-29 13:00:00,279.05,4547,458,0,33140,10477,225,3037,13390,6.9794863499494,290.146121938696,287.492760865161,545.202592824054,0.853307970797269
5030,2019-07-29 14:00:00,283.24,4487,591,0,33084,10505,225,2677,12440,6.9794863499494,290.146121938696,287.492760865161,545.202592824054,0.853307970797269
5031,2019-07-29 15:00:00,293.7,4449,908,0,34868,10567,166,2576,10770,6.9794863499494,290.146121938696,287.492760865161,545.202592824054,0.853307970797269
5032,2019-07-29 16:00:00,314.46,4491,715,0,37369,10659,163,2224,7930,6.86257098611939,289.594524250343,287.280459473596,433.965681693604,1.59232948252976
5033,2019-07-29 17:00:00,325.79,4604,917,0,38070,10756,194,2673,4950,6.86257098611939,289.594524250343,287.280459473596,433.965681693604,1.59232948252976
5034,2019-07-29 18:00:00,335.2,4711,756,0,38273,10790,172,3139,2590,6.86257098611939,289.594524250343,287.280459473596,433.965681693604,1.59232948252976
5035,2019-07-29 19:00:00,340.82,4709,736,0,38488,10791,170,3825,803,6.5253274278974,288.673523231865,286.816619528756,54.7891302740475,0.369615125489214
5036,2019-07-29 20:00:00,337.1,4702,650,0,37005,10793,149,4556,36,6.5253274278974,288.673523231865,286.816619528756,54.7891302740475,0.369615125489214
5037,2019-07-29 21:00:00,329.31,4689,476,0,34938,10786,144,5130,4,6.5253274278974,288.673523231865,286.816619528756,54.7891302740475,0.369615125489214
5038,2019-07-29 22:00:00,303.29,4692,382,0,27836,10784,144,5687,1,6.35061436156609,288.117871864563,286.420628723392,27.3639635782056,0.603628898174658
5039,2019-07-29 23:00:00,279.33,4722,378,0,18996,10786,146,3167,2,6.35061436156609,288.117871864563,286.420628723392,27.3639635782056,0.603628898174658
5040,2019-07-30 00:00:00,230.58,4706,382,0,15113,10778,149,7072,0,6.35061436156609,288.117871864563,286.420628723392,27.3639635782056,0.603628898174658
5041,2019-07-30 01:00:00,223.93,4687,324,0,13815,10797,150,6682,0,5.59037213348663,287.880712654197,286.400985154267,0,0.320713504012707
5042,2019-07-30 02:00:00,224.17,4681,302,0,13787,10823,148,6595,1,5.59037213348663,287.880712654197,286.400985154267,0,0.320713504012707
5043,2019-07-30 03:00:00,230.68,4696,300,0,14368,10870,145,6152,1,5.59037213348663,287.880712654197,286.400985154267,0,0.320713504012707
5044,2019-07-30 04:00:00,233.23,4695,298,0,15326,10877,146,6836,2,5.38973783212984,287.959079132298,286.393145953936,11.6351583986906,0.639452403065147
5045,2019-07-30 05:00:00,246.37,4702,331,0,17427,10873,145,6614,278,5.38973783212984,287.959079132298,286.393145953936,11.6351583986906,0.639452403065147
5046,2019-07-30 06:00:00,282.51,4690,480,0,25262,10884,152,6098,1409,5.38973783212984,287.959079132298,286.393145953936,11.6351583986906,0.639452403065147
5047,2019-07-30 07:00:00,291.25,4702,724,0,30321,10879,152,6540,2990,5.37945659521118,288.844808254252,286.64085328891,242.709098839763,0.267631127650775
5048,2019-07-30 08:00:00,291.89,4671,869,0,32729,10882,248,6744,4550,5.37945659521118,288.844808254252,286.64085328891,242.709098839763,0.267631127650775
5049,2019-07-30 09:00:00,285.24,4671,770,0,32535,10861,214,6951,5900,5.37945659521118,288.844808254252,286.64085328891,242.709098839763,0.267631127650775
5050,2019-07-30 10:00:00,283.55,4670,623,0,32481,10857,232,6791,6670,5.54651480306548,289.590110181665,286.804395855331,378.170429880068,0.596029309074836
5051,2019-07-30 11:00:00,277.94,4685,488,0,32697,10854,204,8132,6930,5.54651480306548,289.590110181665,286.804395855331,378.170429880068,0.596029309074836
5052,2019-07-30 12:00:00,273.64,4631,480,0,32536,10853,152,8596,7370,5.54651480306548,289.590110181665,286.804395855331,378.170429880068,0.596029309074836
5053,2019-07-30 13:00:00,270.19,4177,447,0,31890,10856,152,9364,6960,5.4986080589827,289.927308238638,286.985706323994,587.297570600649,0.455133147540479
5054,2019-07-30 14:00:00,265.37,4135,443,0,30329,10879,152,9934,6090,5.4986080589827,289.927308238638,286.985706323994,587.297570600649,0.455133147540479
5055,2019-07-30 15:00:00,264.24,4168,531,0,29655,10921,153,10097,5380,5.4986080589827,289.927308238638,286.985706323994,587.297570600649,0.455133147540479
5056,2019-07-30 16:00:00,269.42,4434,582,0,30569,10952,163,10857,3880,4.92543230808409,289.621467405707,287.073426640719,474.642006265008,0.846669396671967
5057,2019-07-30 17:00:00,282.32,4681,639,0,32654,10975,185,10464,2710,4.92543230808409,289.621467405707,287.073426640719,474.642006265008,0.846669396671967
5058,2019-07-30 18:00:00,278.26,4691,645,0,31148,10995,172,11248,1473,4.92543230808409,289.621467405707,287.073426640719,474.642006265008,0.846669396671967
5059,2019-07-30 19:00:00,283.09,4703,643,0,30374,11026,162,10490,389,4.29890123076858,288.280695007513,286.579679602293,59.4305237543427,0.135376426755258
5060,2019-07-30 20:00:00,280.6,4707,536,0,29315,11071,153,10574,12,4.29890123076858,288.280695007513,286.579679602293,59.4305237543427,0.135376426755258
5061,2019-07-30 21:00:00,272.1,4675,493,0,27206,11113,149,10656,1,4.29890123076858,288.280695007513,286.579679602293,59.4305237543427,0.135376426755258
5062,2019-07-30 22:00:00,242.52,4694,481,0,20844,11139,147,10773,0,4.10235184252874,287.745683889484,286.219353737928,29.7019120528912,0.193458827732706
5063,2019-07-30 23:00:00,218.08,4624,457,0,12424,11152,145,5392,0,4.10235184252874,287.745683889484,286.219353737928,29.7019120528912,0.193458827732706
5064,2019-07-31 00:00:00,162.52,4605,418,0,9276,11163,149,11156,0,4.10235184252874,287.745683889484,286.219353737928,29.7019120528912,0.193458827732706
5065,2019-07-31 01:00:00,162.16,4558,373,0,9215,11150,153,11159,0,3.87565158928856,287.496849243009,286.121120748033,0,0.106403659061973
5066,2019-07-31 02:00:00,163.16,4506,344,0,9396,11151,151,11303,0,3.87565158928856,287.496849243009,286.121120748033,0,0.106403659061973
5067,2019-07-31 03:00:00,161.69,4098,335,0,9628,11145,148,11986,0,3.87565158928856,287.496849243009,286.121120748033,0,0.106403659061973
5068,2019-07-31 04:00:00,159.99,4140,358,0,9477,11133,144,12073,0,3.74762242407104,287.765290923199,286.236217475144,12.6236705415617,0.205936495349164
5069,2019-07-31 05:00:00,170,4595,414,0,10732,11145,145,12273,111,3.74762242407104,287.765290923199,286.236217475144,12.6236705415617,0.205936495349164
5070,2019-07-31 06:00:00,211.61,4638,524,0,17185,11141,150,12336,874,3.74762242407104,287.765290923199,286.236217475144,12.6236705415617,0.205936495349164
5071,2019-07-31 07:00:00,241.44,4639,677,0,24296,11154,157,12604,2275,3.56964621595725,289.229641893697,286.674426503126,295.521443652714,0.030951193453967
5072,2019-07-31 08:00:00,245.5,4584,1032,0,26655,11143,293,12557,4010,3.56964621595725,289.229641893697,286.674426503126,295.521443652714,0.030951193453967
5073,2019-07-31 09:00:00,237.91,4613,1113,0,26724,11166,245,12651,6130,3.56964621595725,289.229641893697,286.674426503126,295.521443652714,0.030951193453967
5074,2019-07-31 10:00:00,229.73,4615,975,0,26334,11168,170,12874,8050,3.66806139158676,290.089047623371,286.904921563645,448.547113165409,0.16193566366387
5075,2019-07-31 11:00:00,232.61,4638,650,0,27035,11159,150,12329,8990,3.66806139158676,290.089047623371,286.904921563645,448.547113165409,0.16193566366387
5076,2019-07-31 12:00:00,230.49,4657,515,0,26830,11164,159,12410,9520,3.66806139158676,290.089047623371,286.904921563645,448.547113165409,0.16193566366387
5077,2019-07-31 13:00:00,228.53,4658,518,0,25732,11171,161,12124,8983,3.82569337740285,290.412724271241,287.055715946618,668.059605917862,0.271706699994076
5078,2019-07-31 14:00:00,225.31,4647,555,0,24731,11160,188,12494,8247,3.82569337740285,290.412724271241,287.055715946618,668.059605917862,0.271706699994076
5079,2019-07-31 15:00:00,226.02,4555,579,0,25052,11161,167,13117,7647,3.82569337740285,290.412724271241,287.055715946618,668.059605917862,0.271706699994076
5080,2019-07-31 16:00:00,238.18,4678,757,0,26839,11167,164,12676,6360,3.76665023060216,290.018828432162,287.299196262148,537.456574530117,0.564601062225619
5081,2019-07-31 17:00:00,256.55,4713,841,0,29377,11168,156,12113,4260,3.76665023060216,290.018828432162,287.299196262148,537.456574530117,0.564601062225619
5082,2019-07-31 18:00:00,262.31,4710,955,0,29303,11171,166,12176,2342,3.76665023060216,290.018828432162,287.299196262148,537.456574530117,0.564601062225619
5083,2019-07-31 19:00:00,266.21,4734,913,0,28065,11165,163,11600,724,3.14073331808458,288.481494415172,286.792228684538,65.5222004534698,0.066926601466528
5084,2019-07-31 20:00:00,277.74,4702,721,0,29312,11155,154,10901,31,3.14073331808458,288.481494415172,286.792228684538,65.5222004534698,0.066926601466528
5085,2019-07-31 21:00:00,280.14,4733,654,0,28713,11188,153,9975,2,3.14073331808458,288.481494415172,286.792228684538,65.5222004534698,0.066926601466528
5086,2019-07-31 22:00:00,263.45,4680,653,0,23609,11166,150,9084,1,3.01554624331215,287.934674101112,286.363068824155,32.8264073188983,0.069982874216855
5087,2019-07-31 23:00:00,262.64,4711,621,0,18022,11149,168,4268,2,3.01554624331215,287.934674101112,286.363068824155,32.8264073188983,0.069982874216855
5088,2019-08-01 00:00:00,237.18,4495,554,0,16392,11153,151,6864,0,3.01554624331215,287.934674101112,286.363068824155,32.8264073188983,0.069982874216855
5089,2019-08-01 01:00:00,233.36,4199,475,0,15469,11167,151,6543,0,3.08716741016087,287.80385558509,286.294609254419,0,0.015144466576278
5090,2019-08-01 02:00:00,230.82,4213,471,0,14892,11163,152,6311,0,3.08716741016087,287.80385558509,286.294609254419,0,0.015144466576278
5091,2019-08-01 03:00:00,229.65,4443,463,0,14735,11173,152,6322,0,3.08716741016087,287.80385558509,286.294609254419,0,0.015144466576278
5092,2019-08-01 04:00:00,237.93,4678,487,0,15466,11166,148,5741,0,3.36807140701266,288.132990698748,286.530437903132,14.0645782772012,0.026139204902122
5093,2019-08-01 05:00:00,256.31,4610,510,0,18552,11167,148,5678,191,3.36807140701266,288.132990698748,286.530437903132,14.0645782772012,0.026139204902122
5094,2019-08-01 06:00:00,288.17,4698,661,0,25968,11170,149,5254,1289,3.36807140701266,288.132990698748,286.530437903132,14.0645782772012,0.026139204902122
5095,2019-08-01 07:00:00,308.4,4733,812,0,33149,11164,190,4648,3040,3.4557221113554,289.618934050117,287.002239999304,321.413051761068,0.007415844808829
5096,2019-08-01 08:00:00,305.87,4729,805,0,34417,11173,227,4241,5010,3.4557221113554,289.618934050117,287.002239999304,321.413051761068,0.007415844808829
5097,2019-08-01 09:00:00,304.47,4678,1173,0,36137,11185,167,3489,6930,3.4557221113554,289.618934050117,287.002239999304,321.413051761068,0.007415844808829
5098,2019-08-01 10:00:00,301.4,4716,1363,0,35867,10530,280,3164,8560,3.44191384299634,290.571927765273,287.056421335402,477.970132890247,0.067084125885245
5099,2019-08-01 11:00:00,297.69,4574,1248,0,35778,11160,326,2983,9170,3.44191384299634,290.571927765273,287.056421335402,477.970132890247,0.067084125885245
5100,2019-08-01 12:00:00,293.44,4585,1155,0,35290,11153,276,3022,9880,3.44191384299634,290.571927765273,287.056421335402,477.970132890247,0.067084125885245
5101,2019-08-01 13:00:00,287.16,4684,1233,0,34483,11156,298,3341,10460,3.46906337292324,290.896657970304,287.16682091141,668.115890119818,0.138439343516565
5102,2019-08-01 14:00:00,283.04,4669,1009,0,33415,11159,291,3507,10710,3.46906337292324,290.896657970304,287.16682091141,668.115890119818,0.138439343516565
5103,2019-08-01 15:00:00,285.55,4680,700,0,33397,11141,290,4068,9730,3.46906337292324,290.896657970304,287.16682091141,668.115890119818,0.138439343516565
5104,2019-08-01 16:00:00,293.85,4681,845,0,34376,11137,286,4436,7790,3.44498350840654,290.481119995659,287.360291253763,536.105307898121,0.29513155547341
5105,2019-08-01 17:00:00,309.08,4681,1039,0,35842,11146,285,4336,5020,3.44498350840654,290.481119995659,287.360291253763,536.105307898121,0.29513155547341
5106,2019-08-01 18:00:00,322.83,4692,1006,0,36880,11132,325,4578,2390,3.44498350840654,290.481119995659,287.360291253763,536.105307898121,0.29513155547341
5107,2019-08-01 19:00:00,328.04,4690,976,0,36096,11136,325,4760,642,3.07416770246502,288.827874647917,286.809154882418,63.8976012412329,0.012280572608025
5108,2019-08-01 20:00:00,332.87,4688,844,0,36066,11156,323,4518,30,3.07416770246502,288.827874647917,286.809154882418,63.8976012412329,0.012280572608025
5109,2019-08-01 21:00:00,335.72,4680,680,0,36093,11192,313,4161,5,3.07416770246502,288.827874647917,286.809154882418,63.8976012412329,0.012280572608025
5110,2019-08-01 22:00:00,325.36,4652,582,0,31254,11230,279,3537,1,3.06052809051892,288.211291278113,286.351183857573,31.8809882692005,0.01383957154824
5111,2019-08-01 23:00:00,301.43,4707,511,0,21940,11246,272,1765,1,3.06052809051892,288.211291278113,286.351183857573,31.8809882692005,0.01383957154824
5112,2019-08-02 00:00:00,280.08,4728,452,0,19853,11248,270,3393,0,3.06052809051892,288.211291278113,286.351183857573,31.8809882692005,0.01383957154824
5113,2019-08-02 01:00:00,278.16,4698,345,0,19137,11245,276,3232,0,3.39182197029564,287.999145616646,286.214647105735,0,0.001668163845964
5114,2019-08-02 02:00:00,279.42,4277,291,0,19305,11258,278,3300,1,3.39182197029564,287.999145616646,286.214647105735,0,0.001668163845964
5115,2019-08-02 03:00:00,280.58,4360,301,0,19315,11258,300,3150,0,3.39182197029564,287.999145616646,286.214647105735,0,0.001668163845964
5116,2019-08-02 04:00:00,283.89,4527,399,0,19892,11254,278,2961,0,3.68146212344414,288.316501520554,286.409119526792,14.2187342279824,0.012279707282225
5117,2019-08-02 05:00:00,293.42,4719,458,0,21633,11257,284,2589,186,3.68146212344414,288.316501520554,286.409119526792,14.2187342279824,0.012279707282225
5118,2019-08-02 06:00:00,314.4,4723,614,0,28402,11257,305,2492,1366,3.68146212344414,288.316501520554,286.409119526792,14.2187342279824,0.012279707282225
5119,2019-08-02 07:00:00,321.45,4722,1022,0,33689,11248,368,2227,3290,3.88842059626503,289.612804288205,286.81526799539,289.83226412702,0.044414760081261
5120,2019-08-02 08:00:00,313.89,4719,1230,0,35342,11265,403,2237,5760,3.88842059626503,289.612804288205,286.81526799539,289.83226412702,0.044414760081261
5121,2019-08-02 09:00:00,306.87,4721,1059,0,36176,11259,325,2052,8260,3.88842059626503,289.612804288205,286.81526799539,289.83226412702,0.044414760081261
5122,2019-08-02 10:00:00,299.63,4722,1073,0,35805,11266,323,1753,10110,4.14979446692871,290.326607887351,286.895927579801,424.197938783432,0.265960011015872
5123,2019-08-02 11:00:00,294.89,4723,1018,0,35890,11253,180,1729,11280,4.14979446692871,290.326607887351,286.895927579801,424.197938783432,0.265960011015872
5124,2019-08-02 12:00:00,292.05,4729,1170,0,35538,11261,166,1738,11550,4.14979446692871,290.326607887351,286.895927579801,424.197938783432,0.265960011015872
5125,2019-08-02 13:00:00,290.96,4721,1097,0,34837,11261,159,1778,11300,4.39987522979245,290.47119526297,286.981416604102,557.0376964516,0.328417942905558
5126,2019-08-02 14:00:00,290.67,4722,1199,0,33362,10758,178,1664,10800,4.39987522979245,290.47119526297,286.981416604102,557.0376964516,0.328417942905558
5127,2019-08-02 15:00:00,299.38,4728,1001,0,33848,10594,163,1605,9460,4.39987522979245,290.47119526297,286.981416604102,557.0376964516,0.328417942905558
5128,2019-08-02 16:00:00,311.66,4732,849,0,35333,10589,168,1738,7650,4.19197287752379,289.891817665603,287.013027703691,435.889252878259,0.648629237685807
5129,2019-08-02 17:00:00,324.68,4736,991,0,36132,10722,166,1564,5170,4.19197287752379,289.891817665603,287.013027703691,435.889252878259,0.648629237685807
5130,2019-08-02 18:00:00,335.33,4733,1004,0,36374,11050,155,1506,2790,4.19197287752379,289.891817665603,287.013027703691,435.889252878259,0.648629237685807
5131,2019-08-02 19:00:00,346.77,4717,920,0,36775,11052,151,1556,830,4.07739859291231,288.696483551688,286.539516316153,46.9347136602127,0.137895204743875
5132,2019-08-02 20:00:00,352.31,4666,825,0,36712,11039,153,1461,36,4.07739859291231,288.696483551688,286.539516316153,46.9347136602127,0.137895204743875
5133,2019-08-02 21:00:00,351.12,4706,746,0,35522,11034,159,1266,7,4.07739859291231,288.696483551688,286.539516316153,46.9347136602127,0.137895204743875
5134,2019-08-02 22:00:00,344.69,3927,606,0,31263,10741,164,1148,0,4.04753574588989,288.281574280595,286.271417930696,23.4892547958603,0.279980349864565
5135,2019-08-02 23:00:00,330.36,3436,545,0,25426,10609,152,707,0,4.04753574588989,288.281574280595,286.271417930696,23.4892547958603,0.279980349864565
5136,2019-08-03 00:00:00,305.74,3447,477,0,21183,10592,145,1539,0,4.04753574588989,288.281574280595,286.271417930696,23.4892547958603,0.279980349864565
5137,2019-08-03 01:00:00,297.15,3420,418,0,19511,10683,147,1509,0,3.92127176668937,288.063987718413,286.137658062163,0,0.294300661387418
5138,2019-08-03 02:00:00,290.57,3433,397,0,18723,11052,151,1441,1,3.92127176668937,288.063987718413,286.137658062163,0,0.294300661387418
5139,2019-08-03 03:00:00,290.86,3435,396,0,18637,11051,151,1346,0,3.92127176668937,288.063987718413,286.137658062163,0,0.294300661387418
5140,2019-08-03 04:00:00,291.47,3431,391,0,18824,11055,150,1402,1,3.94344009099486,288.206194052083,286.232410307192,9.10409548514943,0.606239592599249
5141,2019-08-03 05:00:00,288.06,3434,420,0,18650,11032,161,1449,309,3.94344009099486,288.206194052083,286.232410307192,9.10409548514943,0.606239592599249
5142,2019-08-03 06:00:00,286.7,3436,494,0,20213,11028,150,1505,1665,3.94344009099486,288.206194052083,286.232410307192,9.10409548514943,0.606239592599249
5143,2019-08-03 07:00:00,299.75,3432,669,0,25380,11042,152,1409,3460,4.37628124282537,289.42105414271,286.674977249081,219.691525385441,0.2638014442605
5144,2019-08-03 08:00:00,305.54,3427,818,0,29069,10794,182,1236,5420,4.37628124282537,289.42105414271,286.674977249081,219.691525385441,0.2638014442605
5145,2019-08-03 09:00:00,300,3439,854,0,30000,10535,165,1169,7520,4.37628124282537,289.42105414271,286.674977249081,219.691525385441,0.2638014442605
5146,2019-08-03 10:00:00,289.96,3442,811,0,29845,10542,169,1247,9550,4.76213127339342,290.265276960752,286.879637907381,344.316048672253,0.562554099751444
5147,2019-08-03 11:00:00,283.49,3440,588,0,29341,10849,167,1178,10590,4.76213127339342,290.265276960752,286.879637907381,344.316048672253,0.562554099751444
5148,2019-08-03 12:00:00,280.74,3439,529,0,28676,10792,163,1106,10860,4.76213127339342,290.265276960752,286.879637907381,344.316048672253,0.562554099751444
