datetime,avg_nuclear_production_forecast
2023-06-27T00:00:00.000000000,6767.41981
2023-06-27T01:00:00.000000000,7013.36066
2023-06-27T02:00:00.000000000,7323.38607
2023-06-27T03:00:00.000000000,7954.11388
2023-06-27T04:00:00.000000000,8440.37231
2023-06-27T05:00:00.000000000,8869.82924
2023-06-27T06:00:00.000000000,9112.99266
2023-06-27T07:00:00.000000000,9149.72412
2023-06-27T08:00:00.000000000,8953.71935
2023-06-27T09:00:00.000000000,8812.03338
2023-06-27T10:00:00.000000000,8803.40477
2023-06-27T11:00:00.000000000,8463.44293
2023-06-27T12:00:00.000000000,8028.44386
2023-06-27T13:00:00.000000000,7728.20131
2023-06-27T14:00:00.000000000,7391.3856
2023-06-27T15:00:00.000000000,7270.74813
2023-06-27T16:00:00.000000000,7214.303
2023-06-27T17:00:00.000000000,7153.13509
2023-06-27T18:00:00.000000000,7072.64647
2023-06-27T19:00:00.000000000,6973.99377
2023-06-27T20:00:00.000000000,7093.53109
2023-06-27T21:00:00.000000000,7317.79382
2023-06-27T22:00:00.000000000,7929.84208
2023-06-27T23:00:00.000000000,8660.17477
2023-06-28T00:00:00.000000000,10808.92629
2023-06-28T01:00:00.000000000,11034.43395
2023-06-28T02:00:00.000000000,11193.5967
2023-06-28T03:00:00.000000000,11615.75029
2023-06-28T04:00:00.000000000,11872.96593
2023-06-28T05:00:00.000000000,12124.51853
2023-06-28T06:00:00.000000000,12233.47989
2023-06-28T07:00:00.000000000,12208.69262
2023-06-28T08:00:00.000000000,11972.11262
2023-06-28T09:00:00.000000000,11679.43353
2023-06-28T10:00:00.000000000,11471.93481
2023-06-28T11:00:00.000000000,11007.99287
2023-06-28T12:00:00.000000000,10515.07704
2023-06-28T13:00:00.000000000,10125.37281
2023-06-28T14:00:00.000000000,9636.27688
2023-06-28T15:00:00.000000000,9337.22437
2023-06-28T16:00:00.000000000,9159.66528
2023-06-28T17:00:00.000000000,9014.75521
2023-06-28T18:00:00.000000000,8887.20658
2023-06-28T19:00:00.000000000,8785.07126
2023-06-28T20:00:00.000000000,8860.28503
2023-06-28T21:00:00.000000000,9053.1023
2023-06-28T22:00:00.000000000,9637.80183
2023-06-28T23:00:00.000000000,10309.07383
2023-06-29T00:00:00.000000000,12204.46542
2023-06-29T01:00:00.000000000,12418.40278
2023-06-29T02:00:00.000000000,12538.06499
2023-06-29T03:00:00.000000000,12880.69329
2023-06-29T04:00:00.000000000,13039.61819
2023-06-29T05:00:00.000000000,13229.09204
2023-06-29T06:00:00.000000000,13293.95338
2023-06-29T07:00:00.000000000,13241.82296
2023-06-29T08:00:00.000000000,12968.6706
2023-06-29T09:00:00.000000000,12614.03526
2023-06-29T10:00:00.000000000,12337.63574
2023-06-29T11:00:00.000000000,11827.52791
2023-06-29T12:00:00.000000000,11299.01895
2023-06-29T13:00:00.000000000,10881.96998
2023-06-29T14:00:00.000000000,10354.82289
2023-06-29T15:00:00.000000000,10012.15243
2023-06-29T16:00:00.000000000,9812.37388
2023-06-29T17:00:00.000000000,9640.84137
2023-06-29T18:00:00.000000000,9496.83418
2023-06-29T19:00:00.000000000,9394.23907
2023-06-29T20:00:00.000000000,9449.74155
2023-06-29T21:00:00.000000000,9638.58538
2023-06-29T22:00:00.000000000,10222.94205
2023-06-29T23:00:00.000000000,10890.11493
2023-06-30T00:00:00.000000000,12683.98611
2023-06-30T01:00:00.000000000,12893.94764
2023-06-30T02:00:00.000000000,13000.03731
2023-06-30T03:00:00.000000000,13315.34075
2023-06-30T04:00:00.000000000,13440.4918
2023-06-30T05:00:00.000000000,13608.63396
2023-06-30T06:00:00.000000000,13658.34373
2023-06-30T07:00:00.000000000,13596.81626
2023-06-30T08:00:00.000000000,13311.09764
2023-06-30T09:00:00.000000000,12935.17278
2023-06-30T10:00:00.000000000,12635.09887
2023-06-30T11:00:00.000000000,12109.12831
2023-06-30T12:00:00.000000000,11568.38879
2023-06-30T13:00:00.000000000,11141.94356
2023-06-30T14:00:00.000000000,10601.72191
2023-06-30T15:00:00.000000000,10244.06373
2023-06-30T16:00:00.000000000,10036.65093
2023-06-30T17:00:00.000000000,9855.97115
2023-06-30T18:00:00.000000000,9706.30808
2023-06-30T19:00:00.000000000,9603.55546
2023-06-30T20:00:00.000000000,9652.2844
2023-06-30T21:00:00.000000000,9839.76238
2023-06-30T22:00:00.000000000,10424.00212
2023-06-30T23:00:00.000000000,11089.76541
