datetime,avg_solar_production_forecast
2023-06-27T00:00:00.000000000,11036.26003
2023-06-27T01:00:00.000000000,6677.44018
2023-06-27T02:00:00.000000000,1746.83009
2023-06-27T03:00:00.000000000,6.09
2023-06-27T04:00:00.000000000,0.0
2023-06-27T05:00:00.000000000,0.0
2023-06-27T06:00:00.000000000,0.0
2023-06-27T07:00:00.000000000,0.0
2023-06-27T08:00:00.000000000,0.0
2023-06-27T09:00:00.000000000,0.0
2023-06-27T10:00:00.000000000,0.0
2023-06-27T11:00:00.000000000,0.0
2023-06-27T12:00:00.000000000,45.7
2023-06-27T13:00:00.000000000,2600.8499
2023-06-27T14:00:00.000000000,8045.61011
2023-06-27T15:00:00.000000000,11741.30021
2023-06-27T16:00:00.000000000,13072.48013
2023-06-27T17:00:00.000000000,13704.61027
2023-06-27T18:00:00.000000000,14054.70008
2023-06-27T19:00:00.000000000,14132.8799
2023-06-27T20:00:00.000000000,14080.08984
2023-06-27T21:00:00.000000000,13935.2807
2023-06-27T22:00:00.000000000,13549.28016
2023-06-27T23:00:00.000000000,12807.84967
2023-06-28T00:00:00.000000000,126.08512
2023-06-28T01:00:00.000000000,148.56378
2023-06-28T02:00:00.000000000,134.66302
2023-06-28T03:00:00.000000000,135.02128
2023-06-28T04:00:00.000000000,129.85429
2023-06-28T05:00:00.000000000,29.0661
2023-06-28T06:00:00.000000000,25.97674
2023-06-28T07:00:00.000000000,30.06472
2023-06-28T08:00:00.000000000,44.11312
2023-06-28T09:00:00.000000000,36.16983
2023-06-28T10:00:00.000000000,82.65919
2023-06-28T11:00:00.000000000,83.08862
2023-06-28T12:00:00.000000000,76.76512
2023-06-28T13:00:00.000000000,82.61655
2023-06-28T14:00:00.000000000,88.77527
2023-06-28T15:00:00.000000000,108.46123
2023-06-28T16:00:00.000000000,121.77503
2023-06-28T17:00:00.000000000,119.82413
2023-06-28T18:00:00.000000000,112.68907
2023-06-28T19:00:00.000000000,108.77765
2023-06-28T20:00:00.000000000,109.28046
2023-06-28T21:00:00.000000000,105.60394
2023-06-28T22:00:00.000000000,94.11144
2023-06-28T23:00:00.000000000,82.91167
2023-06-29T00:00:00.000000000,126.08512
2023-06-29T01:00:00.000000000,148.56378
2023-06-29T02:00:00.000000000,134.66302
2023-06-29T03:00:00.000000000,135.02128
2023-06-29T04:00:00.000000000,129.85429
2023-06-29T05:00:00.000000000,29.0661
2023-06-29T06:00:00.000000000,25.97674
2023-06-29T07:00:00.000000000,30.06472
2023-06-29T08:00:00.000000000,44.11312
2023-06-29T09:00:00.000000000,36.16983
2023-06-29T10:00:00.000000000,82.65919
2023-06-29T11:00:00.000000000,83.08862
2023-06-29T12:00:00.000000000,76.76512
2023-06-29T13:00:00.000000000,82.61655
2023-06-29T14:00:00.000000000,88.77527
2023-06-29T15:00:00.000000000,108.46123
2023-06-29T16:00:00.000000000,121.77503
2023-06-29T17:00:00.000000000,119.82413
2023-06-29T18:00:00.000000000,112.68907
2023-06-29T19:00:00.000000000,108.77765
2023-06-29T20:00:00.000000000,109.28046
2023-06-29T21:00:00.000000000,105.60394
2023-06-29T22:00:00.000000000,94.11144
2023-06-29T23:00:00.000000000,82.91167
2023-06-30T00:00:00.000000000,126.08512
2023-06-30T01:00:00.000000000,148.56378
2023-06-30T02:00:00.000000000,134.66302
2023-06-30T03:00:00.000000000,135.02128
2023-06-30T04:00:00.000000000,129.85429
2023-06-30T05:00:00.000000000,29.0661
2023-06-30T06:00:00.000000000,25.97674
2023-06-30T07:00:00.000000000,30.06472
2023-06-30T08:00:00.000000000,44.11312
2023-06-30T09:00:00.000000000,36.16983
2023-06-30T10:00:00.000000000,82.65919
2023-06-30T11:00:00.000000000,83.08862
2023-06-30T12:00:00.000000000,76.76512
2023-06-30T13:00:00.000000000,82.61655
2023-06-30T14:00:00.000000000,88.77527
2023-06-30T15:00:00.000000000,108.46123
2023-06-30T16:00:00.000000000,121.77503
2023-06-30T17:00:00.000000000,119.82413
2023-06-30T18:00:00.000000000,112.68907
2023-06-30T19:00:00.000000000,108.77765
2023-06-30T20:00:00.000000000,109.28046
2023-06-30T21:00:00.000000000,105.60394
2023-06-30T22:00:00.000000000,94.11144
2023-06-30T23:00:00.000000000,82.91167
