UTC time,coal,nat_gas,oil,hydro,wind
2023-01-08 12:00:00,341.0,170.0,159.0,323.0,3.0
2023-01-08 13:00:00,336.0,170.0,159.0,314.0,5.0
2023-01-08 14:00:00,344.0,170.0,159.0,325.0,4.0
2023-01-08 15:00:00,349.0,170.0,158.0,386.0,5.0
2023-01-08 16:00:00,352.0,188.0,159.0,420.0,5.0
2023-01-08 17:00:00,348.0,200.0,159.0,399.0,4.0
2023-01-08 18:00:00,354.0,200.0,159.0,367.0,4.0
2023-01-08 19:00:00,352.0,201.0,159.0,367.0,6.0
2023-01-08 20:00:00,356.0,201.0,159.0,365.0,4.0
2023-01-08 21:00:00,355.0,201.0,159.0,345.0,2.0
2023-01-08 22:00:00,355.0,200.0,159.0,300.0,1.0
2023-01-08 23:00:00,347.0,7.0,159.0,249.0,1.0
2023-01-09 00:00:00,353.0,0.0,158.0,150.0,1.0
2023-01-09 01:00:00,352.0,0.0,159.0,84.0,0.0
2023-01-09 02:00:00,349.0,0.0,159.0,49.0,1.0
2023-01-09 03:00:00,347.0,0.0,159.0,48.0,1.0
2023-01-09 04:00:00,350.0,0.0,158.0,56.0,2.0
2023-01-09 05:00:00,346.0,0.0,158.0,117.0,2.0
2023-01-09 06:00:00,350.0,100.0,158.0,158.0,2.0
2023-01-09 07:00:00,343.0,200.0,158.0,212.0,2.0
2023-01-09 08:00:00,336.0,205.0,158.0,267.0,1.0
2023-01-09 09:00:00,340.0,204.0,158.0,290.0,6.0
2023-01-09 10:00:00,344.0,200.0,159.0,297.0,11.0
2023-01-09 11:00:00,345.0,200.0,158.0,298.0,9.0
2023-01-09 12:00:00,343.0,201.0,158.0,298.0,9.0
2023-01-09 13:00:00,346.0,203.0,158.0,298.0,7.0
2023-01-09 14:00:00,345.0,204.0,159.0,299.0,5.0
2023-01-09 15:00:00,346.0,203.0,159.0,339.0,10.0
2023-01-09 16:00:00,344.0,203.0,159.0,346.0,15.0
2023-01-09 17:00:00,342.0,203.0,159.0,341.0,8.0
2023-01-09 18:00:00,342.0,200.0,158.0,316.0,10.0
2023-01-09 19:00:00,344.0,200.0,158.0,289.0,14.0
2023-01-09 20:00:00,342.0,200.0,159.0,283.0,14.0
2023-01-09 21:00:00,341.0,201.0,158.0,383.0,11.0
2023-01-09 22:00:00,340.0,200.0,158.0,393.0,16.0
2023-01-09 23:00:00,342.0,7.0,158.0,310.0,22.0
2023-01-10 00:00:00,342.0,0.0,158.0,166.0,25.0
2023-01-10 01:00:00,343.0,0.0,158.0,95.0,19.0
2023-01-10 02:00:00,343.0,0.0,158.0,51.0,14.0
2023-01-10 03:00:00,341.0,0.0,158.0,50.0,14.0
2023-01-10 04:00:00,337.0,0.0,158.0,49.0,7.0
2023-01-10 05:00:00,334.0,0.0,158.0,91.0,16.0
2023-01-10 06:00:00,332.0,100.0,158.0,133.0,8.0
2023-01-10 07:00:00,332.0,200.0,159.0,188.0,7.0
2023-01-10 08:00:00,333.0,200.0,159.0,263.0,1.0
2023-01-10 09:00:00,334.0,200.0,159.0,295.0,0.0
2023-01-10 10:00:00,333.0,201.0,160.0,300.0,0.0
2023-01-10 11:00:00,333.0,201.0,160.0,281.0,2.0
2023-01-10 12:00:00,334.0,190.0,159.0,265.0,6.0
2023-01-10 13:00:00,334.0,170.0,160.0,271.0,4.0
2023-01-10 14:00:00,333.0,173.0,160.0,296.0,7.0
2023-01-10 15:00:00,332.0,200.0,160.0,339.0,6.0
2023-01-10 16:00:00,339.0,201.0,160.0,345.0,8.0
2023-01-10 17:00:00,358.0,200.0,161.0,328.0,20.0
2023-01-10 18:00:00,369.0,200.0,161.0,275.0,36.0
2023-01-10 19:00:00,381.0,200.0,161.0,244.0,36.0
2023-01-10 20:00:00,397.0,200.0,161.0,221.0,36.0
2023-01-10 21:00:00,428.0,200.0,161.0,323.0,36.0
2023-01-10 22:00:00,460.0,200.0,160.0,282.0,36.0
2023-01-10 23:00:00,480.0,11.0,161.0,160.0,36.0
2023-01-11 00:00:00,473.0,0.0,160.0,50.0,36.0
2023-01-11 01:00:00,466.0,0.0,160.0,3.0,36.0
2023-01-11 02:00:00,464.0,0.0,160.0,2.0,36.0
2023-01-11 03:00:00,476.0,0.0,160.0,2.0,36.0
2023-01-11 04:00:00,476.0,100.0,160.0,2.0,36.0
2023-01-11 05:00:00,475.0,200.0,161.0,2.0,36.0
2023-01-11 06:00:00,472.0,179.0,161.0,3.0,36.0
2023-01-11 07:00:00,476.0,200.0,161.0,39.0,36.0
2023-01-11 08:00:00,485.0,200.0,160.0,90.0,36.0
2023-01-11 09:00:00,496.0,180.0,161.0,109.0,36.0
2023-01-11 10:00:00,507.0,170.0,161.0,123.0,36.0
2023-01-11 11:00:00,564.0,170.0,161.0,67.0,36.0
2023-01-11 12:00:00,565.0,170.0,161.0,67.0,36.0
2023-01-11 13:00:00,557.0,170.0,161.0,96.0,36.0
2023-01-11 14:00:00,562.0,170.0,161.0,102.0,36.0
2023-01-11 15:00:00,571.0,170.0,160.0,132.0,36.0
2023-01-11 16:00:00,572.0,170.0,160.0,146.0,36.0
2023-01-11 17:00:00,574.0,170.0,160.0,121.0,36.0
2023-01-11 18:00:00,562.0,170.0,160.0,117.0,36.0
2023-01-11 19:00:00,564.0,170.0,160.0,97.0,36.0
2023-01-11 20:00:00,575.0,170.0,160.0,75.0,36.0
2023-01-11 21:00:00,569.0,170.0,160.0,210.0,36.0
2023-01-11 22:00:00,533.0,169.0,160.0,194.0,36.0
2023-01-11 23:00:00,506.0,0.0,161.0,142.0,36.0
2023-01-12 00:00:00,499.0,0.0,160.0,46.0,36.0
2023-01-12 01:00:00,502.0,0.0,161.0,2.0,36.0
2023-01-12 02:00:00,500.0,0.0,160.0,2.0,36.0
2023-01-12 03:00:00,496.0,100.0,160.0,2.0,36.0
2023-01-12 04:00:00,500.0,200.0,161.0,3.0,36.0
2023-01-12 05:00:00,515.0,194.0,161.0,22.0,36.0
2023-01-12 06:00:00,509.0,170.0,161.0,19.0,36.0
2023-01-12 07:00:00,502.0,170.0,161.0,43.0,36.0
2023-01-12 08:00:00,507.0,170.0,161.0,92.0,36.0
2023-01-12 09:00:00,510.0,170.0,160.0,107.0,36.0
2023-01-12 10:00:00,501.0,170.0,161.0,122.0,36.0
2023-01-12 11:00:00,502.0,200.0,160.0,97.0,36.0
2023-01-12 12:00:00,541.0,187.0,160.0,92.0,36.0
2023-01-12 13:00:00,545.0,170.0,160.0,83.0,36.0
2023-01-12 14:00:00,526.0,170.0,161.0,111.0,36.0
2023-01-12 15:00:00,513.0,170.0,160.0,165.0,36.0
2023-01-12 16:00:00,517.0,170.0,160.0,186.0,36.0
2023-01-12 17:00:00,512.0,170.0,160.0,182.0,36.0
2023-01-12 18:00:00,509.0,170.0,160.0,157.0,36.0
2023-01-12 19:00:00,497.0,170.0,160.0,149.0,36.0
2023-01-12 20:00:00,491.0,170.0,160.0,145.0,36.0
2023-01-12 21:00:00,489.0,185.0,160.0,276.0,36.0
2023-01-12 22:00:00,489.0,170.0,160.0,247.0,36.0
2023-01-12 23:00:00,489.0,0.0,159.0,147.0,36.0
2023-01-13 00:00:00,491.0,0.0,160.0,46.0,36.0
2023-01-13 01:00:00,491.0,0.0,160.0,1.0,36.0
2023-01-13 02:00:00,494.0,0.0,160.0,1.0,36.0
2023-01-13 03:00:00,496.0,100.0,160.0,1.0,36.0
2023-01-13 04:00:00,503.0,200.0,160.0,1.0,36.0
2023-01-13 05:00:00,502.0,177.0,160.0,19.0,36.0
2023-01-13 06:00:00,503.0,181.0,160.0,18.0,36.0
2023-01-13 07:00:00,496.0,170.0,160.0,31.0,36.0
2023-01-13 08:00:00,499.0,170.0,159.0,51.0,36.0
2023-01-13 09:00:00,494.0,170.0,160.0,64.0,36.0
2023-01-13 10:00:00,496.0,170.0,160.0,74.0,36.0
2023-01-13 11:00:00,498.0,170.0,160.0,63.0,35.0
2023-01-13 12:00:00,492.0,170.0,160.0,53.0,34.0
2023-01-13 13:00:00,491.0,170.0,160.0,61.0,35.0
2023-01-13 14:00:00,485.0,170.0,160.0,84.0,35.0
2023-01-13 15:00:00,478.0,170.0,159.0,145.0,35.0
2023-01-13 16:00:00,485.0,179.0,159.0,186.0,32.0
2023-01-13 17:00:00,492.0,187.0,159.0,158.0,27.0
2023-01-13 18:00:00,495.0,170.0,160.0,152.0,21.0
2023-01-13 19:00:00,481.0,170.0,159.0,143.0,10.0
2023-01-13 20:00:00,481.0,170.0,159.0,124.0,11.0
2023-01-13 21:00:00,488.0,180.0,159.0,223.0,14.0
2023-01-13 22:00:00,490.0,175.0,160.0,225.0,7.0
2023-01-13 23:00:00,484.0,0.0,160.0,148.0,2.0
2023-01-14 00:00:00,490.0,0.0,159.0,60.0,4.0
2023-01-14 01:00:00,493.0,0.0,159.0,0.0,5.0
2023-01-14 02:00:00,492.0,0.0,160.0,0.0,1.0
2023-01-14 03:00:00,484.0,100.0,160.0,0.0,1.0
2023-01-14 04:00:00,486.0,200.0,160.0,0.0,3.0
2023-01-14 05:00:00,489.0,200.0,159.0,1.0,4.0
2023-01-14 06:00:00,489.0,185.0,160.0,1.0,1.0
2023-01-14 07:00:00,489.0,200.0,160.0,16.0,2.0
2023-01-14 08:00:00,500.0,176.0,159.0,70.0,3.0
2023-01-14 09:00:00,501.0,160.0,160.0,123.0,5.0
2023-01-14 10:00:00,483.0,183.0,159.0,139.0,8.0
2023-01-14 11:00:00,485.0,200.0,160.0,130.0,14.0
2023-01-14 12:00:00,476.0,200.0,159.0,129.0,21.0
2023-01-14 13:00:00,472.0,200.0,159.0,128.0,33.0
2023-01-14 14:00:00,476.0,200.0,160.0,134.0,36.0
2023-01-14 15:00:00,477.0,200.0,159.0,163.0,36.0
2023-01-14 16:00:00,475.0,200.0,160.0,184.0,36.0
2023-01-14 17:00:00,473.0,200.0,160.0,162.0,36.0
2023-01-14 18:00:00,471.0,200.0,160.0,134.0,36.0
2023-01-14 19:00:00,471.0,200.0,160.0,116.0,36.0
2023-01-14 20:00:00,456.0,200.0,160.0,110.0,36.0
2023-01-14 21:00:00,427.0,201.0,159.0,242.0,36.0
2023-01-14 22:00:00,409.0,175.0,159.0,278.0,36.0
2023-01-14 23:00:00,409.0,0.0,159.0,208.0,36.0
2023-01-15 00:00:00,409.0,0.0,159.0,137.0,36.0
2023-01-15 01:00:00,406.0,0.0,159.0,50.0,36.0
2023-01-15 02:00:00,403.0,0.0,159.0,50.0,36.0
2023-01-15 03:00:00,402.0,0.0,160.0,50.0,36.0
2023-01-15 04:00:00,405.0,100.0,160.0,50.0,36.0
2023-01-15 05:00:00,405.0,200.0,160.0,50.0,33.0
2023-01-15 06:00:00,408.0,160.0,160.0,95.0,29.0
2023-01-15 07:00:00,408.0,160.0,160.0,122.0,21.0
2023-01-15 08:00:00,402.0,190.0,159.0,197.0,10.0
2023-01-15 09:00:00,402.0,200.0,159.0,264.0,3.0
2023-01-15 10:00:00,404.0,201.0,160.0,282.0,0.0
2023-01-15 11:00:00,416.0,201.0,160.0,277.0,0.0
2023-01-15 12:00:00,421.0,200.0,160.0,256.0,0.0
2023-01-15 13:00:00,435.0,200.0,160.0,230.0,2.0
2023-01-15 14:00:00,431.0,200.0,159.0,243.0,4.0
2023-01-15 15:00:00,418.0,200.0,159.0,303.0,4.0
2023-01-15 16:00:00,425.0,205.0,159.0,347.0,3.0
2023-01-15 17:00:00,430.0,202.0,159.0,330.0,3.0
2023-01-15 18:00:00,419.0,200.0,159.0,323.0,3.0
2023-01-15 19:00:00,417.0,200.0,159.0,320.0,4.0
2023-01-15 20:00:00,411.0,200.0,159.0,313.0,4.0
2023-01-15 21:00:00,418.0,200.0,159.0,310.0,5.0
2023-01-15 22:00:00,417.0,175.0,159.0,245.0,5.0
2023-01-15 23:00:00,416.0,0.0,159.0,169.0,3.0
2023-01-16 00:00:00,417.0,0.0,159.0,63.0,3.0
2023-01-16 01:00:00,419.0,0.0,159.0,37.0,2.0
2023-01-16 02:00:00,419.0,0.0,160.0,25.0,2.0
2023-01-16 03:00:00,412.0,0.0,160.0,29.0,3.0
2023-01-16 04:00:00,422.0,100.0,160.0,58.0,3.0
2023-01-16 05:00:00,416.0,200.0,160.0,77.0,2.0
2023-01-16 06:00:00,416.0,200.0,160.0,102.0,3.0
2023-01-16 07:00:00,412.0,200.0,160.0,138.0,3.0
2023-01-16 08:00:00,417.0,200.0,160.0,189.0,5.0
2023-01-16 09:00:00,408.0,200.0,159.0,205.0,5.0
2023-01-16 10:00:00,400.0,200.0,160.0,188.0,6.0
2023-01-16 11:00:00,400.0,200.0,158.0,205.0,16.0
2023-01-16 12:00:00,403.0,200.0,157.0,218.0,16.0
2023-01-16 13:00:00,410.0,200.0,156.0,217.0,15.0
2023-01-16 14:00:00,410.0,185.0,155.0,245.0,9.0
2023-01-16 15:00:00,405.0,167.0,155.0,276.0,7.0
2023-01-16 16:00:00,411.0,200.0,155.0,267.0,6.0
2023-01-16 17:00:00,414.0,200.0,155.0,246.0,5.0
2023-01-16 18:00:00,411.0,200.0,156.0,229.0,6.0
2023-01-16 19:00:00,410.0,200.0,157.0,194.0,7.0
2023-01-16 20:00:00,414.0,200.0,157.0,189.0,8.0
2023-01-16 21:00:00,414.0,200.0,157.0,311.0,6.0
2023-01-16 22:00:00,404.0,55.0,157.0,311.0,7.0
2023-01-16 23:00:00,404.0,0.0,156.0,212.0,7.0
2023-01-17 00:00:00,407.0,0.0,156.0,97.0,8.0
2023-01-17 01:00:00,410.0,0.0,156.0,45.0,11.0
2023-01-17 02:00:00,404.0,0.0,156.0,31.0,10.0
2023-01-17 03:00:00,407.0,0.0,156.0,25.0,7.0
2023-01-17 04:00:00,409.0,100.0,156.0,54.0,7.0
2023-01-17 05:00:00,408.0,199.0,156.0,68.0,11.0
2023-01-17 06:00:00,405.0,175.0,157.0,80.0,7.0
2023-01-17 07:00:00,410.0,190.0,157.0,87.0,6.0
2023-01-17 08:00:00,410.0,200.0,157.0,123.0,12.0
2023-01-17 09:00:00,407.0,200.0,157.0,136.0,8.0
2023-01-17 10:00:00,407.0,200.0,156.0,137.0,9.0
2023-01-17 11:00:00,406.0,200.0,156.0,139.0,8.0
2023-01-17 12:00:00,411.0,200.0,156.0,160.0,9.0
2023-01-17 13:00:00,408.0,201.0,157.0,185.0,6.0
2023-01-17 14:00:00,399.0,200.0,157.0,193.0,6.0
2023-01-17 15:00:00,403.0,200.0,157.0,221.0,8.0
2023-01-17 16:00:00,406.0,200.0,156.0,235.0,6.0
2023-01-17 17:00:00,407.0,183.0,157.0,227.0,9.0
2023-01-17 18:00:00,401.0,161.0,157.0,219.0,19.0
2023-01-17 19:00:00,398.0,178.0,157.0,182.0,26.0
2023-01-17 20:00:00,400.0,160.0,157.0,187.0,26.0
2023-01-17 21:00:00,399.0,180.0,158.0,303.0,19.0
2023-01-17 22:00:00,400.0,55.0,157.0,272.0,13.0
2023-01-17 23:00:00,404.0,0.0,157.0,162.0,14.0
2023-01-18 00:00:00,401.0,0.0,156.0,57.0,18.0
2023-01-18 01:00:00,411.0,0.0,157.0,9.0,14.0
2023-01-18 02:00:00,412.0,0.0,157.0,9.0,21.0
2023-01-18 03:00:00,411.0,0.0,157.0,9.0,33.0
2023-01-18 04:00:00,410.0,100.0,157.0,10.0,29.0
2023-01-18 05:00:00,416.0,200.0,157.0,27.0,27.0
2023-01-18 06:00:00,416.0,160.0,157.0,27.0,32.0
2023-01-18 07:00:00,412.0,160.0,157.0,55.0,30.0
2023-01-18 08:00:00,408.0,160.0,157.0,55.0,26.0
2023-01-18 09:00:00,408.0,160.0,157.0,58.0,31.0
2023-01-18 10:00:00,409.0,160.0,157.0,55.0,36.0
2023-01-18 11:00:00,404.0,160.0,157.0,65.0,36.0
2023-01-18 12:00:00,408.0,160.0,157.0,73.0,35.0
2023-01-18 13:00:00,402.0,160.0,158.0,90.0,35.0
