UTC time,coal,nat_gas,oil,hydro,wind
2023-01-01 00:00:00,376.0,0.0,159.0,224.0,15.0
2023-01-01 01:00:00,367.0,0.0,159.0,159.0,16.0
2023-01-01 02:00:00,360.0,0.0,159.0,102.0,17.0
2023-01-01 03:00:00,355.0,0.0,159.0,60.0,25.0
2023-01-01 04:00:00,357.0,0.0,159.0,46.0,23.0
2023-01-01 05:00:00,352.0,100.0,159.0,46.0,17.0
2023-01-01 06:00:00,353.0,200.0,159.0,76.0,10.0
2023-01-01 07:00:00,348.0,200.0,159.0,130.0,9.0
2023-01-01 08:00:00,357.0,200.0,159.0,120.0,6.0
2023-01-01 09:00:00,357.0,200.0,159.0,165.0,4.0
2023-01-01 10:00:00,367.0,200.0,159.0,207.0,4.0
2023-01-01 11:00:00,361.0,200.0,159.0,207.0,2.0
2023-01-01 12:00:00,358.0,200.0,159.0,207.0,1.0
2023-01-01 13:00:00,359.0,200.0,159.0,206.0,0.0
2023-01-01 14:00:00,357.0,200.0,159.0,234.0,0.0
2023-01-01 15:00:00,355.0,200.0,159.0,274.0,0.0
2023-01-01 16:00:00,360.0,200.0,158.0,285.0,0.0
2023-01-01 17:00:00,367.0,200.0,158.0,278.0,0.0
2023-01-01 18:00:00,362.0,200.0,158.0,244.0,0.0
2023-01-01 19:00:00,362.0,200.0,158.0,234.0,0.0
2023-01-01 20:00:00,361.0,200.0,159.0,225.0,0.0
2023-01-01 21:00:00,362.0,200.0,159.0,231.0,0.0
2023-01-01 22:00:00,359.0,170.0,159.0,180.0,0.0
2023-01-01 23:00:00,360.0,0.0,158.0,228.0,0.0
2023-01-02 00:00:00,362.0,0.0,158.0,164.0,0.0
2023-01-02 01:00:00,370.0,0.0,158.0,102.0,0.0
2023-01-02 02:00:00,370.0,0.0,159.0,46.0,0.0
2023-01-02 03:00:00,362.0,0.0,158.0,2.0,0.0
2023-01-02 04:00:00,339.0,0.0,158.0,37.0,0.0
2023-01-02 05:00:00,311.0,100.0,158.0,135.0,0.0
2023-01-02 06:00:00,309.0,200.0,158.0,94.0,0.0
2023-01-02 07:00:00,311.0,200.0,158.0,162.0,2.0
2023-01-02 08:00:00,310.0,200.0,158.0,235.0,2.0
2023-01-02 09:00:00,309.0,200.0,157.0,305.0,1.0
2023-01-02 10:00:00,301.0,200.0,158.0,327.0,0.0
2023-01-02 11:00:00,298.0,200.0,158.0,331.0,0.0
2023-01-02 12:00:00,292.0,200.0,158.0,323.0,0.0
2023-01-02 13:00:00,293.0,200.0,158.0,323.0,0.0
2023-01-02 14:00:00,293.0,200.0,158.0,330.0,0.0
2023-01-02 15:00:00,293.0,200.0,158.0,365.0,0.0
2023-01-02 16:00:00,294.0,200.0,158.0,401.0,0.0
2023-01-02 17:00:00,292.0,200.0,158.0,404.0,0.0
2023-01-02 18:00:00,293.0,200.0,158.0,388.0,0.0
2023-01-02 19:00:00,296.0,200.0,159.0,357.0,0.0
2023-01-02 20:00:00,297.0,200.0,158.0,356.0,0.0
2023-01-02 21:00:00,296.0,200.0,158.0,421.0,1.0
2023-01-02 22:00:00,295.0,170.0,158.0,428.0,0.0
2023-01-02 23:00:00,294.0,0.0,158.0,336.0,1.0
2023-01-03 00:00:00,296.0,0.0,158.0,272.0,2.0
2023-01-03 01:00:00,293.0,0.0,158.0,203.0,2.0
2023-01-03 02:00:00,289.0,0.0,158.0,150.0,7.0
2023-01-03 03:00:00,286.0,0.0,158.0,131.0,18.0
2023-01-03 04:00:00,288.0,0.0,158.0,148.0,18.0
2023-01-03 05:00:00,289.0,100.0,158.0,174.0,19.0
2023-01-03 06:00:00,288.0,200.0,158.0,178.0,13.0
2023-01-03 07:00:00,288.0,200.0,158.0,241.0,20.0
2023-01-03 08:00:00,289.0,200.0,157.0,273.0,15.0
2023-01-03 09:00:00,285.0,200.0,158.0,317.0,25.0
2023-01-03 10:00:00,281.0,200.0,158.0,319.0,23.0
2023-01-03 11:00:00,279.0,200.0,158.0,319.0,17.0
2023-01-03 12:00:00,282.0,200.0,158.0,319.0,20.0
2023-01-03 13:00:00,283.0,200.0,158.0,307.0,22.0
2023-01-03 14:00:00,283.0,200.0,158.0,323.0,28.0
2023-01-03 15:00:00,279.0,200.0,159.0,349.0,22.0
2023-01-03 16:00:00,278.0,200.0,158.0,371.0,23.0
2023-01-03 17:00:00,279.0,200.0,159.0,368.0,28.0
2023-01-03 18:00:00,277.0,200.0,159.0,351.0,30.0
2023-01-03 19:00:00,282.0,200.0,159.0,355.0,32.0
2023-01-03 20:00:00,281.0,200.0,159.0,355.0,35.0
2023-01-03 21:00:00,278.0,200.0,159.0,403.0,36.0
2023-01-03 22:00:00,281.0,175.0,159.0,403.0,36.0
2023-01-03 23:00:00,273.0,0.0,158.0,410.0,36.0
2023-01-04 00:00:00,278.0,0.0,158.0,305.0,36.0
2023-01-04 01:00:00,277.0,0.0,158.0,211.0,36.0
2023-01-04 02:00:00,279.0,0.0,158.0,155.0,36.0
2023-01-04 03:00:00,263.0,0.0,158.0,163.0,36.0
2023-01-04 04:00:00,147.0,100.0,158.0,319.0,36.0
2023-01-04 05:00:00,148.0,193.0,158.0,333.0,36.0
2023-01-04 06:00:00,148.0,200.0,158.0,337.0,36.0
2023-01-04 07:00:00,147.0,200.0,158.0,387.0,36.0
2023-01-04 08:00:00,147.0,201.0,157.0,429.0,36.0
2023-01-04 09:00:00,146.0,201.0,158.0,430.0,36.0
2023-01-04 10:00:00,147.0,201.0,158.0,431.0,36.0
2023-01-04 11:00:00,139.0,201.0,158.0,431.0,36.0
2023-01-04 12:00:00,138.0,201.0,158.0,427.0,36.0
2023-01-04 13:00:00,138.0,194.0,158.0,342.0,36.0
2023-01-04 14:00:00,137.0,190.0,159.0,364.0,36.0
2023-01-04 15:00:00,139.0,193.0,159.0,413.0,36.0
2023-01-04 16:00:00,139.0,206.0,158.0,430.0,36.0
2023-01-04 17:00:00,139.0,206.0,159.0,428.0,36.0
2023-01-04 18:00:00,139.0,204.0,159.0,404.0,36.0
2023-01-04 19:00:00,138.0,199.0,159.0,385.0,36.0
2023-01-04 20:00:00,139.0,190.0,160.0,377.0,35.0
2023-01-04 21:00:00,138.0,201.0,160.0,429.0,35.0
2023-01-04 22:00:00,140.0,199.0,160.0,430.0,29.0
2023-01-04 23:00:00,138.0,6.0,159.0,320.0,19.0
2023-01-05 00:00:00,138.0,0.0,159.0,205.0,11.0
2023-01-05 01:00:00,139.0,0.0,159.0,109.0,10.0
2023-01-05 02:00:00,140.0,0.0,160.0,57.0,12.0
2023-01-05 03:00:00,140.0,0.0,159.0,50.0,9.0
2023-01-05 04:00:00,139.0,100.0,159.0,71.0,11.0
2023-01-05 05:00:00,143.0,200.0,159.0,90.0,10.0
2023-01-05 06:00:00,143.0,190.0,160.0,111.0,15.0
2023-01-05 07:00:00,143.0,190.0,159.0,185.0,15.0
2023-01-05 08:00:00,143.0,190.0,160.0,246.0,9.0
2023-01-05 09:00:00,144.0,194.0,159.0,282.0,5.0
2023-01-05 10:00:00,143.0,190.0,158.0,276.0,7.0
2023-01-05 11:00:00,142.0,190.0,159.0,275.0,12.0
2023-01-05 12:00:00,142.0,190.0,159.0,271.0,9.0
2023-01-05 13:00:00,143.0,190.0,159.0,276.0,7.0
2023-01-05 14:00:00,168.0,190.0,160.0,278.0,8.0
2023-01-05 15:00:00,186.0,190.0,160.0,290.0,17.0
2023-01-05 16:00:00,205.0,190.0,161.0,317.0,23.0
2023-01-05 17:00:00,254.0,190.0,160.0,271.0,24.0
2023-01-05 18:00:00,268.0,190.0,161.0,218.0,32.0
2023-01-05 19:00:00,273.0,190.0,161.0,179.0,35.0
2023-01-05 20:00:00,271.0,190.0,161.0,168.0,35.0
2023-01-05 21:00:00,272.0,200.0,161.0,317.0,36.0
2023-01-05 22:00:00,242.0,200.0,161.0,336.0,36.0
2023-01-05 23:00:00,148.0,7.0,161.0,427.0,36.0
2023-01-06 00:00:00,153.0,0.0,161.0,425.0,36.0
2023-01-06 01:00:00,161.0,0.0,161.0,326.0,36.0
2023-01-06 02:00:00,161.0,0.0,161.0,251.0,36.0
2023-01-06 03:00:00,161.0,0.0,161.0,232.0,36.0
2023-01-06 04:00:00,157.0,0.0,161.0,260.0,36.0
2023-01-06 05:00:00,157.0,16.0,161.0,311.0,36.0
2023-01-06 06:00:00,157.0,177.0,160.0,316.0,36.0
2023-01-06 07:00:00,159.0,188.0,160.0,371.0,35.0
2023-01-06 08:00:00,161.0,200.0,160.0,403.0,35.0
2023-01-06 09:00:00,157.0,200.0,160.0,422.0,36.0
2023-01-06 10:00:00,161.0,201.0,160.0,425.0,36.0
2023-01-06 11:00:00,165.0,201.0,161.0,409.0,36.0
2023-01-06 12:00:00,185.0,201.0,161.0,395.0,36.0
2023-01-06 13:00:00,186.0,201.0,161.0,423.0,36.0
2023-01-06 14:00:00,198.0,201.0,161.0,425.0,36.0
2023-01-06 15:00:00,202.0,211.0,161.0,425.0,36.0
2023-01-06 16:00:00,209.0,204.0,160.0,424.0,36.0
2023-01-06 17:00:00,206.0,204.0,161.0,411.0,36.0
2023-01-06 18:00:00,222.0,201.0,160.0,367.0,31.0
2023-01-06 19:00:00,223.0,201.0,160.0,359.0,36.0
2023-01-06 20:00:00,229.0,201.0,160.0,341.0,36.0
2023-01-06 21:00:00,236.0,201.0,160.0,364.0,36.0
2023-01-06 22:00:00,238.0,200.0,160.0,364.0,36.0
2023-01-06 23:00:00,234.0,7.0,159.0,318.0,0.0
2023-01-07 00:00:00,236.0,0.0,159.0,278.0,0.0
2023-01-07 01:00:00,237.0,0.0,159.0,191.0,0.0
2023-01-07 02:00:00,236.0,0.0,159.0,143.0,0.0
2023-01-07 03:00:00,233.0,0.0,159.0,126.0,0.0
2023-01-07 04:00:00,233.0,0.0,159.0,131.0,0.0
2023-01-07 05:00:00,230.0,0.0,159.0,169.0,0.0
2023-01-07 06:00:00,228.0,100.0,159.0,207.0,0.0
2023-01-07 07:00:00,229.0,200.0,159.0,220.0,0.0
2023-01-07 08:00:00,226.0,205.0,159.0,257.0,0.0
2023-01-07 09:00:00,235.0,201.0,159.0,285.0,0.0
2023-01-07 10:00:00,251.0,193.0,159.0,296.0,0.0
2023-01-07 11:00:00,280.0,170.0,159.0,279.0,0.0
2023-01-07 12:00:00,282.0,170.0,160.0,259.0,0.0
2023-01-07 13:00:00,338.0,170.0,159.0,221.0,0.0
2023-01-07 14:00:00,363.0,170.0,159.0,218.0,0.0
2023-01-07 15:00:00,356.0,170.0,159.0,242.0,0.0
2023-01-07 16:00:00,353.0,170.0,158.0,274.0,0.0
2023-01-07 17:00:00,343.0,170.0,159.0,291.0,0.0
2023-01-07 18:00:00,337.0,170.0,159.0,284.0,0.0
2023-01-07 19:00:00,332.0,170.0,159.0,277.0,0.0
2023-01-07 20:00:00,324.0,170.0,159.0,279.0,0.0
2023-01-07 21:00:00,333.0,192.0,159.0,356.0,0.0
2023-01-07 22:00:00,337.0,200.0,159.0,361.0,0.0
2023-01-07 23:00:00,337.0,7.0,158.0,281.0,0.0
2023-01-08 00:00:00,340.0,0.0,158.0,186.0,0.0
2023-01-08 01:00:00,340.0,0.0,159.0,105.0,0.0
2023-01-08 02:00:00,338.0,0.0,159.0,56.0,1.0
2023-01-08 03:00:00,338.0,0.0,159.0,49.0,0.0
2023-01-08 04:00:00,342.0,0.0,158.0,53.0,0.0
2023-01-08 05:00:00,341.0,0.0,158.0,88.0,0.0
2023-01-08 06:00:00,340.0,51.0,158.0,138.0,0.0
2023-01-08 07:00:00,339.0,40.0,158.0,254.0,0.0
2023-01-08 08:00:00,339.0,171.0,157.0,289.0,0.0
2023-01-08 09:00:00,341.0,170.0,158.0,325.0,0.0
2023-01-08 10:00:00,342.0,170.0,159.0,325.0,0.0
2023-01-08 11:00:00,342.0,170.0,159.0,316.0,0.0
