datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-06-27 00:00:00,4.420994307465659,289.4527752340289,288.8692587325986,0.6761094840047257,1.1268481934521049,19.35016,10292.08723,1264.1825,25.50652,1334.42611,11036.26032,4055.50001,3049.81463
2023-06-27 01:00:00,4.420994307465659,289.4527752340289,288.8692587325986,0.6761094840047257,1.1268481934521049,19.89047,9813.28957,1262.00098,26.44855,1024.38011,6677.44015,4104.37002,3086.56582
2023-06-27 02:00:00,4.420994307465659,289.4527752340289,288.8692587325986,0.6761094840047257,1.1268481934521049,20.51841,9064.63392,1265.61857,32.18484,938.1177,1746.82992,4250.09986,3196.15749
2023-06-27 03:00:00,4.420994307465659,289.4527752340289,288.8692587325986,0.6761094840047257,1.1268481934521049,21.62588,7911.83409,1273.10022,15.95833,906.15674,6.09,4194.18994,3154.11214
2023-06-27 04:00:00,4.360785399273416,289.2418898987196,288.7931353405745,0.6761094840047257,1.1268481934521049,23.36565,6885.79054,1311.45297,3.83723,964.30486,0.0,4226.60997,3178.49263
2023-06-27 05:00:00,4.360785399273416,289.2418898987196,288.7931353405745,0.6761094840047257,1.1268481934521049,24.01666,5978.1301,1323.62345,0.0341,995.23815,0.0,4272.14995,3212.73958
2023-06-27 06:00:00,4.360785399273416,289.2418898987196,288.7931353405745,0.6761094840047257,1.1268481934521049,25.26617,5462.57642,1329.56938,0.0,910.79161,0.0,4312.40004,3243.00843
2023-06-27 07:00:00,4.583501308539685,289.2717757978668,288.8100233205521,0.338057994899146,2.0354267410393336,25.74311,5162.26856,1334.50172,0.0,878.40053,0.0,4406.75985,3313.96884
2023-06-27 08:00:00,4.583501308539685,289.2717757978668,288.8100233205521,0.338057994899146,2.0354267410393336,26.27127,5323.30688,1332.36417,12.84049,972.29971,0.0,4367.38994,3284.3619
2023-06-27 09:00:00,4.583501308539685,289.2717757978668,288.8100233205521,0.338057994899146,2.0354267410393336,26.01369,5801.33661,1345.8494,15.73352,1048.03502,0.0,4311.54997,3242.36916
2023-06-27 10:00:00,4.556438010838653,289.9212858445877,289.3413156280644,0.0090529265424887,2.686536635440836,25.02927,6057.7311,1340.72023,15.69453,1067.55471,0.0,4189.35991,3150.47986
2023-06-27 11:00:00,4.556438010838653,289.9212858445877,289.3413156280644,0.0090529265424887,2.686536635440836,23.1143,6597.00476,1348.75394,15.04577,1050.66647,0.0,3994.88993,3004.23467
2023-06-27 12:00:00,4.556438010838653,289.9212858445877,289.3413156280644,0.0090529265424887,2.686536635440836,23.02483,7206.73831,1359.87055,14.47868,1041.67908,45.7,3730.67991,2805.54362
2023-06-27 13:00:00,4.9069580029987465,291.1844188300769,289.99135075360795,30.71311950870512,3.25285439873966,22.59099,7570.03942,1370.56739,12.67358,971.16241,2600.84998,3335.16994,2508.11245
2023-06-27 14:00:00,4.9069580029987465,291.1844188300769,289.99135075360795,30.71311950870512,3.25285439873966,22.06991,8068.78023,1376.80487,10.91129,966.97837,8045.61019,2753.96989,2071.03874
2023-06-27 15:00:00,4.9069580029987465,291.1844188300769,289.99135075360795,30.71311950870512,3.25285439873966,21.85067,8426.89474,1384.49296,16.34537,1031.74603,11741.30028,2145.65004,1613.57042
2023-06-27 16:00:00,5.23868907887957,292.5833705299653,290.5264901688314,287.88953669152966,3.885320472642949,21.72906,8440.14335,1389.36482,13.74113,1125.55131,13072.47973,1692.71995,1272.95822
2023-06-27 17:00:00,5.23868907887957,292.5833705299653,290.5264901688314,287.88953669152966,3.885320472642949,23.78043,8460.3828,1396.2375,19.55872,1153.41161,13704.60991,1415.58995,1064.55108
2023-06-27 18:00:00,5.23868907887957,292.5833705299653,290.5264901688314,287.88953669152966,3.885320472642949,23.7318,8756.55197,1398.11503,30.92454,1227.49595,14054.69957,1301.35996,978.64792
2023-06-27 19:00:00,5.615175426127106,292.5379616594859,290.8671756204984,392.24388147730855,4.835756634257094,21.54102,8871.33734,1411.86434,44.18814,1240.37215,14132.87994,1378.38003,1036.5685
2023-06-27 20:00:00,5.615175426127106,292.5379616594859,290.8671756204984,392.24388147730855,4.835756634257094,20.70964,9111.91387,1434.43049,43.59929,1431.59015,14080.09039,1670.57998,1256.30853
2023-06-27 21:00:00,5.615175426127106,292.5379616594859,290.8671756204984,392.24388147730855,4.835756634257094,19.66033,9355.34812,1421.65684,53.55461,1655.41157,13935.27951,2076.47007,1561.54575
