UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
2023-08-26 00:00:00,2023-08-28 00:48:23,3.0,2.0,8544.0,3309.0,3.0,1161.0,0.0,450.0,562.0
2023-08-26 01:00:00,2023-08-28 00:48:23,3.0,2.0,8331.0,3310.0,3.0,1131.0,0.0,436.0,552.0
2023-08-26 02:00:00,2023-08-28 00:48:23,3.0,0.0,7994.0,3309.0,3.0,1049.0,0.0,399.0,537.0
2023-08-26 03:00:00,2023-08-28 00:48:23,3.0,0.0,7352.0,3297.0,2.0,927.0,0.0,386.0,545.0
2023-08-26 04:00:00,2023-08-28 00:48:23,3.0,0.0,6716.0,3305.0,0.0,998.0,0.0,381.0,548.0
2023-08-26 05:00:00,2023-08-28 00:48:23,3.0,0.0,6413.0,3316.0,0.0,825.0,0.0,338.0,538.0
2023-08-26 06:00:00,2023-08-28 00:48:23,3.0,0.0,6208.0,3310.0,0.0,659.0,0.0,290.0,551.0
2023-08-26 07:00:00,2023-08-28 00:48:23,3.0,0.0,6188.0,3316.0,0.0,672.0,0.0,241.0,548.0
2023-08-26 08:00:00,2023-08-28 00:48:23,3.0,0.0,6141.0,3315.0,0.0,654.0,0.0,190.0,540.0
2023-08-26 09:00:00,2023-08-28 00:48:23,3.0,0.0,6267.0,3319.0,0.0,665.0,0.0,141.0,536.0
2023-08-26 10:00:00,2023-08-28 00:48:23,3.0,1.0,6576.0,3334.0,0.0,676.0,0.0,132.0,547.0
2023-08-26 11:00:00,2023-08-28 00:48:23,3.0,0.0,6611.0,3321.0,3.0,701.0,7.0,172.0,551.0
2023-08-26 12:00:00,2023-08-28 00:48:23,3.0,0.0,7041.0,3327.0,46.0,758.0,47.0,155.0,560.0
2023-08-26 13:00:00,2023-08-28 00:48:23,3.0,0.0,7492.0,3329.0,72.0,805.0,99.0,129.0,542.0
2023-08-26 14:00:00,2023-08-28 00:48:23,3.0,0.0,7665.0,3326.0,91.0,791.0,169.0,103.0,546.0
2023-08-26 15:00:00,2023-08-28 00:48:23,3.0,0.0,7686.0,3313.0,91.0,771.0,241.0,84.0,557.0
2023-08-26 16:00:00,2023-08-28 00:48:23,3.0,0.0,8193.0,3338.0,91.0,771.0,293.0,82.0,574.0
2023-08-26 17:00:00,2023-08-28 00:48:23,3.0,0.0,8418.0,3319.0,83.0,786.0,356.0,80.0,566.0
2023-08-26 18:00:00,2023-08-28 00:48:23,3.0,0.0,8691.0,3326.0,83.0,794.0,389.0,118.0,577.0
2023-08-26 19:00:00,2023-08-28 00:48:23,3.0,0.0,9077.0,3340.0,78.0,831.0,372.0,112.0,585.0
2023-08-26 20:00:00,2023-08-28 00:48:23,3.0,0.0,9592.0,3322.0,95.0,908.0,323.0,127.0,575.0
2023-08-26 21:00:00,2023-08-28 00:48:23,3.0,0.0,9681.0,3321.0,96.0,1373.0,242.0,136.0,568.0
2023-08-26 22:00:00,2023-08-28 00:48:23,3.0,0.0,10149.0,3320.0,68.0,1548.0,132.0,99.0,578.0
2023-08-26 23:00:00,2023-08-28 00:48:23,3.0,0.0,10273.0,3313.0,53.0,1565.0,46.0,60.0,571.0
