,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
0,2023-08-21 00:00:00,2023-08-23 15:25:34,3.0,385.95,379.0,1601.0,300.0,93.0,12.0,212.0
1,2023-08-21 01:00:00,2023-08-23 15:25:34,3.0,384.32,379.0,1602.0,300.0,89.0,21.0,200.0
2,2023-08-21 02:00:00,2023-08-23 15:25:34,3.0,393.61,388.0,1605.0,298.0,32.0,34.0,215.0
3,2023-08-21 03:00:00,2023-08-23 15:25:34,3.0,372.45,388.0,1616.0,470.0,0.0,40.0,215.0
4,2023-08-21 04:00:00,2023-08-23 15:25:34,3.0,373.67,390.0,1619.0,482.0,0.0,19.0,211.0
5,2023-08-21 05:00:00,2023-08-23 15:25:34,3.0,374.65,391.0,1564.0,477.0,0.0,17.0,208.0
6,2023-08-21 06:00:00,2023-08-23 15:25:34,3.0,401.95,393.0,1626.0,297.0,0.0,19.0,221.0
7,2023-08-21 07:00:00,2023-08-23 15:25:34,3.0,443.64,383.0,1624.0,60.0,0.0,6.0,211.0
8,2023-08-21 08:00:00,2023-08-23 15:25:34,3.0,450.87,375.0,1345.0,59.0,0.0,2.0,164.0
9,2023-08-21 09:00:00,2023-08-23 15:25:34,3.0,459.9,376.0,1130.0,59.0,0.0,2.0,146.0
10,2023-08-21 10:00:00,2023-08-23 15:25:34,3.0,449.95,371.0,1103.0,59.0,0.0,39.0,138.0
11,2023-08-21 11:00:00,2023-08-23 15:25:34,3.0,454.15,370.0,1045.0,59.0,0.0,33.0,137.0
12,2023-08-21 12:00:00,2023-08-23 15:25:34,3.0,447.43,363.0,944.0,59.0,0.0,72.0,143.0
13,2023-08-21 13:00:00,2023-08-23 15:25:34,3.0,440.91,366.0,1222.0,59.0,0.0,72.0,206.0
14,2023-08-21 14:00:00,2023-08-23 15:25:34,3.0,433.37,390.0,1283.0,60.0,11.0,102.0,204.0
15,2023-08-21 15:00:00,2023-08-23 15:25:34,3.0,417.43,435.0,1287.0,60.0,111.0,116.0,202.0
16,2023-08-21 16:00:00,2023-08-23 15:25:34,3.0,411.4,434.0,1079.0,60.0,193.0,73.0,168.0
17,2023-08-21 17:00:00,2023-08-23 15:25:34,3.0,359.12,404.0,887.0,60.0,415.0,93.0,150.0
18,2023-08-21 18:00:00,2023-08-23 15:25:34,3.0,286.97,400.0,871.0,60.0,871.0,145.0,164.0
19,2023-08-21 19:00:00,2023-08-23 15:25:34,3.0,257.49,389.0,767.0,60.0,1027.0,196.0,153.0
20,2023-08-21 20:00:00,2023-08-23 15:25:34,3.0,265.32,390.0,756.0,60.0,927.0,217.0,153.0
21,2023-08-21 21:00:00,2023-08-23 15:25:34,3.0,251.45,380.0,752.0,61.0,1035.0,224.0,153.0
22,2023-08-21 22:00:00,2023-08-23 15:25:34,3.0,270.85,394.0,767.0,62.0,888.0,213.0,152.0
23,2023-08-21 23:00:00,2023-08-23 15:25:34,3.0,278.47,398.0,805.0,61.0,878.0,197.0,172.0
