,UTC time,carbon_intensity,coal,nat_gas,hydro,solar,wind,other
0,2023-08-01 00:00:00,382.71,898.0,2330.0,525.0,325.0,71.0,225.0
1,2023-08-01 01:00:00,398.27,881.0,2238.0,509.0,181.0,56.0,236.0
2,2023-08-01 02:00:00,401.24,792.0,2027.0,495.0,107.0,51.0,237.0
3,2023-08-01 03:00:00,415.6,757.0,1889.0,425.0,13.0,68.0,224.0
4,2023-08-01 04:00:00,404.55,674.0,1851.0,418.0,0.0,105.0,211.0
5,2023-08-01 05:00:00,397.34,535.0,1878.0,417.0,0.0,40.0,219.0
6,2023-08-01 06:00:00,459.56,602.0,1758.0,54.0,0.0,53.0,223.0
7,2023-08-01 07:00:00,439.19,458.0,1736.0,47.0,0.0,75.0,197.0
8,2023-08-01 08:00:00,426.69,433.0,1740.0,0.0,0.0,163.0,161.0
9,2023-08-01 09:00:00,433.63,457.0,1836.0,0.0,0.0,130.0,170.0
10,2023-08-01 10:00:00,443.58,435.0,1509.0,0.0,0.0,100.0,135.0
11,2023-08-01 11:00:00,451.34,404.0,1477.0,0.0,0.0,46.0,131.0
12,2023-08-01 12:00:00,452.38,403.0,1578.0,0.0,0.0,23.0,134.0
13,2023-08-01 13:00:00,447.95,400.0,1739.0,0.0,0.0,18.0,148.0
14,2023-08-01 14:00:00,440.35,407.0,1825.0,0.0,18.0,44.0,190.0
15,2023-08-01 15:00:00,410.63,440.0,1789.0,0.0,195.0,76.0,184.0
16,2023-08-01 16:00:00,351.19,422.0,1742.0,41.0,566.0,77.0,156.0
17,2023-08-01 17:00:00,338.87,422.0,1392.0,44.0,654.0,70.0,166.0
18,2023-08-01 18:00:00,355.45,438.0,1529.0,45.0,573.0,74.0,212.0
19,2023-08-01 19:00:00,364.58,638.0,1622.0,44.0,707.0,69.0,180.0
20,2023-08-01 20:00:00,391.06,798.0,1841.0,44.0,611.0,98.0,211.0
21,2023-08-01 21:00:00,397.33,799.0,1917.0,44.0,568.0,95.0,245.0
22,2023-08-01 22:00:00,353.57,786.0,2080.0,226.0,802.0,135.0,260.0
23,2023-08-01 23:00:00,371.14,797.0,2171.0,267.0,555.0,147.0,256.0
