datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-08-10 00:00:00,2023-08-13 18:01:21,3.0,3.96993222496844,295.43973623006946,279.3591442667991,198.7654289438124,0.0899137796455701,317.54686,1517.32659,250.43707,9186.91994,2734.07006,1636.23578
2023-08-10 01:00:00,2023-08-13 18:01:21,3.0,3.96993222496844,295.43973623006946,279.3591442667991,198.7654289438124,0.0899137796455701,309.21106,1607.88455,251.33275,4492.04007,2854.47996,1708.29647
2023-08-10 02:00:00,2023-08-13 18:01:21,3.0,3.96993222496844,295.43973623006946,279.3591442667991,198.7654289438124,0.0899137796455701,311.29264,1666.21603,317.55758,723.85999,2848.10007,1704.47835
2023-08-10 03:00:00,2023-08-13 18:01:21,3.0,3.96993222496844,295.43973623006946,279.3591442667991,198.7654289438124,0.0899137796455701,328.0741,1667.93947,368.30464,0.0,2834.85987,1696.5546
2023-08-10 04:00:00,2023-08-13 18:01:21,3.0,2.643764317321759,292.8972573731548,280.02368961271264,198.7654289438124,0.0899137796455701,358.36746,1661.45531,334.01563,0.0,2841.90986,1700.77375
2023-08-10 05:00:00,2023-08-13 18:01:21,3.0,2.643764317321759,292.8972573731548,280.02368961271264,198.7654289438124,0.0899137796455701,377.27953,1640.34462,286.48904,0.0,2822.37997,1689.08586
2023-08-10 06:00:00,2023-08-13 18:01:21,3.0,2.643764317321759,292.8972573731548,280.02368961271264,198.7654289438124,0.0899137796455701,382.0263,1621.00057,248.90584,0.0,2792.28997,1671.07815
2023-08-10 07:00:00,2023-08-13 18:01:21,3.0,2.251270974157697,291.5964466927312,280.1216701980952,99.38257388945472,0.0998190805491268,372.75654,1554.6912,200.07832,0.0,2669.96989,1597.87429
2023-08-10 08:00:00,2023-08-13 18:01:21,3.0,2.251270974157697,291.5964466927312,280.1216701980952,99.38257388945472,0.0998190805491268,370.47795,1555.44247,110.04903,0.0,2669.76006,1597.74871
2023-08-10 09:00:00,2023-08-13 18:01:21,3.0,2.251270974157697,291.5964466927312,280.1216701980952,99.38257388945472,0.0998190805491268,375.20033,1532.30665,27.33888,0.0,2621.7401,1569.01062
2023-08-10 10:00:00,2023-08-13 18:01:21,3.0,1.9948719624011573,290.553869500122,280.2423542916817,0.0,0.1381912528632705,368.41249,1435.18712,0.0,0.0,2608.72989,1561.2245
2023-08-10 11:00:00,2023-08-13 18:01:21,3.0,1.9948719624011573,290.553869500122,280.2423542916817,0.0,0.1381912528632705,363.07729,1317.91467,0.0,0.0,2618.94999,1567.34084
2023-08-10 12:00:00,2023-08-13 18:01:21,3.0,1.9948719624011573,290.553869500122,280.2423542916817,0.0,0.1381912528632705,349.65772,1254.49587,4.16538,0.07,2540.40998,1520.33767
2023-08-10 13:00:00,2023-08-13 18:01:21,3.0,1.868915388226928,293.2433715452386,280.27566224953733,0.0,0.3151340706534873,357.75411,1201.71509,0.0,809.00997,2321.21996,1389.16087
2023-08-10 14:00:00,2023-08-13 18:01:21,3.0,1.868915388226928,293.2433715452386,280.27566224953733,0.0,0.3151340706534873,360.17614,1134.93488,2.31276,4234.53012,1969.95002,1178.93932
2023-08-10 15:00:00,2023-08-13 18:01:21,3.0,1.868915388226928,293.2433715452386,280.27566224953733,0.0,0.3151340706534873,360.50573,1080.37111,0.0,8198.73986,1609.21997,963.05626
2023-08-10 16:00:00,2023-08-13 18:01:21,3.0,2.967704995614337,296.7025002179955,280.5124778986702,66.5427548661981,0.4364004132235654,351.8647,1010.83779,0.0,10257.58995,1368.11007,818.76126
2023-08-10 17:00:00,2023-08-13 18:01:21,3.0,2.967704995614337,296.7025002179955,280.5124778986702,66.5427548661981,0.4364004132235654,331.81949,995.40188,7.47349,11091.18977,1196.83997,716.26269
2023-08-10 18:00:00,2023-08-13 18:01:21,3.0,2.967704995614337,296.7025002179955,280.5124778986702,66.5427548661981,0.4364004132235654,298.1213,1007.63772,2.88702,11505.65953,1116.58001,668.23019
2023-08-10 19:00:00,2023-08-13 18:01:21,3.0,4.065272674722863,298.47703749243584,281.6110666253116,275.5949448085427,0.4510018643409493,293.08962,1130.75231,8.42559,11612.23978,1159.54997,693.94606
2023-08-10 20:00:00,2023-08-13 18:01:21,3.0,4.065272674722863,298.47703749243584,281.6110666253116,275.5949448085427,0.4510018643409493,305.54732,1196.55942,47.70539,11532.51955,1315.36998,787.19834
2023-08-10 21:00:00,2023-08-13 18:01:21,3.0,4.065272674722863,298.47703749243584,281.6110666253116,275.5949448085427,0.4510018643409493,311.55701,1268.76193,109.43792,11274.70974,1611.67008,964.52255
2023-08-10 22:00:00,2023-08-13 18:01:21,3.0,4.539177079465405,297.71573334969,282.4069998771805,740.9554724486684,0.4890521483961035,319.39715,1310.52289,142.63464,10791.79964,1986.15003,1188.6344
2023-08-10 23:00:00,2023-08-13 18:01:21,3.0,4.539177079465405,297.71573334969,282.4069998771805,740.9554724486684,0.4890521483961035,315.85863,1395.89427,189.16276,9977.54975,2377.58996,1422.89615
2023-08-11 00:00:00,2023-08-13 18:01:21,3.0,4.539177079465405,297.71573334969,282.4069998771805,740.9554724486684,0.4890521483961035,262.74785,1408.24886,148.61974,4475.01347,1656.86024,1189.81727
2023-08-11 01:00:00,2023-08-13 18:01:21,3.0,3.3625326986593143,294.0296595968689,282.90814025368445,655.6695632043418,0.5290803383002959,249.76928,1522.47522,159.0033,3268.7332,1605.28616,1285.65031
2023-08-11 02:00:00,2023-08-13 18:01:21,3.0,3.3625326986593143,294.0296595968689,282.90814025368445,655.6695632043418,0.5290803383002959,247.92524,1604.87065,225.63994,1587.78438,1561.45324,1375.98146
2023-08-11 03:00:00,2023-08-13 18:01:21,3.0,3.3625326986593143,294.0296595968689,282.90814025368445,655.6695632043418,0.5290803383002959,261.14215,1630.27689,273.21107,455.56821,1429.30374,1468.40149
