datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-08-06 00:00:00,3.31921109144896,296.7619360071575,274.4805218199208,238.6207701004216,0.0,336.59337,1295.3448,255.11702,10526.19011,2769.04013,1657.16402
2023-08-06 01:00:00,3.31921109144896,296.7619360071575,274.4805218199208,238.6207701004216,0.0,329.87125,1425.78477,241.24865,5663.26988,3059.00002,1830.69386
2023-08-06 02:00:00,3.31921109144896,296.7619360071575,274.4805218199208,238.6207701004216,0.0,333.31724,1524.60114,282.74357,1082.93999,3305.63993,1978.29836
2023-08-06 03:00:00,3.31921109144896,296.7619360071575,274.4805218199208,238.6207701004216,0.0,351.33765,1567.02952,312.91655,0.01,3504.5001,2097.30852
2023-08-06 04:00:00,2.633258624452981,293.86832984624255,274.8122054380991,238.6207701004216,0.0,380.97047,1598.79982,272.29228,0.0,3602.10989,2155.72422
2023-08-06 05:00:00,2.633258624452981,293.86832984624255,274.8122054380991,238.6207701004216,0.0,398.27382,1610.33165,228.54828,0.0,3621.84992,2167.53787
2023-08-06 06:00:00,2.633258624452981,293.86832984624255,274.8122054380991,238.6207701004216,0.0,400.85015,1611.1273,196.58982,0.0,3567.26007,2134.86795
2023-08-06 07:00:00,2.526913825871835,292.46368818701865,274.0830067289089,119.3110267035891,0.0,389.36439,1547.14814,163.00087,0.0,3533.91008,2114.90927
2023-08-06 08:00:00,2.526913825871835,292.46368818701865,274.0830067289089,119.3110267035891,0.0,385.47548,1542.98099,90.25667,0.0,3362.02993,2012.04561
2023-08-06 09:00:00,2.526913825871835,292.46368818701865,274.0830067289089,119.3110267035891,0.0,391.03917,1514.53036,28.98895,0.0,3168.29004,1896.09973
2023-08-06 10:00:00,2.280562636270578,291.35413133214865,273.6760674313473,0.0,0.0,385.91897,1420.47284,0.0,0.0,2947.66002,1764.06115
2023-08-06 11:00:00,2.280562636270578,291.35413133214865,273.6760674313473,0.0,0.0,383.50726,1305.53128,0.0,0.0,2702.54006,1617.36628
2023-08-06 12:00:00,2.280562636270578,291.35413133214865,273.6760674313473,0.0,0.0,372.85835,1252.29525,14.68735,0.21,2422.37999,1449.70126
2023-08-06 13:00:00,1.6371508360902638,296.26314632539777,273.9329324830601,0.0,0.0,381.86079,1201.52926,3.11512,1387.66999,2089.36995,1250.40756
2023-08-06 14:00:00,1.6371508360902638,296.26314632539777,273.9329324830601,0.0,0.0,383.26683,1140.68284,2.67536,6374.75987,1692.89993,1013.1355
2023-08-06 15:00:00,1.6371508360902638,296.26314632539777,273.9329324830601,0.0,0.0,382.21197,1083.93741,0.0,11021.63973,1277.91997,764.78595
2023-08-06 16:00:00,2.484177037486768,301.4727045406581,273.1976658586734,96.8828025237404,0.0,372.39051,998.96903,0.0,12681.99034,947.27999,566.91064
2023-08-06 17:00:00,2.484177037486768,301.4727045406581,273.1976658586734,96.8828025237404,0.0,350.44781,962.54084,0.22951,13302.73975,741.02998,443.47794
2023-08-06 18:00:00,2.484177037486768,301.4727045406581,273.1976658586734,96.8828025237404,0.0,315.49064,944.02192,0.0,13611.15971,677.32003,405.34999
2023-08-06 19:00:00,3.661678467476072,304.6361442050467,271.6973662365119,377.7142817282327,0.0,309.41217,1025.38809,11.37343,13705.42986,788.49002,471.88095
2023-08-06 20:00:00,3.661678467476072,304.6361442050467,271.6973662365119,377.7142817282327,0.0,321.86673,1055.12232,55.84871,13682.02958,1051.18001,629.09081
2023-08-06 21:00:00,3.661678467476072,304.6361442050467,271.6973662365119,377.7142817282327,0.0,329.54721,1100.0814,125.25748,13547.40011,1428.05002,854.63301
2023-08-06 22:00:00,4.437427856165137,304.6577087688757,271.50417013786404,998.0326951927678,0.0,339.26377,1124.62033,163.17713,13167.4197,1890.02999,1131.11026
2023-08-06 23:00:00,4.437427856165137,304.6577087688757,271.50417013786404,998.0326951927678,0.0,338.32375,1204.82699,204.38391,12442.30036,2364.92007,1415.3137
2023-08-07 00:00:00,4.437427856165137,304.6577087688757,271.50417013786404,998.0326951927678,0.0,276.66113,1254.07171,153.15444,5695.35185,1609.60507,1319.98482
2023-08-07 01:00:00,3.274403261670532,297.94897853912926,273.9494194356324,903.3759289717774,0.000354313079994,264.86133,1390.51576,154.25984,4267.52217,1559.65602,1476.78071
2023-08-07 02:00:00,3.274403261670532,297.94897853912926,273.9494194356324,903.3759289717774,0.000354313079994,264.01401,1495.78478,207.6358,2248.88558,1517.26217,1622.65515
2023-08-07 03:00:00,3.274403261670532,297.94897853912926,273.9494194356324,903.3759289717774,0.000354313079994,278.13593,1545.08083,244.38651,876.91299,1388.82395,1768.34893
2023-08-07 04:00:00,2.373055221098408,294.9257129745121,274.3107552413919,236.01523356972456,0.000708626159988,309.84719,1585.63704,235.67207,0.0,1314.89948,1823.00104
2023-08-07 05:00:00,2.373055221098408,294.9257129745121,274.3107552413919,236.01523356972456,0.000708626159988,332.21257,1607.79866,216.33104,0.0,1228.11194,1875.27629
2023-08-07 06:00:00,2.373055221098408,294.9257129745121,274.3107552413919,236.01523356972456,0.000708626159988,341.61846,1618.60768,202.339,0.0,1132.99907,1895.71521
