datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-08-15 00:00:00,2023-08-21 20:44:56,3.0,3.1285309620451045,298.44291056394616,278.865960500464,200.9307944049437,0.0013591280974074,576.65137,1815.80253,267.88735,8490.20988,665.30001,398.15646
2023-08-15 01:00:00,2023-08-21 20:44:56,3.0,3.1285309620451045,298.44291056394616,278.865960500464,200.9307944049437,0.0013591280974074,597.30803,1926.79004,266.92022,3869.55994,884.92,529.59059
2023-08-15 02:00:00,2023-08-21 20:44:56,3.0,3.1285309620451045,298.44291056394616,278.865960500464,200.9307944049437,0.0013591280974074,615.38991,2003.0152,333.59184,504.79999,1137.92997,681.00732
2023-08-15 03:00:00,2023-08-21 20:44:56,3.0,3.1285309620451045,298.44291056394616,278.865960500464,200.9307944049437,0.0013591280974074,664.66978,2011.49552,385.3817,0.0,1301.06001,778.63437
2023-08-15 04:00:00,2023-08-21 20:44:56,3.0,2.2114365883869995,296.3500006252284,279.34413504460906,200.9307944049437,0.0013591280974074,703.28585,2017.01937,346.94777,0.0,1340.62004,802.30953
2023-08-15 05:00:00,2023-08-21 20:44:56,3.0,2.2114365883869995,296.3500006252284,279.34413504460906,200.9307944049437,0.0013591280974074,684.35113,2019.41396,297.63273,0.0,1299.79001,777.87433
2023-08-15 06:00:00,2023-08-21 20:44:56,3.0,2.2114365883869995,296.3500006252284,279.34413504460906,200.9307944049437,0.0013591280974074,634.72019,2026.73307,258.06029,0.0,1236.20001,739.81816
2023-08-15 07:00:00,2023-08-21 20:44:56,3.0,1.8560016768343668,295.0446697320598,279.33774914893417,100.46542185041828,0.0020381312198528,570.8645,1982.41135,208.52814,0.0,882.82997,528.33978
2023-08-15 08:00:00,2023-08-21 20:44:56,3.0,1.8560016768343668,295.0446697320598,279.33774914893417,100.46542185041828,0.0020381312198528,526.16529,2040.5753,115.96075,0.0,810.59996,485.1129
2023-08-15 09:00:00,2023-08-21 20:44:56,3.0,1.8560016768343668,295.0446697320598,279.33774914893417,100.46542185041828,0.0020381312198528,516.03378,2052.20605,30.28747,0.0,701.68001,419.9285
2023-08-15 10:00:00,2023-08-21 20:44:56,3.0,1.7098415497287027,294.3876891177091,279.3954487056568,0.0,0.0020381312198528,506.7275,1962.19423,0.0,0.0,592.58002,354.63635
2023-08-15 11:00:00,2023-08-21 20:44:56,3.0,1.7098415497287027,294.3876891177091,279.3954487056568,0.0,0.0020381312198528,505.89562,1836.58087,0.0,0.0,514.95001,308.17778
2023-08-15 12:00:00,2023-08-21 20:44:56,3.0,1.7098415497287027,294.3876891177091,279.3954487056568,0.0,0.0020381312198528,496.77067,1778.339,4.9769,0.01,475.09999,284.32907
2023-08-15 13:00:00,2023-08-21 20:44:56,3.0,1.455076896258125,297.60517309118734,279.87752184488033,0.0,0.0020381312198528,510.0873,1714.7918,0.0,866.54999,459.42999,274.95118
2023-08-15 14:00:00,2023-08-21 20:44:56,3.0,1.455076896258125,297.60517309118734,279.87752184488033,0.0,0.0020381312198528,506.30352,1622.62322,0.26775,4860.90982,413.36,247.38006
2023-08-15 15:00:00,2023-08-21 20:44:56,3.0,1.455076896258125,297.60517309118734,279.87752184488033,0.0,0.0020381312198528,499.74074,1545.0356,0.0,9522.1698,329.60999,197.2589
2023-08-15 16:00:00,2023-08-21 20:44:56,3.0,2.5316868766662166,301.5864051318764,279.9320391608114,63.82147586713607,0.0177304607023514,480.53446,1410.25553,0.0,11764.73011,266.07001,159.23267
2023-08-15 17:00:00,2023-08-21 20:44:56,3.0,2.5316868766662166,301.5864051318764,279.9320391608114,63.82147586713607,0.0177304607023514,451.24884,1355.90876,7.64826,12553.21946,236.23,141.37457
2023-08-15 18:00:00,2023-08-21 20:44:56,3.0,2.5316868766662166,301.5864051318764,279.9320391608114,63.82147586713607,0.0177304607023514,416.8093,1328.12012,3.7684,12866.43033,236.19,141.35063
2023-08-15 19:00:00,2023-08-21 20:44:56,3.0,3.838804283970992,303.276885644148,280.1638133464819,292.8394648022742,0.0301136115293191,401.34887,1440.37556,9.95122,12869.18016,260.24,155.74363
2023-08-15 20:00:00,2023-08-21 20:44:56,3.0,3.838804283970992,303.276885644148,280.1638133464819,292.8394648022742,0.0301136115293191,427.21824,1482.80936,51.40152,12677.91045,299.43999,179.20332
2023-08-15 21:00:00,2023-08-21 20:44:56,3.0,3.838804283970992,303.276885644148,280.1638133464819,292.8394648022742,0.0301136115293191,478.9062,1540.2942,117.05176,12353.18004,355.83999,212.95655
2023-08-15 22:00:00,2023-08-21 20:44:56,3.0,3.7818752410273886,302.94826373501326,280.3669746479028,775.8890693676824,0.0939436199327019,532.05756,1562.74616,152.65708,11785.95984,444.90999,266.26152
