UTC time,creation_time (UTC),version,coal,nat_gas,hydro,solar,wind,other
2023-09-09 00:00:00,2023-09-11 16:15:59,3.0,756.0,1666.0,598.0,785.0,189.0,255.0
2023-09-09 01:00:00,2023-09-11 16:15:59,3.0,757.0,1779.0,617.0,481.0,191.0,259.0
2023-09-09 02:00:00,2023-09-11 16:15:59,3.0,576.0,1846.0,615.0,85.0,174.0,259.0
2023-09-09 03:00:00,2023-09-11 16:15:59,3.0,434.0,1856.0,611.0,0.0,177.0,270.0
2023-09-09 04:00:00,2023-09-11 16:15:59,3.0,412.0,1724.0,507.0,0.0,133.0,253.0
2023-09-09 05:00:00,2023-09-11 16:15:59,3.0,411.0,1689.0,271.0,0.0,138.0,239.0
2023-09-09 06:00:00,2023-09-11 16:15:59,3.0,412.0,1691.0,266.0,0.0,103.0,239.0
2023-09-09 07:00:00,2023-09-11 16:15:59,3.0,414.0,1610.0,31.0,0.0,89.0,239.0
2023-09-09 08:00:00,2023-09-11 16:15:59,3.0,389.0,1719.0,30.0,0.0,74.0,239.0
2023-09-09 09:00:00,2023-09-11 16:15:59,3.0,382.0,1619.0,30.0,0.0,61.0,240.0
2023-09-09 10:00:00,2023-09-11 16:15:59,3.0,373.0,1488.0,30.0,0.0,72.0,229.0
2023-09-09 11:00:00,2023-09-11 16:15:59,3.0,370.0,1485.0,30.0,0.0,49.0,223.0
2023-09-09 12:00:00,2023-09-11 16:15:59,3.0,368.0,1494.0,30.0,0.0,28.0,236.0
2023-09-09 13:00:00,2023-09-11 16:15:59,3.0,367.0,1504.0,30.0,0.0,22.0,237.0
2023-09-09 14:00:00,2023-09-11 16:15:59,3.0,379.0,1504.0,30.0,13.0,15.0,223.0
2023-09-09 15:00:00,2023-09-11 16:15:59,3.0,370.0,1118.0,0.0,291.0,18.0,172.0
2023-09-09 16:00:00,2023-09-11 16:15:59,3.0,368.0,841.0,0.0,706.0,12.0,145.0
2023-09-09 17:00:00,2023-09-11 16:15:59,3.0,370.0,772.0,0.0,907.0,16.0,146.0
2023-09-09 18:00:00,2023-09-11 16:15:59,3.0,375.0,802.0,0.0,962.0,40.0,161.0
2023-09-09 19:00:00,2023-09-11 16:15:59,3.0,386.0,974.0,31.0,1011.0,51.0,176.0
2023-09-09 20:00:00,2023-09-11 16:15:59,3.0,424.0,1311.0,33.0,1003.0,61.0,211.0
2023-09-09 21:00:00,2023-09-11 16:15:59,3.0,504.0,1838.0,33.0,932.0,59.0,231.0
2023-09-09 22:00:00,2023-09-11 16:15:59,3.0,522.0,1827.0,247.0,901.0,128.0,239.0
2023-09-09 23:00:00,2023-09-11 16:15:59,3.0,599.0,1900.0,249.0,826.0,49.0,240.0
