Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
38136,2023-05-09 00:00:00,2024-07-17 00:00:00,3.1,188.95,9403.0,6680.0,9994.0,3823.0,96.0,31341.0,88.0
38137,2023-05-09 01:00:00,2024-07-17 00:00:00,3.1,169.04,9493.0,3111.0,10349.0,3823.0,123.0,31824.0,87.0
38138,2023-05-09 02:00:00,2024-07-17 00:00:00,3.1,149.7,9484.0,338.0,11882.0,3824.0,57.0,31701.0,86.0
38139,2023-05-09 03:00:00,2024-07-17 00:00:00,3.1,134.19,8363.0,134.0,14914.0,3826.0,30.0,28714.0,1.0
38140,2023-05-09 04:00:00,2024-07-17 00:00:00,3.1,127.89,7556.0,3.0,19264.0,3853.0,138.0,22125.0,0.0
38141,2023-05-09 05:00:00,2024-07-17 00:00:00,3.1,128.41,7039.0,0.0,19237.0,3856.0,56.0,18922.0,0.0
38142,2023-05-09 06:00:00,2024-07-17 00:00:00,3.1,122.67,6229.0,0.0,19390.0,3856.0,57.0,16236.0,0.0
38143,2023-05-09 07:00:00,2024-07-17 00:00:00,3.1,119.14,5680.0,0.0,19921.0,3856.0,62.0,13639.0,0.0
38144,2023-05-09 08:00:00,2024-07-17 00:00:00,3.1,117.03,5368.0,0.0,19608.0,3857.0,59.0,12741.0,0.0
38145,2023-05-09 09:00:00,2024-07-17 00:00:00,3.1,120.81,5424.0,0.0,17621.0,3857.0,63.0,13633.0,0.0
38146,2023-05-09 10:00:00,2024-07-17 00:00:00,3.1,123.25,5538.0,0.0,15649.0,3859.0,23.0,15436.0,0.0
38147,2023-05-09 11:00:00,2024-07-17 00:00:00,3.1,121.16,5567.0,0.0,15475.0,3859.0,72.0,16530.0,0.0
38148,2023-05-09 12:00:00,2024-07-17 00:00:00,3.1,124.78,6099.0,11.0,14995.0,3859.0,147.0,18916.0,0.0
38149,2023-05-09 13:00:00,2024-07-17 00:00:00,3.1,155.9,7228.0,1229.0,11129.0,3859.0,178.0,21259.0,0.0
38150,2023-05-09 14:00:00,2024-07-17 00:00:00,3.1,200.07,7432.0,5466.0,7682.0,3858.0,69.0,21460.0,0.0
38151,2023-05-09 15:00:00,2024-07-17 00:00:00,3.1,219.83,7801.0,7552.0,6283.0,3860.0,64.0,22265.0,0.0
38152,2023-05-09 16:00:00,2024-07-17 00:00:00,3.1,229.36,8083.0,8554.0,5098.0,3864.0,142.0,23245.0,0.0
38153,2023-05-09 17:00:00,2024-07-17 00:00:00,3.1,236.79,8412.0,9172.0,3905.0,3873.0,110.0,24382.0,0.0
38154,2023-05-09 18:00:00,2024-07-17 00:00:00,3.1,233.42,8408.0,9439.0,4365.0,3873.0,73.0,25010.0,0.0
38155,2023-05-09 19:00:00,2024-07-17 00:00:00,3.1,221.82,7715.0,9959.0,6013.0,3873.0,60.0,24889.0,0.0
38156,2023-05-09 20:00:00,2024-07-17 00:00:00,3.1,209.74,7222.0,9798.0,8717.0,3869.0,84.0,23634.0,0.0
38157,2023-05-09 21:00:00,2024-07-17 00:00:00,3.1,199.75,7023.0,9354.0,10192.0,3859.0,51.0,23690.0,0.0
38158,2023-05-09 22:00:00,2024-07-17 00:00:00,3.1,187.93,7066.0,8126.0,12042.0,3859.0,37.0,23536.0,0.0
38159,2023-05-09 23:00:00,2024-07-17 00:00:00,3.1,165.16,6586.0,6309.0,15499.0,3858.0,138.0,22232.0,0.0
