UTC time,coal,nat_gas,nuclear,hydro,solar,wind,other
2023-10-20 00:00:00,10018.0,2442.0,1629.0,3848.0,623.0,34770.0,120.0
2023-10-20 01:00:00,9860.0,11.0,1960.0,3849.0,495.0,35867.0,156.0
2023-10-20 02:00:00,9558.0,0.0,2738.0,3850.0,167.0,34454.0,127.0
2023-10-20 03:00:00,9004.0,0.0,4437.0,3852.0,209.0,31276.0,46.0
2023-10-20 04:00:00,8395.0,0.0,5899.0,3855.0,166.0,27177.0,25.0
2023-10-20 05:00:00,8245.0,0.0,7262.0,3856.0,55.0,22835.0,6.0
2023-10-20 06:00:00,7400.0,0.0,8125.0,3854.0,51.0,20446.0,4.0
2023-10-20 07:00:00,6641.0,0.0,8188.0,3852.0,67.0,19402.0,0.0
2023-10-20 08:00:00,6088.0,0.0,8610.0,3849.0,37.0,18572.0,0.0
2023-10-20 09:00:00,5950.0,0.0,8705.0,3849.0,29.0,18411.0,19.0
2023-10-20 10:00:00,5805.0,0.0,9355.0,3849.0,34.0,18164.0,1.0
2023-10-20 11:00:00,5893.0,0.0,9657.0,3849.0,47.0,19171.0,0.0
2023-10-20 12:00:00,6126.0,0.0,8747.0,3850.0,126.0,22003.0,0.0
2023-10-20 13:00:00,6848.0,71.0,7375.0,3849.0,98.0,23338.0,0.0
2023-10-20 14:00:00,6456.0,3859.0,6083.0,3848.0,87.0,21842.0,0.0
2023-10-20 15:00:00,5653.0,10945.0,3586.0,3848.0,183.0,19743.0,0.0
2023-10-20 16:00:00,6061.0,12793.0,1473.0,3847.0,177.0,21217.0,22.0
2023-10-20 17:00:00,6916.0,12865.0,980.0,3846.0,79.0,22998.0,20.0
2023-10-20 18:00:00,8564.0,12596.0,788.0,3846.0,69.0,24605.0,20.0
2023-10-20 19:00:00,10075.0,12462.0,735.0,3846.0,85.0,26448.0,54.0
2023-10-20 20:00:00,10602.0,12474.0,908.0,3845.0,119.0,28808.0,54.0
2023-10-20 21:00:00,10647.0,12625.0,1052.0,3843.0,101.0,31109.0,57.0
2023-10-20 22:00:00,10643.0,12297.0,1263.0,3840.0,43.0,32815.0,97.0
2023-10-20 23:00:00,10597.0,9248.0,1581.0,3833.0,254.0,34404.0,96.0
