Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
36408,2023-02-26 00:00:00,2024-07-17 00:00:00,3.1,119.3,6520.0,1119.0,6637.0,5098.0,124.0,25702.0,51.0
36409,2023-02-26 01:00:00,2024-07-17 00:00:00,3.1,115.33,6794.0,74.0,6368.0,5098.0,216.0,26772.0,79.0
36410,2023-02-26 02:00:00,2024-07-17 00:00:00,3.1,119.36,7024.0,0.0,6334.0,5098.0,126.0,26726.0,153.0
36411,2023-02-26 03:00:00,2024-07-17 00:00:00,3.1,125.21,7393.0,0.0,6684.0,5098.0,117.0,25675.0,26.0
36412,2023-02-26 04:00:00,2024-07-17 00:00:00,3.1,126.09,7314.0,0.0,7420.0,5098.0,30.0,24248.0,7.0
36413,2023-02-26 05:00:00,2024-07-17 00:00:00,3.1,130.56,7353.0,0.0,8552.0,5099.0,102.0,21721.0,7.0
36414,2023-02-26 06:00:00,2024-07-17 00:00:00,3.1,130.95,7116.0,0.0,10186.0,5099.0,30.0,18891.0,7.0
36415,2023-02-26 07:00:00,2024-07-17 00:00:00,3.1,100.46,5266.0,0.0,13224.0,5099.0,80.0,16196.0,6.0
36416,2023-02-26 08:00:00,2024-07-17 00:00:00,3.1,103.21,5269.0,0.0,13652.0,5099.0,65.0,14743.0,6.0
36417,2023-02-26 09:00:00,2024-07-17 00:00:00,3.1,102.87,5156.0,0.0,14189.0,5100.0,17.0,13659.0,6.0
36418,2023-02-26 10:00:00,2024-07-17 00:00:00,3.1,92.76,4608.0,0.0,15283.0,5100.0,49.0,12746.0,6.0
36419,2023-02-26 11:00:00,2024-07-17 00:00:00,3.1,90.6,4473.0,0.0,15225.0,5101.0,61.0,12695.0,6.0
36420,2023-02-26 12:00:00,2024-07-17 00:00:00,3.1,95.84,4759.0,0.0,14751.0,5100.0,70.0,13087.0,6.0
36421,2023-02-26 13:00:00,2024-07-17 00:00:00,3.1,113.31,5738.0,0.0,13906.0,5100.0,136.0,13631.0,6.0
36422,2023-02-26 14:00:00,2024-07-17 00:00:00,3.1,115.52,5899.0,122.0,14331.0,5100.0,113.0,13660.0,6.0
36423,2023-02-26 15:00:00,2024-07-17 00:00:00,3.1,123.36,6211.0,906.0,15243.0,5100.0,130.0,13414.0,6.0
36424,2023-02-26 16:00:00,2024-07-17 00:00:00,3.1,119.53,5738.0,2054.0,17443.0,5099.0,22.0,12509.0,6.0
36425,2023-02-26 17:00:00,2024-07-17 00:00:00,3.1,110.77,4577.0,3795.0,19456.0,5098.0,70.0,11107.0,6.0
36426,2023-02-26 18:00:00,2024-07-17 00:00:00,3.1,107.16,3947.0,4871.0,20920.0,5098.0,96.0,9907.0,6.0
36427,2023-02-26 19:00:00,2024-07-17 00:00:00,3.1,111.01,3960.0,5472.0,21661.0,5097.0,36.0,9148.0,6.0
36428,2023-02-26 20:00:00,2024-07-17 00:00:00,3.1,104.13,3970.0,4583.0,22675.0,5097.0,70.0,8890.0,6.0
36429,2023-02-26 21:00:00,2024-07-17 00:00:00,3.1,96.86,3949.0,3651.0,23610.0,5097.0,106.0,8548.0,6.0
36430,2023-02-26 22:00:00,2024-07-17 00:00:00,3.1,91.99,3956.0,3042.0,24166.0,5096.0,64.0,8626.0,6.0
36431,2023-02-26 23:00:00,2024-07-17 00:00:00,3.1,86.51,3948.0,2411.0,24069.0,5096.0,78.0,9429.0,6.0
