datetime,avg_nat_gas_production_forecast
2023-06-27T00:00:00.000000000,1154.4197
2023-06-27T01:00:00.000000000,1179.70533
2023-06-27T02:00:00.000000000,1167.65014
2023-06-27T03:00:00.000000000,1133.13745
2023-06-27T04:00:00.000000000,1068.12155
2023-06-27T05:00:00.000000000,1005.27864
2023-06-27T06:00:00.000000000,935.35759
2023-06-27T07:00:00.000000000,868.0449
2023-06-27T08:00:00.000000000,802.62648
2023-06-27T09:00:00.000000000,706.60435
2023-06-27T10:00:00.000000000,660.08889
2023-06-27T11:00:00.000000000,600.90097
2023-06-27T12:00:00.000000000,564.92762
2023-06-27T13:00:00.000000000,587.36345
2023-06-27T14:00:00.000000000,579.88183
2023-06-27T15:00:00.000000000,607.92874
2023-06-27T16:00:00.000000000,657.3035
2023-06-27T17:00:00.000000000,728.95252
2023-06-27T18:00:00.000000000,798.27429
2023-06-27T19:00:00.000000000,876.80499
2023-06-27T20:00:00.000000000,951.03678
2023-06-27T21:00:00.000000000,1009.17249
2023-06-27T22:00:00.000000000,1066.75246
2023-06-27T23:00:00.000000000,1079.01037
2023-06-28T00:00:00.000000000,1129.10619
2023-06-28T01:00:00.000000000,1149.35948
2023-06-28T02:00:00.000000000,1132.79522
2023-06-28T03:00:00.000000000,1096.18173
2023-06-28T04:00:00.000000000,1030.19253
2023-06-28T05:00:00.000000000,966.46991
2023-06-28T06:00:00.000000000,896.43652
2023-06-28T07:00:00.000000000,830.40703
2023-06-28T08:00:00.000000000,766.49123
2023-06-28T09:00:00.000000000,673.90132
2023-06-28T10:00:00.000000000,630.41804
2023-06-28T11:00:00.000000000,576.74027
2023-06-28T12:00:00.000000000,545.28043
2023-06-28T13:00:00.000000000,570.64188
2023-06-28T14:00:00.000000000,567.6647
2023-06-28T15:00:00.000000000,599.52229
2023-06-28T16:00:00.000000000,651.98542
2023-06-28T17:00:00.000000000,724.97331
2023-06-28T18:00:00.000000000,795.52734
2023-06-28T19:00:00.000000000,872.90847
2023-06-28T20:00:00.000000000,945.03039
2023-06-28T21:00:00.000000000,999.72437
2023-06-28T22:00:00.000000000,1052.86526
2023-06-28T23:00:00.000000000,1061.6486
2023-06-29T00:00:00.000000000,1108.90723
2023-06-29T01:00:00.000000000,1125.76884
2023-06-29T02:00:00.000000000,1106.30503
2023-06-29T03:00:00.000000000,1068.48678
2023-06-29T04:00:00.000000000,1002.19108
2023-06-29T05:00:00.000000000,938.18065
2023-06-29T06:00:00.000000000,868.38479
2023-06-29T07:00:00.000000000,803.5284
2023-06-29T08:00:00.000000000,740.917
2023-06-29T09:00:00.000000000,650.94829
2023-06-29T10:00:00.000000000,609.6263
2023-06-29T11:00:00.000000000,559.81579
2023-06-29T12:00:00.000000000,531.44824
2023-06-29T13:00:00.000000000,558.65324
2023-06-29T14:00:00.000000000,558.67287
2023-06-29T15:00:00.000000000,592.91939
2023-06-29T16:00:00.000000000,647.2426
2023-06-29T17:00:00.000000000,720.81973
2023-06-29T18:00:00.000000000,791.9146
2023-06-29T19:00:00.000000000,868.15409
2023-06-29T20:00:00.000000000,938.53625
2023-06-29T21:00:00.000000000,990.66699
2023-06-29T22:00:00.000000000,1040.62254
2023-06-29T23:00:00.000000000,1047.04593
2023-06-30T00:00:00.000000000,1092.9877
2023-06-30T01:00:00.000000000,1107.51666
2023-06-30T02:00:00.000000000,1086.14914
2023-06-30T03:00:00.000000000,1047.6388
2023-06-30T04:00:00.000000000,981.35857
2023-06-30T05:00:00.000000000,917.34719
2023-06-30T06:00:00.000000000,847.91737
2023-06-30T07:00:00.000000000,784.06693
2023-06-30T08:00:00.000000000,722.54102
2023-06-30T09:00:00.000000000,634.5741
2023-06-30T10:00:00.000000000,594.81456
2023-06-30T11:00:00.000000000,547.76271
2023-06-30T12:00:00.000000000,521.55415
2023-06-30T13:00:00.000000000,549.94419
2023-06-30T14:00:00.000000000,551.99935
2023-06-30T15:00:00.000000000,587.77275
2023-06-30T16:00:00.000000000,643.23206
2023-06-30T17:00:00.000000000,717.01196
2023-06-30T18:00:00.000000000,788.29136
2023-06-30T19:00:00.000000000,863.50857
2023-06-30T20:00:00.000000000,932.48869
2023-06-30T21:00:00.000000000,982.69948
2023-06-30T22:00:00.000000000,1030.3393
2023-06-30T23:00:00.000000000,1035.12805
