Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
42192,2023-10-25 00:00:00,2024-07-17 00:00:00,3.1,522.18,2003.0,1714.0,0.0,46.0,147.0,877.0
42193,2023-10-25 01:00:00,2024-07-17 00:00:00,3.1,516.0,2006.0,1702.0,0.0,162.0,147.0,825.0
42194,2023-10-25 02:00:00,2024-07-17 00:00:00,3.1,518.09,2007.0,1535.0,0.0,161.0,30.0,925.0
42195,2023-10-25 03:00:00,2024-07-17 00:00:00,3.1,543.91,2045.0,1573.0,0.0,148.0,142.0,623.0
42196,2023-10-25 04:00:00,2024-07-17 00:00:00,3.1,557.27,2058.0,1592.0,0.0,30.0,8.0,757.0
42197,2023-10-25 05:00:00,2024-07-17 00:00:00,3.1,577.29,2057.0,1459.0,0.0,12.0,0.0,645.0
42198,2023-10-25 06:00:00,2024-07-17 00:00:00,3.1,562.82,2052.0,1293.0,0.0,12.0,0.0,774.0
42199,2023-10-25 07:00:00,2024-07-17 00:00:00,3.1,571.24,1981.0,1282.0,0.0,11.0,0.0,683.0
42200,2023-10-25 08:00:00,2024-07-17 00:00:00,3.1,614.48,2069.0,1376.0,0.0,11.0,0.0,410.0
42201,2023-10-25 09:00:00,2024-07-17 00:00:00,3.1,617.63,2079.0,1406.0,0.0,12.0,0.0,386.0
42202,2023-10-25 10:00:00,2024-07-17 00:00:00,3.1,627.82,2066.0,1526.0,0.0,12.0,0.0,291.0
42203,2023-10-25 11:00:00,2024-07-17 00:00:00,3.1,633.88,2015.0,1616.0,0.0,10.0,0.0,219.0
42204,2023-10-25 12:00:00,2024-07-17 00:00:00,3.1,624.57,2015.0,1865.0,0.0,11.0,0.0,222.0
42205,2023-10-25 13:00:00,2024-07-17 00:00:00,3.1,596.66,2011.0,1928.0,0.0,56.0,155.0,215.0
42206,2023-10-25 14:00:00,2024-07-17 00:00:00,3.1,594.51,2034.0,2091.0,0.0,67.0,155.0,200.0
42207,2023-10-25 15:00:00,2024-07-17 00:00:00,3.1,541.76,2094.0,1764.0,0.0,12.0,531.0,417.0
42208,2023-10-25 16:00:00,2024-07-17 00:00:00,3.1,503.96,1988.0,1470.0,0.0,12.0,997.0,293.0
42209,2023-10-25 17:00:00,2024-07-17 00:00:00,3.1,406.54,1696.0,1327.0,0.0,11.0,1906.0,300.0
42210,2023-10-25 18:00:00,2024-07-17 00:00:00,3.1,399.15,1648.0,1340.0,0.0,11.0,1863.0,390.0
42211,2023-10-25 19:00:00,2024-07-17 00:00:00,3.1,386.28,1619.0,1159.0,0.0,12.0,1547.0,773.0
42212,2023-10-25 20:00:00,2024-07-17 00:00:00,3.1,338.17,1433.0,1219.0,0.0,11.0,1698.0,1144.0
42213,2023-10-25 21:00:00,2024-07-17 00:00:00,3.1,300.17,1279.0,1141.0,0.0,11.0,1669.0,1565.0
42214,2023-10-25 22:00:00,2024-07-17 00:00:00,3.1,277.17,1275.0,964.0,0.0,12.0,1717.0,1862.0
42215,2023-10-25 23:00:00,2024-07-17 00:00:00,3.1,293.01,1447.0,890.0,0.0,11.0,1408.0,2077.0
