Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
35232,2023-01-08 00:00:00,2024-07-17 00:00:00,3.1,447.69,1609.0,2838.0,0.0,19.0,83.0,528.0
35233,2023-01-08 01:00:00,2024-07-17 00:00:00,3.1,436.03,1652.0,3080.0,0.0,22.0,1.0,738.0
35234,2023-01-08 02:00:00,2024-07-17 00:00:00,3.1,428.21,1715.0,2949.0,0.0,20.0,0.0,908.0
35235,2023-01-08 03:00:00,2024-07-17 00:00:00,3.1,430.23,1715.0,2911.0,0.0,20.0,0.0,887.0
35236,2023-01-08 04:00:00,2024-07-17 00:00:00,3.1,413.18,1682.0,2649.0,0.0,20.0,0.0,1115.0
35237,2023-01-08 05:00:00,2024-07-17 00:00:00,3.1,379.07,1537.0,2403.0,0.0,22.0,0.0,1465.0
35238,2023-01-08 06:00:00,2024-07-17 00:00:00,3.1,361.91,1500.0,2063.0,0.0,21.0,0.0,1675.0
35239,2023-01-08 07:00:00,2024-07-17 00:00:00,3.1,360.23,1520.0,1847.0,0.0,21.0,0.0,1716.0
35240,2023-01-08 08:00:00,2024-07-17 00:00:00,3.1,358.21,1448.0,1880.0,0.0,20.0,0.0,1666.0
35241,2023-01-08 09:00:00,2024-07-17 00:00:00,3.1,378.57,1431.0,1977.0,0.0,19.0,0.0,1378.0
35242,2023-01-08 10:00:00,2024-07-17 00:00:00,3.1,405.62,1432.0,2188.0,0.0,21.0,0.0,1038.0
35243,2023-01-08 11:00:00,2024-07-17 00:00:00,3.1,413.57,1432.0,2293.0,0.0,20.0,0.0,938.0
35244,2023-01-08 12:00:00,2024-07-17 00:00:00,3.1,425.57,1476.0,2465.0,0.0,19.0,0.0,819.0
35245,2023-01-08 13:00:00,2024-07-17 00:00:00,3.1,435.11,1522.0,2529.0,0.0,20.0,0.0,738.0
35246,2023-01-08 14:00:00,2024-07-17 00:00:00,3.1,439.08,1528.0,2694.0,0.0,21.0,0.0,672.0
35247,2023-01-08 15:00:00,2024-07-17 00:00:00,3.1,442.65,1531.0,2922.0,0.0,20.0,27.0,571.0
35248,2023-01-08 16:00:00,2024-07-17 00:00:00,3.1,428.38,1563.0,2803.0,0.0,21.0,321.0,486.0
35249,2023-01-08 17:00:00,2024-07-17 00:00:00,3.1,406.74,1530.0,2544.0,0.0,19.0,537.0,543.0
35250,2023-01-08 18:00:00,2024-07-17 00:00:00,3.1,394.01,1439.0,2324.0,0.0,21.0,614.0,560.0
35251,2023-01-08 19:00:00,2024-07-17 00:00:00,3.1,378.28,1430.0,2058.0,0.0,20.0,559.0,819.0
35252,2023-01-08 20:00:00,2024-07-17 00:00:00,3.1,371.7,1408.0,1942.0,0.0,20.0,534.0,908.0
35253,2023-01-08 21:00:00,2024-07-17 00:00:00,3.1,373.77,1428.0,1846.0,0.0,17.0,556.0,884.0
35254,2023-01-08 22:00:00,2024-07-17 00:00:00,3.1,366.53,1373.0,1807.0,0.0,20.0,550.0,921.0
35255,2023-01-08 23:00:00,2024-07-17 00:00:00,3.1,376.71,1361.0,2011.0,0.0,17.0,304.0,1028.0
