Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
38592,2023-05-28 00:00:00,2024-07-17 00:00:00,3.1,315.25,165.0,99.0
38593,2023-05-28 01:00:00,2024-07-17 00:00:00,3.1,316.36,165.0,98.0
38594,2023-05-28 02:00:00,2024-07-17 00:00:00,3.1,318.96,169.0,98.0
38595,2023-05-28 03:00:00,2024-07-17 00:00:00,3.1,317.02,166.0,98.0
38596,2023-05-28 04:00:00,2024-07-17 00:00:00,3.1,317.02,166.0,98.0
38597,2023-05-28 05:00:00,2024-07-17 00:00:00,3.1,315.25,165.0,99.0
38598,2023-05-28 06:00:00,2024-07-17 00:00:00,3.1,315.69,164.0,98.0
38599,2023-05-28 07:00:00,2024-07-17 00:00:00,3.1,315.03,163.0,98.0
38600,2023-05-28 08:00:00,2024-07-17 00:00:00,3.1,315.69,164.0,98.0
38601,2023-05-28 09:00:00,2024-07-17 00:00:00,3.1,315.69,164.0,98.0
38602,2023-05-28 10:00:00,2024-07-17 00:00:00,3.1,317.67,167.0,98.0
38603,2023-05-28 11:00:00,2024-07-17 00:00:00,3.1,318.32,168.0,98.0
38604,2023-05-28 12:00:00,2024-07-17 00:00:00,3.1,318.32,168.0,98.0
38605,2023-05-28 13:00:00,2024-07-17 00:00:00,3.1,314.35,162.0,98.0
38606,2023-05-28 14:00:00,2024-07-17 00:00:00,3.1,314.35,162.0,98.0
38607,2023-05-28 15:00:00,2024-07-17 00:00:00,3.1,314.35,162.0,98.0
38608,2023-05-28 16:00:00,2024-07-17 00:00:00,3.1,315.69,164.0,98.0
38609,2023-05-28 17:00:00,2024-07-17 00:00:00,3.1,315.69,164.0,98.0
38610,2023-05-28 18:00:00,2024-07-17 00:00:00,3.1,314.35,162.0,98.0
38611,2023-05-28 19:00:00,2024-07-17 00:00:00,3.1,314.35,162.0,98.0
38612,2023-05-28 20:00:00,2024-07-17 00:00:00,3.1,314.35,162.0,98.0
38613,2023-05-28 21:00:00,2024-07-17 00:00:00,3.1,315.03,163.0,98.0
38614,2023-05-28 22:00:00,2024-07-17 00:00:00,3.1,315.03,163.0,98.0
38615,2023-05-28 23:00:00,2024-07-17 00:00:00,3.1,314.35,162.0,98.0
