UTC time,nat_gas,hydro
2023-03-17 00:00:00,173.0,96.0
2023-03-17 01:00:00,181.0,97.0
2023-03-17 02:00:00,227.0,96.0
2023-03-17 03:00:00,258.0,97.0
2023-03-17 04:00:00,272.0,96.0
2023-03-17 05:00:00,238.0,97.0
2023-03-17 06:00:00,236.0,96.0
2023-03-17 07:00:00,235.0,96.0
2023-03-17 08:00:00,236.0,97.0
2023-03-17 09:00:00,235.0,97.0
2023-03-17 10:00:00,235.0,96.0
2023-03-17 11:00:00,235.0,96.0
2023-03-17 12:00:00,236.0,97.0
2023-03-17 13:00:00,294.0,97.0
2023-03-17 14:00:00,341.0,97.0
2023-03-17 15:00:00,314.0,96.0
2023-03-17 16:00:00,218.0,96.0
2023-03-17 17:00:00,209.0,96.0
2023-03-17 18:00:00,173.0,96.0
2023-03-17 19:00:00,151.0,96.0
2023-03-17 20:00:00,83.0,97.0
2023-03-17 21:00:00,83.0,96.0
2023-03-17 22:00:00,84.0,97.0
2023-03-17 23:00:00,80.0,97.0
