UTC time,nat_gas,hydro
2023-06-09 00:00:00,200.0,98.0
2023-06-09 01:00:00,235.0,98.0
2023-06-09 02:00:00,216.0,99.0
2023-06-09 03:00:00,236.0,98.0
2023-06-09 04:00:00,236.0,98.0
2023-06-09 05:00:00,236.0,98.0
2023-06-09 06:00:00,233.0,99.0
2023-06-09 07:00:00,228.0,98.0
2023-06-09 08:00:00,205.0,98.0
2023-06-09 09:00:00,183.0,99.0
2023-06-09 10:00:00,180.0,99.0
2023-06-09 11:00:00,172.0,98.0
2023-06-09 12:00:00,174.0,99.0
2023-06-09 13:00:00,188.0,98.0
2023-06-09 14:00:00,194.0,98.0
2023-06-09 15:00:00,188.0,99.0
2023-06-09 16:00:00,193.0,98.0
2023-06-09 17:00:00,204.0,98.0
2023-06-09 18:00:00,193.0,99.0
2023-06-09 19:00:00,164.0,98.0
2023-06-09 20:00:00,165.0,98.0
2023-06-09 21:00:00,165.0,98.0
2023-06-09 22:00:00,166.0,107.0
2023-06-09 23:00:00,166.0,99.0
