UTC time,nat_gas,hydro
2023-12-02 00:00:00,221.0,11.0
2023-12-02 01:00:00,235.0,11.0
2023-12-02 02:00:00,237.0,11.0
2023-12-02 03:00:00,281.0,11.0
2023-12-02 04:00:00,277.0,11.0
2023-12-02 05:00:00,263.0,11.0
2023-12-02 06:00:00,279.0,11.0
2023-12-02 07:00:00,228.0,11.0
2023-12-02 08:00:00,215.0,11.0
2023-12-02 09:00:00,216.0,11.0
2023-12-02 10:00:00,216.0,11.0
2023-12-02 11:00:00,206.0,11.0
2023-12-02 12:00:00,204.0,11.0
2023-12-02 13:00:00,200.0,12.0
2023-12-02 14:00:00,222.0,11.0
2023-12-02 15:00:00,231.0,11.0
2023-12-02 16:00:00,223.0,11.0
2023-12-02 17:00:00,232.0,2.0
2023-12-02 18:00:00,235.0,1.0
2023-12-02 19:00:00,236.0,1.0
2023-12-02 20:00:00,236.0,12.0
2023-12-02 21:00:00,237.0,14.0
2023-12-02 22:00:00,237.0,14.0
2023-12-02 23:00:00,236.0,14.0
