Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
38832,2023-06-07 00:00:00,2024-07-17 00:00:00,3.1,239.18,181.0,99.0
38833,2023-06-07 01:00:00,2024-07-17 00:00:00,3.1,259.79,231.0,98.0
38834,2023-06-07 02:00:00,2024-07-17 00:00:00,3.1,255.97,220.0,98.0
38835,2023-06-07 03:00:00,2024-07-17 00:00:00,3.1,258.77,228.0,98.0
38836,2023-06-07 04:00:00,2024-07-17 00:00:00,3.1,261.63,239.0,99.0
38837,2023-06-07 05:00:00,2024-07-17 00:00:00,3.1,260.98,237.0,99.0
38838,2023-06-07 06:00:00,2024-07-17 00:00:00,3.1,255.89,222.0,99.0
38839,2023-06-07 07:00:00,2024-07-17 00:00:00,3.1,258.09,226.0,98.0
38840,2023-06-07 08:00:00,2024-07-17 00:00:00,3.1,259.79,231.0,98.0
38841,2023-06-07 09:00:00,2024-07-17 00:00:00,3.1,251.46,210.0,99.0
38842,2023-06-07 10:00:00,2024-07-17 00:00:00,3.1,247.91,199.0,98.0
38843,2023-06-07 11:00:00,2024-07-17 00:00:00,3.1,245.83,196.0,99.0
38844,2023-06-07 12:00:00,2024-07-17 00:00:00,3.1,252.6,213.0,99.0
38845,2023-06-07 13:00:00,2024-07-17 00:00:00,3.1,261.63,239.0,99.0
38846,2023-06-07 14:00:00,2024-07-17 00:00:00,3.1,257.64,227.0,99.0
38847,2023-06-07 15:00:00,2024-07-17 00:00:00,3.1,259.0,231.0,99.0
38848,2023-06-07 16:00:00,2024-07-17 00:00:00,3.1,254.81,219.0,99.0
38849,2023-06-07 17:00:00,2024-07-17 00:00:00,3.1,250.29,207.0,99.0
38850,2023-06-07 18:00:00,2024-07-17 00:00:00,3.1,257.29,226.0,99.0
38851,2023-06-07 19:00:00,2024-07-17 00:00:00,3.1,252.6,213.0,99.0
38852,2023-06-07 20:00:00,2024-07-17 00:00:00,3.1,252.22,212.0,99.0
38853,2023-06-07 21:00:00,2024-07-17 00:00:00,3.1,236.31,175.0,99.0
38854,2023-06-07 22:00:00,2024-07-17 00:00:00,3.1,236.31,175.0,99.0
38855,2023-06-07 23:00:00,2024-07-17 00:00:00,3.1,229.75,172.0,105.0
