UTC time,nat_gas,hydro
2023-05-10 00:00:00,75.0,97.0
2023-05-10 01:00:00,76.0,97.0
2023-05-10 02:00:00,77.0,97.0
2023-05-10 03:00:00,80.0,97.0
2023-05-10 04:00:00,91.0,97.0
2023-05-10 05:00:00,90.0,97.0
2023-05-10 06:00:00,75.0,97.0
2023-05-10 07:00:00,75.0,97.0
2023-05-10 08:00:00,75.0,97.0
2023-05-10 09:00:00,75.0,97.0
2023-05-10 10:00:00,75.0,97.0
2023-05-10 11:00:00,77.0,97.0
2023-05-10 12:00:00,77.0,97.0
2023-05-10 13:00:00,76.0,97.0
2023-05-10 14:00:00,76.0,96.0
2023-05-10 15:00:00,77.0,97.0
2023-05-10 16:00:00,75.0,98.0
2023-05-10 17:00:00,75.0,98.0
2023-05-10 18:00:00,75.0,98.0
2023-05-10 19:00:00,93.0,98.0
2023-05-10 20:00:00,140.0,98.0
2023-05-10 21:00:00,139.0,98.0
2023-05-10 22:00:00,138.0,98.0
2023-05-10 23:00:00,125.0,98.0
