UTC time,nat_gas,hydro
2023-07-29 00:00:00,238.0,100.0
2023-07-29 01:00:00,258.0,100.0
2023-07-29 02:00:00,228.0,99.0
2023-07-29 03:00:00,272.0,99.0
2023-07-29 04:00:00,252.0,100.0
2023-07-29 05:00:00,253.0,99.0
2023-07-29 06:00:00,275.0,100.0
2023-07-29 07:00:00,239.0,100.0
2023-07-29 08:00:00,234.0,99.0
2023-07-29 09:00:00,195.0,99.0
2023-07-29 10:00:00,207.0,85.0
2023-07-29 11:00:00,207.0,84.0
2023-07-29 12:00:00,208.0,84.0
2023-07-29 13:00:00,201.0,84.0
2023-07-29 14:00:00,205.0,84.0
2023-07-29 15:00:00,181.0,74.0
2023-07-29 16:00:00,173.0,69.0
2023-07-29 17:00:00,168.0,69.0
2023-07-29 18:00:00,170.0,68.0
2023-07-29 19:00:00,193.0,68.0
2023-07-29 20:00:00,184.0,69.0
2023-07-29 21:00:00,213.0,83.0
2023-07-29 22:00:00,193.0,84.0
2023-07-29 23:00:00,210.0,98.0
