Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
43608,2023-12-23 00:00:00,2024-07-17 00:00:00,3.1,348.43,210.0,13.0
43609,2023-12-23 01:00:00,2024-07-17 00:00:00,3.1,349.36,220.0,13.0
43610,2023-12-23 02:00:00,2024-07-17 00:00:00,3.1,350.37,232.0,13.0
43611,2023-12-23 03:00:00,2024-07-17 00:00:00,3.1,348.81,214.0,13.0
43612,2023-12-23 04:00:00,2024-07-17 00:00:00,3.1,348.81,214.0,13.0
43613,2023-12-23 05:00:00,2024-07-17 00:00:00,3.1,347.63,202.0,13.0
43614,2023-12-23 06:00:00,2024-07-17 00:00:00,3.1,348.53,211.0,13.0
43615,2023-12-23 07:00:00,2024-07-17 00:00:00,3.1,347.83,204.0,13.0
43616,2023-12-23 08:00:00,2024-07-17 00:00:00,3.1,346.65,193.0,13.0
43617,2023-12-23 09:00:00,2024-07-17 00:00:00,3.1,346.65,193.0,13.0
43618,2023-12-23 10:00:00,2024-07-17 00:00:00,3.1,344.82,178.0,13.0
43619,2023-12-23 11:00:00,2024-07-17 00:00:00,3.1,343.57,169.0,13.0
43620,2023-12-23 12:00:00,2024-07-17 00:00:00,3.1,343.57,169.0,13.0
43621,2023-12-23 13:00:00,2024-07-17 00:00:00,3.1,363.39,165.0,3.0
43622,2023-12-23 14:00:00,2024-07-17 00:00:00,3.1,363.69,173.0,3.0
43623,2023-12-23 15:00:00,2024-07-17 00:00:00,3.1,362.09,183.0,4.0
43624,2023-12-23 16:00:00,2024-07-17 00:00:00,3.1,346.31,190.0,13.0
43625,2023-12-23 17:00:00,2024-07-17 00:00:00,3.1,342.3,173.0,14.0
43626,2023-12-23 18:00:00,2024-07-17 00:00:00,3.1,344.14,173.0,13.0
43627,2023-12-23 19:00:00,2024-07-17 00:00:00,3.1,343.57,169.0,13.0
43628,2023-12-23 20:00:00,2024-07-17 00:00:00,3.1,343.43,168.0,13.0
43629,2023-12-23 21:00:00,2024-07-17 00:00:00,3.1,343.43,168.0,13.0
43630,2023-12-23 22:00:00,2024-07-17 00:00:00,3.1,343.28,167.0,13.0
43631,2023-12-23 23:00:00,2024-07-17 00:00:00,3.1,343.28,167.0,13.0
