UTC time,nat_gas,hydro
2023-05-03 00:00:00,76.0,96.0
2023-05-03 01:00:00,76.0,96.0
2023-05-03 02:00:00,80.0,96.0
2023-05-03 03:00:00,99.0,96.0
2023-05-03 04:00:00,109.0,96.0
2023-05-03 05:00:00,97.0,96.0
2023-05-03 06:00:00,87.0,96.0
2023-05-03 07:00:00,76.0,96.0
2023-05-03 08:00:00,76.0,96.0
2023-05-03 09:00:00,76.0,96.0
2023-05-03 10:00:00,76.0,96.0
2023-05-03 11:00:00,76.0,96.0
2023-05-03 12:00:00,76.0,96.0
2023-05-03 13:00:00,81.0,96.0
2023-05-03 14:00:00,79.0,95.0
2023-05-03 15:00:00,77.0,96.0
2023-05-03 16:00:00,77.0,96.0
2023-05-03 17:00:00,76.0,96.0
2023-05-03 18:00:00,77.0,96.0
2023-05-03 19:00:00,77.0,96.0
2023-05-03 20:00:00,77.0,96.0
2023-05-03 21:00:00,77.0,96.0
2023-05-03 22:00:00,77.0,96.0
2023-05-03 23:00:00,77.0,96.0
