UTC time,nat_gas,hydro
2023-07-26 00:00:00,259.0,99.0
2023-07-26 01:00:00,254.0,99.0
2023-07-26 02:00:00,272.0,99.0
2023-07-26 03:00:00,339.0,99.0
2023-07-26 04:00:00,326.0,99.0
2023-07-26 05:00:00,248.0,99.0
2023-07-26 06:00:00,291.0,99.0
2023-07-26 07:00:00,279.0,99.0
2023-07-26 08:00:00,239.0,99.0
2023-07-26 09:00:00,227.0,94.0
2023-07-26 10:00:00,230.0,84.0
2023-07-26 11:00:00,233.0,84.0
2023-07-26 12:00:00,232.0,84.0
2023-07-26 13:00:00,238.0,84.0
2023-07-26 14:00:00,237.0,84.0
2023-07-26 15:00:00,232.0,84.0
2023-07-26 16:00:00,230.0,84.0
2023-07-26 17:00:00,236.0,84.0
2023-07-26 18:00:00,244.0,98.0
2023-07-26 19:00:00,262.0,99.0
2023-07-26 20:00:00,292.0,99.0
2023-07-26 21:00:00,366.0,99.0
2023-07-26 22:00:00,366.0,99.0
2023-07-26 23:00:00,365.0,100.0
