Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
36288,2023-02-21 00:00:00,2024-07-17 00:00:00,3.1,305.02,169.0,36.0
36289,2023-02-21 01:00:00,2024-07-17 00:00:00,3.1,321.03,236.0,36.0
36290,2023-02-21 02:00:00,2024-07-17 00:00:00,3.1,332.79,322.0,36.0
36291,2023-02-21 03:00:00,2024-07-17 00:00:00,3.1,339.02,394.0,36.0
36292,2023-02-21 04:00:00,2024-07-17 00:00:00,3.1,338.13,382.0,36.0
36293,2023-02-21 05:00:00,2024-07-17 00:00:00,3.1,336.87,366.0,36.0
36294,2023-02-21 06:00:00,2024-07-17 00:00:00,3.1,325.15,261.0,36.0
36295,2023-02-21 07:00:00,2024-07-17 00:00:00,3.1,319.55,228.0,36.0
36296,2023-02-21 08:00:00,2024-07-17 00:00:00,3.1,315.85,210.0,36.0
36297,2023-02-21 09:00:00,2024-07-17 00:00:00,3.1,311.58,192.0,36.0
36298,2023-02-21 10:00:00,2024-07-17 00:00:00,3.1,311.83,193.0,36.0
36299,2023-02-21 11:00:00,2024-07-17 00:00:00,3.1,309.45,184.0,36.0
36300,2023-02-21 12:00:00,2024-07-17 00:00:00,3.1,305.02,169.0,36.0
36301,2023-02-21 13:00:00,2024-07-17 00:00:00,3.1,310.32,182.0,35.0
36302,2023-02-21 14:00:00,2024-07-17 00:00:00,3.1,315.59,203.0,35.0
36303,2023-02-21 15:00:00,2024-07-17 00:00:00,3.1,319.81,223.0,35.0
36304,2023-02-21 16:00:00,2024-07-17 00:00:00,3.1,314.66,199.0,35.0
36305,2023-02-21 17:00:00,2024-07-17 00:00:00,3.1,306.52,169.0,35.0
36306,2023-02-21 18:00:00,2024-07-17 00:00:00,3.1,312.09,194.0,36.0
36307,2023-02-21 19:00:00,2024-07-17 00:00:00,3.1,304.71,168.0,36.0
36308,2023-02-21 20:00:00,2024-07-17 00:00:00,3.1,304.71,168.0,36.0
36309,2023-02-21 21:00:00,2024-07-17 00:00:00,3.1,305.02,169.0,36.0
36310,2023-02-21 22:00:00,2024-07-17 00:00:00,3.1,304.71,168.0,36.0
36311,2023-02-21 23:00:00,2024-07-17 00:00:00,3.1,304.71,168.0,36.0
