UTC time,nat_gas,hydro
2023-10-11 00:00:00,197.0,40.0
2023-10-11 01:00:00,206.0,34.0
2023-10-11 02:00:00,233.0,35.0
2023-10-11 03:00:00,228.0,35.0
2023-10-11 04:00:00,218.0,35.0
2023-10-11 05:00:00,224.0,35.0
2023-10-11 06:00:00,208.0,35.0
2023-10-11 07:00:00,181.0,35.0
2023-10-11 08:00:00,172.0,35.0
2023-10-11 09:00:00,164.0,35.0
2023-10-11 10:00:00,162.0,35.0
2023-10-11 11:00:00,167.0,35.0
2023-10-11 12:00:00,170.0,35.0
2023-10-11 13:00:00,194.0,35.0
2023-10-11 14:00:00,218.0,35.0
2023-10-11 15:00:00,224.0,35.0
2023-10-11 16:00:00,189.0,35.0
2023-10-11 17:00:00,177.0,35.0
2023-10-11 18:00:00,176.0,35.0
2023-10-11 19:00:00,172.0,33.0
2023-10-11 20:00:00,167.0,32.0
2023-10-11 21:00:00,170.0,32.0
2023-10-11 22:00:00,167.0,32.0
2023-10-11 23:00:00,172.0,32.0
