UTC time,nat_gas,hydro
2023-11-20 00:00:00,188.0,12.0
2023-11-20 01:00:00,216.0,12.0
2023-11-20 02:00:00,209.0,12.0
2023-11-20 03:00:00,204.0,12.0
2023-11-20 04:00:00,191.0,12.0
2023-11-20 05:00:00,194.0,12.0
2023-11-20 06:00:00,193.0,12.0
2023-11-20 07:00:00,185.0,12.0
2023-11-20 08:00:00,194.0,12.0
2023-11-20 09:00:00,213.0,12.0
2023-11-20 10:00:00,206.0,12.0
2023-11-20 11:00:00,205.0,12.0
2023-11-20 12:00:00,201.0,12.0
2023-11-20 13:00:00,217.0,12.0
2023-11-20 14:00:00,221.0,12.0
2023-11-20 15:00:00,232.0,12.0
2023-11-20 16:00:00,217.0,12.0
2023-11-20 17:00:00,223.0,12.0
2023-11-20 18:00:00,227.0,12.0
2023-11-20 19:00:00,232.0,12.0
2023-11-20 20:00:00,232.0,12.0
2023-11-20 21:00:00,232.0,12.0
2023-11-20 22:00:00,232.0,12.0
2023-11-20 23:00:00,232.0,12.0
