UTC time,nat_gas,hydro
2023-10-15 00:00:00,215.0,42.0
2023-10-15 01:00:00,263.0,42.0
2023-10-15 02:00:00,279.0,42.0
2023-10-15 03:00:00,281.0,42.0
2023-10-15 04:00:00,277.0,42.0
2023-10-15 05:00:00,237.0,42.0
2023-10-15 06:00:00,239.0,42.0
2023-10-15 07:00:00,229.0,42.0
2023-10-15 08:00:00,239.0,37.0
2023-10-15 09:00:00,238.0,35.0
2023-10-15 10:00:00,239.0,35.0
2023-10-15 11:00:00,239.0,35.0
2023-10-15 12:00:00,239.0,35.0
2023-10-15 13:00:00,239.0,35.0
2023-10-15 14:00:00,239.0,35.0
2023-10-15 15:00:00,210.0,35.0
2023-10-15 16:00:00,239.0,43.0
2023-10-15 17:00:00,251.0,48.0
2023-10-15 18:00:00,263.0,48.0
2023-10-15 19:00:00,266.0,48.0
2023-10-15 20:00:00,248.0,35.0
2023-10-15 21:00:00,236.0,35.0
2023-10-15 22:00:00,199.0,35.0
2023-10-15 23:00:00,219.0,35.0
