Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro
38112,2023-05-08 00:00:00,2024-07-17 00:00:00,3.1,227.2,75.0,97.0
38113,2023-05-08 01:00:00,2024-07-17 00:00:00,3.1,227.54,76.0,98.0
38114,2023-05-08 02:00:00,2024-07-17 00:00:00,3.1,227.54,76.0,98.0
38115,2023-05-08 03:00:00,2024-07-17 00:00:00,3.1,242.99,86.0,97.0
38116,2023-05-08 04:00:00,2024-07-17 00:00:00,3.1,252.09,93.0,97.0
38117,2023-05-08 05:00:00,2024-07-17 00:00:00,3.1,244.34,87.0,97.0
38118,2023-05-08 06:00:00,2024-07-17 00:00:00,3.1,231.7,78.0,97.0
38119,2023-05-08 07:00:00,2024-07-17 00:00:00,3.1,227.54,76.0,98.0
38120,2023-05-08 08:00:00,2024-07-17 00:00:00,3.1,228.72,76.0,97.0
38121,2023-05-08 09:00:00,2024-07-17 00:00:00,3.1,228.72,76.0,97.0
38122,2023-05-08 10:00:00,2024-07-17 00:00:00,3.1,228.72,76.0,97.0
38123,2023-05-08 11:00:00,2024-07-17 00:00:00,3.1,227.54,76.0,98.0
38124,2023-05-08 12:00:00,2024-07-17 00:00:00,3.1,228.72,76.0,97.0
38125,2023-05-08 13:00:00,2024-07-17 00:00:00,3.1,228.72,76.0,97.0
38126,2023-05-08 14:00:00,2024-07-17 00:00:00,3.1,254.57,95.0,97.0
38127,2023-05-08 15:00:00,2024-07-17 00:00:00,3.1,310.63,155.0,97.0
38128,2023-05-08 16:00:00,2024-07-17 00:00:00,3.1,320.07,169.0,97.0
38129,2023-05-08 17:00:00,2024-07-17 00:00:00,3.1,323.2,174.0,97.0
38130,2023-05-08 18:00:00,2024-07-17 00:00:00,3.1,339.88,202.0,96.0
38131,2023-05-08 19:00:00,2024-07-17 00:00:00,3.1,350.2,224.0,96.0
38132,2023-05-08 20:00:00,2024-07-17 00:00:00,3.1,348.88,221.0,96.0
38133,2023-05-08 21:00:00,2024-07-17 00:00:00,3.1,358.98,248.0,97.0
38134,2023-05-08 22:00:00,2024-07-17 00:00:00,3.1,354.44,234.0,96.0
38135,2023-05-08 23:00:00,2024-07-17 00:00:00,3.1,358.04,243.0,96.0
