UTC time,nat_gas,hydro
2023-12-25 00:00:00,209.0,13.0
2023-12-25 01:00:00,221.0,13.0
2023-12-25 02:00:00,235.0,13.0
2023-12-25 03:00:00,235.0,13.0
2023-12-25 04:00:00,235.0,13.0
2023-12-25 05:00:00,236.0,13.0
2023-12-25 06:00:00,233.0,13.0
2023-12-25 07:00:00,233.0,13.0
2023-12-25 08:00:00,236.0,13.0
2023-12-25 09:00:00,234.0,13.0
2023-12-25 10:00:00,230.0,13.0
2023-12-25 11:00:00,219.0,13.0
2023-12-25 12:00:00,206.0,3.0
2023-12-25 13:00:00,205.0,3.0
2023-12-25 14:00:00,208.0,3.0
2023-12-25 15:00:00,213.0,13.0
2023-12-25 16:00:00,212.0,13.0
2023-12-25 17:00:00,201.0,13.0
2023-12-25 18:00:00,199.0,13.0
2023-12-25 19:00:00,198.0,13.0
2023-12-25 20:00:00,193.0,13.0
2023-12-25 21:00:00,206.0,13.0
2023-12-25 22:00:00,192.0,13.0
2023-12-25 23:00:00,206.0,13.0
