UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_hydro_production_forecast
2023-01-27 00:00:00,2024-07-17 00:00:00,3.1,1.0775665305658118,286.2704112924204,278.9494935694641,483.176483208578,0.0,190.47703,79.61809
2023-01-27 01:00:00,2024-07-17 00:00:00,3.1,1.6023379987289017,280.9431492007744,277.154612297961,31.806617376280304,0.0,181.65511,81.59921
2023-01-27 02:00:00,2024-07-17 00:00:00,3.1,1.6023379987289017,280.9431492007744,277.154612297961,31.806617376280304,0.0,176.47463,81.11361
2023-01-27 03:00:00,2024-07-17 00:00:00,3.1,1.6023379987289017,280.9431492007744,277.154612297961,31.806617376280304,0.0,175.12889,81.00706
2023-01-27 04:00:00,2024-07-17 00:00:00,3.1,1.788901273730214,279.5083413885374,276.3163498832212,15.904586348351978,0.0,172.60926,81.29583
2023-01-27 05:00:00,2024-07-17 00:00:00,3.1,1.788901273730214,279.5083413885374,276.3163498832212,15.904586348351978,0.0,173.5049,80.94388
2023-01-27 06:00:00,2024-07-17 00:00:00,3.1,1.788901273730214,279.5083413885374,276.3163498832212,15.904586348351978,0.0,178.58391,79.62845
2023-01-27 07:00:00,2024-07-17 00:00:00,3.1,2.035541142368736,278.4090236564747,275.6276467648229,0.0,0.0,169.84275,77.83464
2023-01-27 08:00:00,2024-07-17 00:00:00,3.1,2.035541142368736,278.4090236564747,275.6276467648229,0.0,0.0,170.84611,77.87579
2023-01-27 09:00:00,2024-07-17 00:00:00,3.1,2.035541142368736,278.4090236564747,275.6276467648229,0.0,0.0,174.51585,77.41838
2023-01-27 10:00:00,2024-07-17 00:00:00,3.1,1.9612535489836147,277.5493908672886,274.9601793335475,0.0,0.0,173.89859,72.66036
2023-01-27 11:00:00,2024-07-17 00:00:00,3.1,1.9612535489836147,277.5493908672886,274.9601793335475,0.0,0.0,180.43716,68.55408
2023-01-27 12:00:00,2024-07-17 00:00:00,3.1,1.9612535489836147,277.5493908672886,274.9601793335475,0.0,0.0,191.32259,66.67479
2023-01-27 13:00:00,2024-07-17 00:00:00,3.1,1.789509651811109,276.9052351936207,274.1995575412048,0.0,0.0,192.34279,66.21872
2023-01-27 14:00:00,2024-07-17 00:00:00,3.1,1.789509651811109,276.9052351936207,274.1995575412048,0.0,0.0,184.94443,63.54147
2023-01-27 15:00:00,2024-07-17 00:00:00,3.1,1.789509651811109,276.9052351936207,274.1995575412048,0.0,0.0,178.4284,64.95218
2023-01-27 16:00:00,2024-07-17 00:00:00,3.1,1.1918219613728664,282.68396204159336,276.1970019393184,99.70533295330478,0.0,178.20299,63.64332
2023-01-27 17:00:00,2024-07-17 00:00:00,3.1,1.1918219613728664,282.68396204159336,276.1970019393184,99.70533295330478,0.0,172.61244,62.15698
2023-01-27 18:00:00,2024-07-17 00:00:00,3.1,1.1918219613728664,282.68396204159336,276.1970019393184,99.70533295330478,0.0,169.31839,63.06409
2023-01-27 19:00:00,2024-07-17 00:00:00,3.1,1.6612749333008237,285.56185489542145,277.1219363954075,558.8344790986785,0.0,175.02667,64.23469
2023-01-27 20:00:00,2024-07-17 00:00:00,3.1,1.6612749333008237,285.56185489542145,277.1219363954075,558.8344790986785,0.0,180.36518,65.1008
2023-01-27 21:00:00,2024-07-17 00:00:00,3.1,1.6612749333008237,285.56185489542145,277.1219363954075,558.8344790986785,0.0,187.17229,66.20102
2023-01-27 22:00:00,2024-07-17 00:00:00,3.1,1.2988620585861432,285.01950043846074,278.09865536987667,487.3491721835043,0.0,187.86776,71.1609
2023-01-27 23:00:00,2024-07-17 00:00:00,3.1,1.2988620585861432,285.01950043846074,278.09865536987667,487.3491721835043,0.0,185.96917,75.61101
2023-01-28 00:00:00,2024-07-17 00:00:00,3.1,1.2988620585861432,285.01950043846074,278.09865536987667,487.3491721835043,0.0,201.75758,70.51904
2023-01-28 01:00:00,2024-07-17 00:00:00,3.1,1.4779247956875825,280.0705302220789,277.079866810702,37.01271348663311,0.0,191.30531,72.55472
2023-01-28 02:00:00,2024-07-17 00:00:00,3.1,1.4779247956875825,280.0705302220789,277.079866810702,37.01271348663311,0.0,185.99801,72.53863
2023-01-28 03:00:00,2024-07-17 00:00:00,3.1,1.4779247956875825,280.0705302220789,277.079866810702,37.01271348663311,0.0,183.04888,72.84304
2023-01-28 04:00:00,2024-07-17 00:00:00,3.1,2.025722306987122,278.9703246811597,276.62400758928686,18.506772459055146,0.0,178.57608,73.15759
2023-01-28 05:00:00,2024-07-17 00:00:00,3.1,2.025722306987122,278.9703246811597,276.62400758928686,18.506772459055146,0.0,176.21508,72.68382
2023-01-28 06:00:00,2024-07-17 00:00:00,3.1,2.025722306987122,278.9703246811597,276.62400758928686,18.506772459055146,0.0,177.8453,71.31987
2023-01-28 07:00:00,2024-07-17 00:00:00,3.1,2.3533495086618417,278.2716959857849,276.3995040674189,0.0,0.0,165.94451,69.13524
2023-01-28 08:00:00,2024-07-17 00:00:00,3.1,2.3533495086618417,278.2716959857849,276.3995040674189,0.0,0.0,162.5917,68.28232
2023-01-28 09:00:00,2024-07-17 00:00:00,3.1,2.3533495086618417,278.2716959857849,276.3995040674189,0.0,0.0,161.30511,66.71005
2023-01-28 10:00:00,2024-07-17 00:00:00,3.1,2.535018498341276,277.70312689857485,275.52877656472725,0.0,0.0029929478378604,158.42773,61.65957
2023-01-28 11:00:00,2024-07-17 00:00:00,3.1,2.535018498341276,277.70312689857485,275.52877656472725,0.0,0.0029929478378604,161.84763,57.02422
2023-01-28 12:00:00,2024-07-17 00:00:00,3.1,2.535018498341276,277.70312689857485,275.52877656472725,0.0,0.0029929478378604,169.84155,54.23164
2023-01-28 13:00:00,2024-07-17 00:00:00,3.1,2.5521629763990346,277.3606384082637,275.20548406156684,0.0,0.0020041305040015,171.06576,52.82883
2023-01-28 14:00:00,2024-07-17 00:00:00,3.1,2.5521629763990346,277.3606384082637,275.20548406156684,0.0,0.0020041305040015,165.89122,49.83579
2023-01-28 15:00:00,2024-07-17 00:00:00,3.1,2.5521629763990346,277.3606384082637,275.20548406156684,0.0,0.0020041305040015,162.11274,50.6966
2023-01-28 16:00:00,2024-07-17 00:00:00,3.1,2.939182404680264,279.8587532030053,275.99420522686546,51.20487108770852,0.1256596934378822,166.96347,49.22098
2023-01-28 17:00:00,2024-07-17 00:00:00,3.1,2.939182404680264,279.8587532030053,275.99420522686546,51.20487108770852,0.1256596934378822,167.08573,48.01885
2023-01-28 18:00:00,2024-07-17 00:00:00,3.1,2.939182404680264,279.8587532030053,275.99420522686546,51.20487108770852,0.1256596934378822,167.558,49.16727
