UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
2023-07-28 00:00:00,2773.0,103.0,3437.0,13.0,78.0,0.0,133.0,205.0,340.0
2023-07-28 01:00:00,2762.0,102.0,3437.0,12.0,78.0,0.0,115.0,205.0,340.0
2023-07-28 02:00:00,2777.0,103.0,3438.0,12.0,77.0,9.0,106.0,205.0,339.0
2023-07-28 03:00:00,2881.0,388.0,3435.0,14.0,82.0,17.0,108.0,206.0,341.0
2023-07-28 04:00:00,2984.0,862.0,3435.0,13.0,148.0,42.0,116.0,206.0,354.0
2023-07-28 05:00:00,3030.0,894.0,3432.0,12.0,230.0,136.0,115.0,207.0,357.0
2023-07-28 06:00:00,3030.0,893.0,3429.0,14.0,211.0,296.0,121.0,205.0,355.0
2023-07-28 07:00:00,2998.0,882.0,3425.0,13.0,90.0,565.0,102.0,204.0,351.0
2023-07-28 08:00:00,2948.0,869.0,3417.0,9.0,80.0,814.0,86.0,204.0,341.0
2023-07-28 09:00:00,2954.0,612.0,2634.0,11.0,149.0,1014.0,102.0,203.0,341.0
2023-07-28 10:00:00,2867.0,827.0,2383.0,11.0,146.0,1042.0,110.0,205.0,342.0
2023-07-28 11:00:00,2819.0,698.0,2381.0,6.0,145.0,1098.0,109.0,205.0,339.0
2023-07-28 12:00:00,2751.0,825.0,2379.0,11.0,143.0,1035.0,108.0,205.0,343.0
2023-07-28 13:00:00,2707.0,842.0,2399.0,6.0,144.0,1065.0,102.0,205.0,346.0
2023-07-28 14:00:00,2706.0,714.0,2798.0,3.0,144.0,943.0,104.0,205.0,343.0
2023-07-28 15:00:00,2924.0,734.0,3013.0,13.0,221.0,711.0,86.0,205.0,348.0
2023-07-28 16:00:00,2960.0,850.0,3212.0,14.0,186.0,354.0,67.0,209.0,359.0
2023-07-28 17:00:00,3049.0,855.0,3363.0,13.0,181.0,131.0,59.0,211.0,366.0
2023-07-28 18:00:00,3054.0,861.0,3391.0,14.0,273.0,33.0,52.0,210.0,370.0
2023-07-28 19:00:00,3071.0,863.0,3396.0,12.0,185.0,15.0,58.0,208.0,367.0
2023-07-28 20:00:00,3055.0,841.0,3404.0,13.0,178.0,0.0,61.0,208.0,348.0
2023-07-28 21:00:00,3024.0,859.0,3409.0,14.0,236.0,0.0,54.0,207.0,349.0
2023-07-28 22:00:00,2587.0,324.0,3412.0,13.0,191.0,0.0,49.0,204.0,346.0
2023-07-28 23:00:00,2436.0,128.0,3411.0,12.0,136.0,0.0,45.0,206.0,347.0
