UTC time,nat_gas,hydro,solar,wind,biomass,unknown
2023-04-16 00:00:00,12.0,47.0,0.0,146.0,72.0,3.0
2023-04-16 01:00:00,12.0,47.0,0.0,148.0,72.0,3.0
2023-04-16 02:00:00,12.0,47.0,0.0,153.0,72.0,3.0
2023-04-16 03:00:00,12.0,47.0,4.0,164.0,68.0,3.0
2023-04-16 04:00:00,12.0,47.0,12.0,159.0,67.0,3.0
2023-04-16 05:00:00,12.0,96.0,21.0,105.0,67.0,3.0
2023-04-16 06:00:00,12.0,97.0,33.0,76.0,67.0,3.0
2023-04-16 07:00:00,11.0,97.0,43.0,88.0,69.0,3.0
2023-04-16 08:00:00,12.0,96.0,45.0,90.0,71.0,3.0
2023-04-16 09:00:00,12.0,97.0,52.0,73.0,72.0,3.0
2023-04-16 10:00:00,12.0,50.0,66.0,60.0,71.0,3.0
2023-04-16 11:00:00,12.0,51.0,74.0,50.0,71.0,3.0
2023-04-16 12:00:00,12.0,75.0,70.0,32.0,71.0,3.0
2023-04-16 13:00:00,12.0,74.0,59.0,20.0,71.0,3.0
2023-04-16 14:00:00,12.0,64.0,42.0,16.0,71.0,3.0
2023-04-16 15:00:00,12.0,61.0,20.0,12.0,71.0,3.0
2023-04-16 16:00:00,12.0,96.0,5.0,8.0,71.0,3.0
2023-04-16 17:00:00,12.0,96.0,0.0,9.0,71.0,3.0
2023-04-16 18:00:00,12.0,96.0,0.0,14.0,71.0,3.0
2023-04-16 19:00:00,12.0,96.0,0.0,17.0,71.0,3.0
2023-04-16 20:00:00,11.0,96.0,0.0,22.0,72.0,3.0
2023-04-16 21:00:00,12.0,43.0,0.0,22.0,71.0,3.0
2023-04-16 22:00:00,12.0,47.0,0.0,19.0,71.0,3.0
2023-04-16 23:00:00,12.0,47.0,0.0,23.0,71.0,3.0
