Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
38880,2023-06-09 00:00:00,40.53,42.0,24.0,0.0,289.0,68.0,3.0
38881,2023-06-09 01:00:00,37.21,42.0,24.0,5.0,322.0,68.0,3.0
38882,2023-06-09 02:00:00,34.6,42.0,24.0,18.0,344.0,68.0,3.0
38883,2023-06-09 03:00:00,31.97,42.0,24.0,87.0,316.0,68.0,3.0
38884,2023-06-09 04:00:00,37.2,43.0,24.0,152.0,184.0,68.0,3.0
38885,2023-06-09 05:00:00,36.14,43.0,24.0,240.0,110.0,68.0,3.0
38886,2023-06-09 06:00:00,32.4,43.0,24.0,312.0,112.0,67.0,4.0
38887,2023-06-09 07:00:00,25.78,43.0,24.0,399.0,148.0,67.0,3.0
38888,2023-06-09 08:00:00,23.23,43.0,24.0,453.0,169.0,67.0,3.0
38889,2023-06-09 09:00:00,22.44,43.0,24.0,482.0,167.0,67.0,3.0
38890,2023-06-09 10:00:00,22.41,43.0,24.0,483.0,167.0,67.0,3.0
38891,2023-06-09 11:00:00,24.46,43.0,24.0,429.0,155.0,67.0,3.0
38892,2023-06-09 12:00:00,25.27,43.0,24.0,395.0,166.0,67.0,3.0
38893,2023-06-09 13:00:00,25.63,43.0,24.0,365.0,186.0,67.0,3.0
38894,2023-06-09 14:00:00,26.09,43.0,24.0,306.0,232.0,68.0,3.0
38895,2023-06-09 15:00:00,26.24,43.0,24.0,243.0,291.0,68.0,3.0
38896,2023-06-09 16:00:00,27.95,43.0,24.0,159.0,333.0,69.0,3.0
38897,2023-06-09 17:00:00,31.1,44.0,24.0,80.0,360.0,68.0,3.0
38898,2023-06-09 18:00:00,33.91,44.0,24.0,3.0,388.0,69.0,3.0
38899,2023-06-09 19:00:00,30.21,44.0,24.0,0.0,456.0,69.0,3.0
38900,2023-06-09 20:00:00,27.57,44.0,24.0,0.0,513.0,69.0,3.0
38901,2023-06-09 21:00:00,26.48,44.0,24.0,0.0,541.0,68.0,3.0
38902,2023-06-09 22:00:00,24.87,44.0,24.0,0.0,585.0,68.0,3.0
38903,2023-06-09 23:00:00,23.94,44.0,24.0,0.0,614.0,67.0,3.0
