Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
38688,2023-06-01 00:00:00,243.82,35.0,24.0,0.0,15.0,88.0,3.0
38689,2023-06-01 01:00:00,246.28,35.0,24.0,5.0,9.0,88.0,3.0
38690,2023-06-01 02:00:00,220.78,35.0,24.0,18.0,18.0,87.0,3.0
38691,2023-06-01 03:00:00,177.66,35.0,24.0,53.0,38.0,87.0,3.0
38692,2023-06-01 04:00:00,142.52,35.0,24.0,126.0,48.0,87.0,3.0
38693,2023-06-01 05:00:00,124.57,35.0,25.0,219.0,33.0,87.0,3.0
38694,2023-06-01 06:00:00,115.1,35.0,25.0,301.0,20.0,87.0,4.0
38695,2023-06-01 07:00:00,103.68,35.0,25.0,396.0,18.0,87.0,4.0
38696,2023-06-01 08:00:00,99.89,35.0,25.0,448.0,10.0,87.0,4.0
38697,2023-06-01 09:00:00,98.18,35.0,25.0,466.0,4.0,87.0,3.0
38698,2023-06-01 10:00:00,99.86,35.0,25.0,435.0,10.0,86.0,3.0
38699,2023-06-01 11:00:00,103.62,35.0,25.0,376.0,15.0,80.0,3.0
38700,2023-06-01 12:00:00,103.91,35.0,25.0,355.0,28.0,81.0,3.0
38701,2023-06-01 13:00:00,102.2,35.0,24.0,318.0,62.0,81.0,3.0
38702,2023-06-01 14:00:00,100.74,35.0,25.0,188.0,159.0,87.0,3.0
38703,2023-06-01 15:00:00,85.51,35.0,24.0,125.0,302.0,86.0,4.0
38704,2023-06-01 16:00:00,86.54,35.0,46.0,81.0,292.0,86.0,3.0
38705,2023-06-01 17:00:00,91.83,35.0,71.0,15.0,272.0,85.0,3.0
38706,2023-06-01 18:00:00,80.18,35.0,73.0,2.0,358.0,85.0,3.0
38707,2023-06-01 19:00:00,74.35,35.0,68.0,0.0,419.0,87.0,3.0
38708,2023-06-01 20:00:00,78.85,35.0,24.0,0.0,414.0,87.0,3.0
38709,2023-06-01 21:00:00,79.03,35.0,24.0,0.0,408.0,85.0,3.0
38710,2023-06-01 22:00:00,95.38,34.0,24.0,0.0,299.0,87.0,3.0
38711,2023-06-01 23:00:00,108.46,34.0,24.0,0.0,239.0,87.0,3.0
