Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
40584,2023-08-19 00:00:00,261.32,231.0,24.0,0.0,258.0,87.0,46.0
40585,2023-08-19 01:00:00,282.78,231.0,24.0,0.0,207.0,87.0,46.0
40586,2023-08-19 02:00:00,293.02,231.0,24.0,5.0,181.0,87.0,46.0
40587,2023-08-19 03:00:00,267.45,157.0,25.0,22.0,160.0,87.0,47.0
40588,2023-08-19 04:00:00,166.14,9.0,24.0,80.0,125.0,87.0,45.0
40589,2023-08-19 05:00:00,160.5,10.0,24.0,174.0,69.0,88.0,45.0
40590,2023-08-19 06:00:00,153.92,11.0,24.0,251.0,31.0,87.0,45.0
40591,2023-08-19 07:00:00,152.12,11.0,24.0,270.0,19.0,88.0,44.0
40592,2023-08-19 08:00:00,135.74,11.0,24.0,343.0,25.0,87.0,44.0
40593,2023-08-19 09:00:00,135.37,11.0,24.0,338.0,31.0,88.0,44.0
40594,2023-08-19 10:00:00,140.18,10.0,24.0,309.0,29.0,87.0,44.0
40595,2023-08-19 11:00:00,155.09,16.0,24.0,245.0,36.0,87.0,43.0
40596,2023-08-19 12:00:00,245.23,131.0,26.0,178.0,38.0,87.0,43.0
40597,2023-08-19 13:00:00,314.7,332.0,26.0,176.0,42.0,87.0,44.0
40598,2023-08-19 14:00:00,328.62,391.0,24.0,186.0,34.0,87.0,44.0
40599,2023-08-19 15:00:00,350.7,394.0,26.0,121.0,42.0,87.0,44.0
40600,2023-08-19 16:00:00,410.92,397.0,26.0,41.0,9.0,87.0,45.0
40601,2023-08-19 17:00:00,428.98,401.0,26.0,11.0,11.0,87.0,45.0
40602,2023-08-19 18:00:00,430.71,403.0,26.0,0.0,19.0,87.0,45.0
40603,2023-08-19 19:00:00,431.02,406.0,26.0,0.0,19.0,87.0,45.0
40604,2023-08-19 20:00:00,424.76,407.0,27.0,0.0,27.0,87.0,45.0
40605,2023-08-19 21:00:00,417.05,374.0,26.0,0.0,34.0,87.0,46.0
40606,2023-08-19 22:00:00,403.77,332.0,26.0,0.0,42.0,88.0,44.0
40607,2023-08-19 23:00:00,402.45,305.0,26.0,0.0,37.0,88.0,43.0
