UTC time,nat_gas,hydro,solar,wind,biomass,unknown
2023-07-12 00:00:00,42.0,25.0,0.0,93.0,69.0,3.0
2023-07-12 01:00:00,42.0,25.0,4.0,90.0,68.0,3.0
2023-07-12 02:00:00,42.0,26.0,16.0,93.0,68.0,3.0
2023-07-12 03:00:00,42.0,26.0,52.0,79.0,69.0,3.0
2023-07-12 04:00:00,42.0,26.0,128.0,60.0,69.0,3.0
2023-07-12 05:00:00,43.0,26.0,223.0,25.0,68.0,3.0
2023-07-12 06:00:00,43.0,26.0,297.0,14.0,68.0,3.0
2023-07-12 07:00:00,43.0,51.0,375.0,35.0,69.0,3.0
2023-07-12 08:00:00,43.0,46.0,434.0,58.0,69.0,3.0
2023-07-12 09:00:00,43.0,51.0,454.0,43.0,69.0,3.0
2023-07-12 10:00:00,43.0,45.0,447.0,52.0,69.0,3.0
2023-07-12 11:00:00,43.0,26.0,421.0,57.0,69.0,3.0
2023-07-12 12:00:00,43.0,26.0,407.0,54.0,69.0,3.0
2023-07-12 13:00:00,43.0,40.0,317.0,39.0,69.0,3.0
2023-07-12 14:00:00,43.0,26.0,210.0,36.0,69.0,3.0
2023-07-12 15:00:00,43.0,26.0,111.0,43.0,69.0,3.0
2023-07-12 16:00:00,43.0,44.0,48.0,85.0,69.0,3.0
2023-07-12 17:00:00,43.0,37.0,16.0,177.0,69.0,3.0
2023-07-12 18:00:00,43.0,42.0,2.0,173.0,69.0,3.0
2023-07-12 19:00:00,43.0,44.0,0.0,142.0,70.0,3.0
2023-07-12 20:00:00,43.0,51.0,0.0,101.0,69.0,3.0
2023-07-12 21:00:00,43.0,51.0,0.0,89.0,69.0,3.0
2023-07-12 22:00:00,43.0,36.0,0.0,182.0,69.0,3.0
2023-07-12 23:00:00,43.0,25.0,0.0,220.0,69.0,3.0
